School,Year,Conf,Overall_W,Overall_L,Overall_T,Overall_Pct,Conf_W,Conf_L,Conf_T,Conf_Pct,SRS,SOS,AP_Pre,AP_High,AP_Post,Coach(es),Bowl,Notes,url_coach
Georgia State,2016,Sun Belt,3,9,0.0,0.25,2.0,6.0,0.0,0.25,-9.37,-3.2,,,,"Trent Miles (2-8), Tim Lappano (1-1)",,,https://www.sports-reference.com
Georgia State,2015,Sun Belt,6,7,0.0,0.462,5.0,3.0,0.0,0.625,-7.61,-7.15,,,,Trent Miles (6-7),Cure Bowl-L,,https://www.sports-reference.com
Georgia State,2014,Sun Belt,1,11,0.0,0.083,0.0,8.0,0.0,0.0,-20.41,-4.5,,,,Trent Miles (1-11),,,https://www.sports-reference.com
Georgia State,2013,Sun Belt,0,12,0.0,0.0,0.0,7.0,0.0,0.0,-20.2,-4.78,,,,Trent Miles (0-12),,,https://www.sports-reference.com
Georgia Tech,2021,ACC,3,9,,0.25,2.0,6.0,0.0,0.25,-1.91,3.68,,,,Geoff Collins (3-9),,,https://www.sports-reference.com
Georgia Tech,2020,ACC,3,7,0.0,0.3,3.0,6.0,0.0,0.333,-7.85,0.05,,,,Geoff Collins (3-7),,,https://www.sports-reference.com
Georgia Tech,2019,ACC,3,9,0.0,0.25,2.0,6.0,0.0,0.25,-8.49,2.42,,,,Geoff Collins (3-9),,,https://www.sports-reference.com
Georgia Tech,2018,ACC,7,6,0.0,0.538,5.0,3.0,0.0,0.625,2.76,1.76,,,,Paul Johnson (7-6),Quick Lane Bowl-L,,https://www.sports-reference.com
Georgia Tech,2017,ACC,5,6,0.0,0.455,4.0,4.0,0.0,0.5,6.38,5.93,,,,Paul Johnson (5-6),,,https://www.sports-reference.com
Georgia Tech,2016,ACC,9,4,0.0,0.692,4.0,4.0,0.0,0.5,7.13,2.9,,,,Paul Johnson (9-4),TaxSlayer Bowl-W,,https://www.sports-reference.com
Georgia Tech,2015,ACC,3,9,0.0,0.25,1.0,7.0,0.0,0.125,1.43,4.6,16.0,14.0,,Paul Johnson (3-9),,,https://www.sports-reference.com
Georgia Tech,2014,ACC,11,3,0.0,0.786,6.0,2.0,0.0,0.75,15.92,4.78,,8.0,8.0,Paul Johnson (11-3),Orange Bowl-W,,https://www.sports-reference.com
Georgia Tech,2013,ACC,7,6,0.0,0.538,5.0,3.0,0.0,0.625,7.21,3.67,,,,Paul Johnson (7-6),Music City Bowl-L,,https://www.sports-reference.com
Georgia Tech,2012,ACC,7,7,0.0,0.5,5.0,3.0,0.0,0.625,5.18,2.89,,,,Paul Johnson (7-7),Sun Bowl-W,,https://www.sports-reference.com
Georgia Tech,2011,ACC,8,5,0.0,0.615,5.0,3.0,0.0,0.625,3.4,-1.29,,12.0,,Paul Johnson (8-5),Sun Bowl-L,,https://www.sports-reference.com
Georgia Tech,2010,ACC,6,7,0.0,0.462,4.0,4.0,0.0,0.5,0.8,0.8,16.0,15.0,,Paul Johnson (6-7),Independence Bowl-L,,https://www.sports-reference.com
Georgia Tech,2009,ACC,11,3,0.0,0.786,7.0,1.0,0.0,0.875,13.54,4.83,15.0,7.0,13.0,Paul Johnson (11-3),Orange Bowl-L,record adjusted to 10-3-0 by NCAA,https://www.sports-reference.com
Georgia Tech,2008,ACC,9,4,0.0,0.692,5.0,3.0,0.0,0.625,6.78,1.7,,14.0,22.0,Paul Johnson (9-4),Chick-fil-A Bowl-L,,https://www.sports-reference.com
Georgia Tech,2007,ACC,7,6,0.0,0.538,4.0,4.0,0.0,0.5,3.94,1.24,,15.0,,"Chan Gailey (7-5), Jon Tenuta (0-1)",Humanitarian Bowl-L,,https://www.sports-reference.com
Georgia Tech,2006,ACC,9,5,0.0,0.643,7.0,1.0,0.0,0.875,6.5,1.64,,13.0,,Chan Gailey (9-5),Gator Bowl-L,,https://www.sports-reference.com
Georgia Tech,2005,ACC,7,5,0.0,0.583,5.0,3.0,0.0,0.625,7.31,6.48,,15.0,,Chan Gailey (7-5),Emerald Bowl-L,,https://www.sports-reference.com
Georgia Tech,2004,ACC,7,5,0.0,0.583,4.0,4.0,0.0,0.5,6.41,4.25,,,,Chan Gailey (7-5),Champs Sports Bowl-W,,https://www.sports-reference.com
Georgia Tech,2003,ACC,7,6,0.0,0.538,4.0,4.0,0.0,0.5,5.6,5.68,,,,Chan Gailey (7-6),Humanitarian Bowl-W,,https://www.sports-reference.com
Georgia Tech,2002,ACC,7,6,0.0,0.538,4.0,4.0,0.0,0.5,4.56,3.86,,,,Chan Gailey (7-6),Silicon Valley Bowl-L,,https://www.sports-reference.com
Georgia Tech,2001,ACC,8,5,0.0,0.615,4.0,4.0,0.0,0.5,7.1,1.95,10.0,9.0,24.0,"George O'Leary (7-5), Mac McWhorter (1-0)",Seattle Bowl-W,,https://www.sports-reference.com
Georgia Tech,2000,ACC,9,3,0.0,0.75,6.0,2.0,0.0,0.75,11.3,1.21,,15.0,17.0,George O'Leary (9-3),Peach Bowl-L,,https://www.sports-reference.com
Georgia Tech,1999,ACC,8,4,0.0,0.667,5.0,3.0,0.0,0.625,10.3,3.47,11.0,7.0,20.0,George O'Leary (8-4),Gator Bowl-L,,https://www.sports-reference.com
Georgia Tech,1998,ACC,10,2,0.0,0.833,7.0,1.0,0.0,0.875,12.37,1.7,,9.0,9.0,George O'Leary (10-2),Gator Bowl-W,,https://www.sports-reference.com
Georgia Tech,1997,ACC,7,5,0.0,0.583,5.0,3.0,0.0,0.625,8.07,5.65,,21.0,25.0,George O'Leary (7-5),Carquest Bowl-W,,https://www.sports-reference.com
Georgia Tech,1996,ACC,5,6,0.0,0.455,4.0,4.0,0.0,0.5,1.78,2.06,,22.0,,George O'Leary (5-6),,,https://www.sports-reference.com
Georgia Tech,1995,ACC,6,5,0.0,0.545,5.0,3.0,0.0,0.625,-0.16,-0.43,,,,George O'Leary (6-5),,,https://www.sports-reference.com
Georgia Tech,1994,ACC,1,10,0.0,0.091,0.0,8.0,0.0,0.0,-7.41,3.05,,,,"Bill Lewis (1-7), George O'Leary (0-3)",,,https://www.sports-reference.com
Georgia Tech,1993,ACC,5,6,0.0,0.455,3.0,5.0,0.0,0.375,-0.72,0.65,,,,Bill Lewis (5-6),,,https://www.sports-reference.com
Georgia Tech,1992,ACC,5,6,0.0,0.455,4.0,4.0,0.0,0.5,1.74,4.56,23.0,16.0,,Bill Lewis (5-6),,,https://www.sports-reference.com
Georgia Tech,1991,ACC,8,5,0.0,0.615,5.0,2.0,0.0,0.714,8.89,3.12,8.0,8.0,,Bobby Ross (8-5),Aloha Bowl-W,,https://www.sports-reference.com
Georgia Tech,1990,ACC,11,0,1.0,0.958,6.0,0.0,1.0,0.929,19.28,4.28,,2.0,2.0,Bobby Ross (11-0-1),Citrus Bowl-W,,https://www.sports-reference.com
Georgia Tech,1989,ACC,7,4,0.0,0.636,4.0,3.0,0.0,0.571,6.58,1.4,,,,Bobby Ross (7-4),,,https://www.sports-reference.com
Georgia Tech,1988,ACC,3,8,0.0,0.273,0.0,7.0,0.0,0.0,-1.01,1.0,,,,Bobby Ross (3-8),,,https://www.sports-reference.com
Georgia Tech,1987,ACC,2,9,0.0,0.182,0.0,6.0,0.0,0.0,-4.69,3.68,,,,Bobby Ross (2-9),,,https://www.sports-reference.com
Georgia Tech,1986,ACC,5,5,1.0,0.5,3.0,3.0,0.0,0.5,2.7,0.25,,,,Bill Curry (5-5-1),,,https://www.sports-reference.com
Georgia Tech,1985,ACC,9,2,1.0,0.792,5.0,1.0,0.0,0.833,11.42,2.67,,19.0,19.0,Bill Curry (9-2-1),Hall of Fame Classic-W,,https://www.sports-reference.com
Georgia Tech,1984,ACC,6,4,1.0,0.591,3.0,2.0,1.0,0.583,9.18,3.36,,12.0,,Bill Curry (6-4-1),,,https://www.sports-reference.com
Georgia Tech,1983,ACC,3,8,0.0,0.273,3.0,3.0,0.0,0.5,-0.26,7.38,,,,Bill Curry (3-8),,,https://www.sports-reference.com
Georgia Tech,1982,Ind,6,5,0.0,0.545,,,,,0.58,3.3,,,,Bill Curry (6-5),,,https://www.sports-reference.com
Georgia Tech,1981,Ind,1,10,0.0,0.091,,,,,-6.12,8.89,,,,Bill Curry (1-10),,,https://www.sports-reference.com
Georgia Tech,1980,Ind,1,9,1.0,0.136,,,,,-2.01,10.26,,,,Bill Curry (1-9-1),,,https://www.sports-reference.com
Georgia Tech,1979,Ind,4,6,1.0,0.409,,,,,1.67,4.85,,,,Pepper Rodgers (4-6-1),,,https://www.sports-reference.com
Georgia Tech,1978,Ind,7,5,0.0,0.583,,,,,6.51,5.18,,20.0,,Pepper Rodgers (7-5),Peach Bowl-L,,https://www.sports-reference.com
Georgia Tech,1977,Ind,6,5,0.0,0.545,,,,,8.88,6.61,,,,Pepper Rodgers (6-5),,,https://www.sports-reference.com
Georgia Tech,1976,Ind,4,6,1.0,0.409,,,,,4.41,7.68,,,,Pepper Rodgers (4-6-1),,,https://www.sports-reference.com
Georgia Tech,1975,Ind,7,4,0.0,0.636,,,,,8.08,2.26,,,,Pepper Rodgers (7-4),,,https://www.sports-reference.com
Georgia Tech,1974,Ind,6,5,0.0,0.545,,,,,10.07,7.16,,,,Pepper Rodgers (6-5),,,https://www.sports-reference.com
Georgia Tech,1973,Ind,5,6,0.0,0.455,,,,,2.42,3.69,,,,Bill Fulcher (5-6),,,https://www.sports-reference.com
Georgia Tech,1972,Ind,7,4,1.0,0.625,,,,,12.06,7.06,,20.0,20.0,Bill Fulcher (7-4-1),Liberty Bowl-W,,https://www.sports-reference.com
Georgia Tech,1971,Ind,6,6,0.0,0.5,,,,,7.8,8.55,17.0,17.0,,Bud Carson (6-6),Peach Bowl-L,,https://www.sports-reference.com
Georgia Tech,1970,Ind,9,3,0.0,0.75,,,,,13.91,8.24,,13.0,13.0,Bud Carson (9-3),Sun Bowl-W,,https://www.sports-reference.com
Georgia Tech,1969,Ind,4,6,0.0,0.4,,,,,2.91,6.71,,,,Bud Carson (4-6),,,https://www.sports-reference.com
Georgia Tech,1968,Ind,4,6,0.0,0.4,,,,,-0.2,7.5,,,,Bud Carson (4-6),,,https://www.sports-reference.com
Georgia Tech,1967,Ind,4,6,0.0,0.4,,,,,3.59,8.49,,,,Bud Carson (4-6),,,https://www.sports-reference.com
Georgia Tech,1966,Ind,9,2,0.0,0.818,,,,,17.47,6.38,,5.0,8.0,Bobby Dodd (9-2),Orange Bowl-L,,https://www.sports-reference.com
Georgia Tech,1965,Ind,7,3,1.0,0.682,,,,,14.3,7.48,,7.0,,Bobby Dodd (7-3-1),Gator Bowl-W,,https://www.sports-reference.com
Georgia Tech,1964,Ind,7,3,0.0,0.7,,,,,10.88,5.78,,7.0,,Bobby Dodd (7-3),,,https://www.sports-reference.com
Georgia Tech,1963,SEC,7,3,0.0,0.7,4.0,3.0,0.0,0.571,16.28,8.78,,7.0,,Bobby Dodd (7-3),,,https://www.sports-reference.com
Georgia Tech,1962,SEC,7,3,1.0,0.682,5.0,2.0,0.0,0.714,17.54,8.81,,5.0,,Bobby Dodd (7-3-1),Bluebonnet Bowl-L,,https://www.sports-reference.com
Georgia Tech,1961,SEC,7,4,0.0,0.636,4.0,3.0,0.0,0.571,17.98,9.89,,3.0,,Bobby Dodd (7-4),Gator Bowl-L,,https://www.sports-reference.com
Georgia Tech,1960,SEC,5,5,0.0,0.5,4.0,4.0,0.0,0.5,12.37,11.97,,10.0,,Bobby Dodd (5-5),,,https://www.sports-reference.com
Georgia Tech,1959,SEC,6,5,0.0,0.545,3.0,3.0,0.0,0.5,10.87,9.87,,3.0,,Bobby Dodd (6-5),Gator Bowl-L,,https://www.sports-reference.com
Georgia Tech,1958,SEC,5,4,1.0,0.55,2.0,3.0,1.0,0.417,7.46,6.76,,17.0,,Bobby Dodd (5-4-1),,,https://www.sports-reference.com
Georgia Tech,1957,SEC,4,4,2.0,0.5,3.0,4.0,1.0,0.438,7.99,7.59,11.0,3.0,,Bobby Dodd (4-4-2),,,https://www.sports-reference.com
Georgia Tech,1956,SEC,10,1,0.0,0.909,7.0,1.0,0.0,0.875,23.8,8.99,4.0,2.0,4.0,Bobby Dodd (10-1),Gator Bowl-W,,https://www.sports-reference.com
Georgia Tech,1955,SEC,9,1,1.0,0.864,4.0,1.0,1.0,0.75,17.36,6.0,10.0,2.0,7.0,Bobby Dodd (9-1-1),Sugar Bowl-W,,https://www.sports-reference.com
Georgia Tech,1954,SEC,8,3,0.0,0.727,6.0,2.0,0.0,0.75,14.03,6.48,7.0,5.0,,Bobby Dodd (8-3),Cotton Bowl-W,,https://www.sports-reference.com
Georgia Tech,1953,SEC,9,2,1.0,0.792,4.0,1.0,1.0,0.75,12.52,1.52,3.0,3.0,8.0,Bobby Dodd (9-2-1),Sugar Bowl-W,,https://www.sports-reference.com
Georgia Tech,1952,SEC,12,0,0.0,1.0,7.0,0.0,0.0,1.0,23.27,5.52,3.0,2.0,2.0,Bobby Dodd (12-0),Sugar Bowl-W,,https://www.sports-reference.com
Georgia Tech,1951,SEC,11,0,1.0,0.958,7.0,0.0,0.0,1.0,20.1,4.35,,3.0,5.0,Bobby Dodd (11-0-1),Orange Bowl-W,,https://www.sports-reference.com
Georgia Tech,1950,SEC,5,6,0.0,0.455,4.0,2.0,0.0,0.667,2.03,2.94,,,,Bobby Dodd (5-6),,,https://www.sports-reference.com
Georgia Tech,1949,SEC,7,3,0.0,0.7,5.0,2.0,0.0,0.714,8.57,2.67,,,,Bobby Dodd (7-3),,,https://www.sports-reference.com
Georgia Tech,1948,SEC,7,3,0.0,0.7,4.0,3.0,0.0,0.571,15.47,4.87,,6.0,,Bobby Dodd (7-3),,,https://www.sports-reference.com
Georgia Tech,1947,SEC,10,1,0.0,0.909,4.0,1.0,0.0,0.8,15.29,1.38,,4.0,10.0,Bobby Dodd (10-1),Orange Bowl-W,,https://www.sports-reference.com
Georgia Tech,1946,SEC,9,2,0.0,0.818,4.0,2.0,0.0,0.667,21.41,8.5,,6.0,11.0,Bobby Dodd (9-2),Oil Bowl-W,,https://www.sports-reference.com
Georgia Tech,1945,SEC,4,6,0.0,0.4,2.0,2.0,0.0,0.5,6.61,8.91,,,,Bobby Dodd (4-6),,,https://www.sports-reference.com
Georgia Tech,1944,SEC,8,3,0.0,0.727,4.0,0.0,0.0,1.0,17.34,8.25,,5.0,13.0,William Alexander (8-3),Orange Bowl-L,,https://www.sports-reference.com
Georgia Tech,1943,SEC,8,3,0.0,0.727,3.0,0.0,0.0,1.0,17.62,6.8,,13.0,13.0,William Alexander (8-3),Sugar Bowl-W,,https://www.sports-reference.com
Georgia Tech,1942,SEC,9,2,0.0,0.818,4.0,1.0,0.0,0.8,17.09,6.45,,2.0,5.0,William Alexander (9-2),Cotton Bowl-L,,https://www.sports-reference.com
Georgia Tech,1941,SEC,3,6,0.0,0.333,2.0,4.0,0.0,0.333,1.74,7.08,,,,William Alexander (3-6),,,https://www.sports-reference.com
Georgia Tech,1940,SEC,3,7,0.0,0.3,1.0,5.0,0.0,0.167,2.34,4.94,,,,William Alexander (3-7),,,https://www.sports-reference.com
Georgia Tech,1939,SEC,8,2,0.0,0.8,6.0,0.0,0.0,1.0,13.97,5.97,,13.0,16.0,William Alexander (8-2),Orange Bowl-W,,https://www.sports-reference.com
Georgia Tech,1938,SEC,3,4,3.0,0.45,2.0,1.0,3.0,0.583,4.89,5.09,,,,William Alexander (3-4-3),,,https://www.sports-reference.com
Georgia Tech,1937,SEC,6,3,1.0,0.65,3.0,2.0,1.0,0.583,12.34,5.34,,,,William Alexander (6-3-1),,,https://www.sports-reference.com
Georgia Tech,1936,SEC,5,5,1.0,0.5,3.0,3.0,1.0,0.5,9.39,4.03,,,,William Alexander (5-5-1),,,https://www.sports-reference.com
Hawaii,2021,MWC,6,7,,0.462,3.0,5.0,0.0,0.375,-5.19,-3.58,,,,Todd Graham (6-7),,,https://www.sports-reference.com
Hawaii,2020,MWC,5,4,0.0,0.556,4.0,4.0,0.0,0.5,-4.98,-4.2,,,,Todd Graham (5-4),New Mexico Bowl-W,,https://www.sports-reference.com
Hawaii,2019,MWC,10,5,0.0,0.667,5.0,3.0,0.0,0.625,0.19,-1.75,,,,Nick Rolovich (10-5),Hawaii Bowl-W,,https://www.sports-reference.com
Hawaii,2018,MWC,8,6,0.0,0.571,5.0,3.0,0.0,0.625,-6.13,-4.41,,,,Nick Rolovich (8-6),Hawaii Bowl-L,,https://www.sports-reference.com
Hawaii,2017,MWC,3,9,0.0,0.25,0.0,1.0,0.0,0.0,-13.76,-5.34,,,,Nick Rolovich (3-9),,,https://www.sports-reference.com
Hawaii,2016,MWC,7,7,0.0,0.5,4.0,4.0,0.0,0.5,-6.44,-3.44,,,,Nick Rolovich (7-7),Hawaii Bowl-W,,https://www.sports-reference.com
Hawaii,2015,MWC,3,10,0.0,0.231,0.0,8.0,0.0,0.0,-14.63,-2.71,,,,"Norm Chow (2-7), Chris Naeole (1-3)",,,https://www.sports-reference.com
Hawaii,2014,MWC,4,9,0.0,0.308,3.0,5.0,0.0,0.375,-9.08,-3.62,,,,Norm Chow (4-9),,,https://www.sports-reference.com
Hawaii,2013,MWC,1,11,0.0,0.083,0.0,8.0,0.0,0.0,-11.13,0.04,,,,Norm Chow (1-11),,,https://www.sports-reference.com
Hawaii,2012,MWC,3,9,0.0,0.25,1.0,7.0,0.0,0.125,-13.75,-3.66,,,,Norm Chow (3-9),,,https://www.sports-reference.com
Hawaii,2011,WAC,6,7,0.0,0.462,3.0,4.0,0.0,0.429,-6.9,-7.29,,,,Greg McMackin (6-7),,,https://www.sports-reference.com
Hawaii,2010,WAC,10,4,0.0,0.714,7.0,1.0,0.0,0.875,6.55,-2.1,,24.0,,Greg McMackin (10-4),Hawaii Bowl-L,,https://www.sports-reference.com
Hawaii,2009,WAC,6,7,0.0,0.462,3.0,5.0,0.0,0.375,-8.2,-4.2,,,,Greg McMackin (6-7),,,https://www.sports-reference.com
Hawaii,2008,WAC,7,7,0.0,0.5,5.0,3.0,0.0,0.625,-4.06,-1.99,,,,Greg McMackin (7-7),Hawaii Bowl-L,,https://www.sports-reference.com
Hawaii,2007,WAC,12,1,0.0,0.923,8.0,0.0,0.0,1.0,6.36,-5.79,23.0,10.0,19.0,June Jones (12-1),Sugar Bowl-L,,https://www.sports-reference.com
Hawaii,2006,WAC,11,3,0.0,0.786,7.0,1.0,0.0,0.875,10.71,-3.29,,24.0,,June Jones (11-3),Hawaii Bowl-W,,https://www.sports-reference.com
Hawaii,2005,WAC,5,7,0.0,0.417,4.0,4.0,0.0,0.5,-5.61,-2.86,,,,June Jones (5-7),,,https://www.sports-reference.com
Hawaii,2004,WAC,8,5,0.0,0.615,4.0,4.0,0.0,0.5,0.56,-2.67,,,,June Jones (8-5),Hawaii Bowl-W,,https://www.sports-reference.com
Hawaii,2003,WAC,9,5,0.0,0.643,5.0,3.0,0.0,0.625,0.21,-4.29,,,,June Jones (9-5),Hawaii Bowl-W,,https://www.sports-reference.com
Hawaii,2002,WAC,10,4,0.0,0.714,7.0,1.0,0.0,0.875,2.56,-5.51,,,,June Jones (10-4),Hawaii Bowl-L,,https://www.sports-reference.com
Hawaii,2001,WAC,9,3,0.0,0.75,5.0,3.0,0.0,0.625,4.47,-6.53,,,,June Jones (9-3),,,https://www.sports-reference.com
Hawaii,2000,WAC,3,9,0.0,0.25,2.0,6.0,0.0,0.25,-12.52,-4.18,,,,June Jones (3-9),,,https://www.sports-reference.com
Hawaii,1999,WAC,9,4,0.0,0.692,5.0,2.0,0.0,0.714,-0.37,-4.29,,,,June Jones (9-4),Oahu Classic-W,,https://www.sports-reference.com
Hawaii,1998,WAC,0,12,0.0,0.0,0.0,8.0,0.0,0.0,-22.08,-2.0,,,,Fred Vonappen (0-12),,,https://www.sports-reference.com
Hawaii,1997,WAC,3,9,0.0,0.25,1.0,7.0,0.0,0.125,-10.44,-3.36,,,,Fred Vonappen (3-9),,,https://www.sports-reference.com
Hawaii,1996,WAC,2,10,0.0,0.167,1.0,7.0,0.0,0.125,-16.77,-2.27,,,,Fred Vonappen (2-10),,,https://www.sports-reference.com
Hawaii,1995,WAC,4,8,0.0,0.333,2.0,6.0,0.0,0.25,-11.45,-5.03,,,,Bob Wagner (4-8),,,https://www.sports-reference.com
Hawaii,1994,WAC,3,8,1.0,0.292,0.0,8.0,0.0,0.0,-2.74,0.09,,,,Bob Wagner (3-8-1),,,https://www.sports-reference.com
Hawaii,1993,WAC,6,6,0.0,0.5,3.0,5.0,0.0,0.375,-5.46,-5.55,,,,Bob Wagner (6-6),,,https://www.sports-reference.com
Hawaii,1992,WAC,11,2,0.0,0.846,6.0,2.0,0.0,0.75,6.97,-1.42,,20.0,20.0,Bob Wagner (11-2),Holiday Bowl-W,,https://www.sports-reference.com
Hawaii,1991,WAC,4,7,1.0,0.375,3.0,5.0,0.0,0.375,-3.51,-0.34,,,,Bob Wagner (4-7-1),,,https://www.sports-reference.com
Hawaii,1990,WAC,7,5,0.0,0.583,4.0,4.0,0.0,0.5,2.4,-4.27,,,,Bob Wagner (7-5),,,https://www.sports-reference.com
Hawaii,1989,WAC,9,3,1.0,0.731,5.0,2.0,1.0,0.688,5.13,-2.72,,23.0,,Bob Wagner (9-3-1),Aloha Bowl-L,,https://www.sports-reference.com
Hawaii,1988,WAC,9,3,0.0,0.75,5.0,3.0,0.0,0.625,4.72,-2.45,,,,Bob Wagner (9-3),,,https://www.sports-reference.com
Hawaii,1987,WAC,5,7,0.0,0.417,3.0,5.0,0.0,0.375,-5.15,-3.82,,,,Bob Wagner (5-7),,,https://www.sports-reference.com
Hawaii,1986,WAC,7,5,0.0,0.583,4.0,4.0,0.0,0.5,0.53,-0.55,,,,Dick Tomey (7-5),,,https://www.sports-reference.com
Hawaii,1985,WAC,4,6,2.0,0.417,4.0,3.0,1.0,0.563,-1.01,-0.76,,,,Dick Tomey (4-6-2),,,https://www.sports-reference.com
Hawaii,1984,WAC,7,4,0.0,0.636,5.0,2.0,0.0,0.714,3.56,0.11,,,,Dick Tomey (7-4),,,https://www.sports-reference.com
Hawaii,1983,WAC,5,5,1.0,0.5,3.0,3.0,1.0,0.5,-2.41,-3.32,,,,Dick Tomey (5-5-1),,,https://www.sports-reference.com
Hawaii,1982,WAC,6,5,0.0,0.545,4.0,4.0,0.0,0.5,-0.95,-0.5,,,,Dick Tomey (6-5),,,https://www.sports-reference.com
Hawaii,1981,WAC,9,2,0.0,0.818,5.0,1.0,0.0,0.833,10.25,-3.56,,19.0,,Dick Tomey (9-2),,,https://www.sports-reference.com
Hawaii,1980,WAC,8,3,0.0,0.727,3.0,3.0,0.0,0.5,-0.19,-3.83,,,,Dick Tomey (8-3),,,https://www.sports-reference.com
Hawaii,1979,WAC,6,5,0.0,0.545,3.0,3.0,0.0,0.5,2.59,-1.41,,,,Dick Tomey (6-5),,,https://www.sports-reference.com
Hawaii,1978,Ind,6,5,0.0,0.545,,,,,0.33,0.69,,,,Dick Tomey (6-5),,,https://www.sports-reference.com
Hawaii,1977,Ind,5,6,0.0,0.455,,,,,-1.0,-2.36,,,,Dick Tomey (5-6),,,https://www.sports-reference.com
Hawaii,1976,Ind,3,8,0.0,0.273,,,,,-18.53,-8.08,,,,Larry Price (3-8),,,https://www.sports-reference.com
Hawaii,1975,Ind,6,5,0.0,0.545,,,,,-6.59,-5.32,,,,Larry Price (6-5),,,https://www.sports-reference.com
Hawaii,1974,Ind,6,5,0.0,0.545,,,,,-8.18,-5.82,,,,Larry Price (6-5),,,https://www.sports-reference.com
Hawaii,1971,Ind,7,4,0.0,0.636,,,,,-2.6,-5.6,,,,Dave Holmes (7-4),,,https://www.sports-reference.com
Houston,2021,American,12,2,,0.857,8.0,1.0,0.0,0.889,8.53,-3.26,,16.0,17.0,Dana Holgorsen (12-2),Birmingham Bowl-W,,https://www.sports-reference.com
Houston,2020,American,3,5,0.0,0.375,3.0,3.0,0.0,0.5,-2.84,0.53,,,,Dana Holgorsen (3-5),New Mexico Bowl-L,,https://www.sports-reference.com
Houston,2019,American,4,8,0.0,0.333,2.0,6.0,0.0,0.25,-0.41,3.25,,,,Dana Holgorsen (4-8),,,https://www.sports-reference.com
Houston,2018,American,8,5,0.0,0.615,5.0,3.0,0.0,0.625,1.18,-4.82,,17.0,,Major Applewhite (8-5),Armed Forces Bowl-L,,https://www.sports-reference.com
Houston,2017,American,7,5,0.0,0.583,5.0,3.0,0.0,0.625,2.63,-0.7,,,,Major Applewhite (7-5),Hawaii Bowl-L,,https://www.sports-reference.com
Houston,2016,American,9,4,0.0,0.692,5.0,3.0,0.0,0.625,5.44,-1.95,15.0,6.0,,"Tom Herman (9-3), Major Applewhite (0-1)",Las Vegas Bowl-L,,https://www.sports-reference.com
Houston,2015,American,13,1,0.0,0.929,7.0,1.0,0.0,0.875,12.32,-3.04,,8.0,8.0,Tom Herman (13-1),Peach Bowl-W,,https://www.sports-reference.com
Houston,2014,American,8,5,0.0,0.615,5.0,3.0,0.0,0.625,0.85,-6.22,,,,"Tony Levine (7-5), David Gibbs (1-0)",Armed Forces Bowl-W,,https://www.sports-reference.com
Houston,2013,American,8,5,0.0,0.615,5.0,3.0,0.0,0.625,4.93,-1.92,,,,Tony Levine (8-5),BBVA Compass Bowl-L,,https://www.sports-reference.com
Houston,2012,CUSA,5,7,0.0,0.417,4.0,4.0,0.0,0.5,-5.54,-3.54,,,,Tony Levine (5-7),,,https://www.sports-reference.com
Houston,2011,CUSA,13,1,0.0,0.929,8.0,0.0,0.0,1.0,11.94,-4.63,,7.0,18.0,"Kevin Sumlin (12-1), Tony Levine (1-0)",Ticket City Bowl-W,,https://www.sports-reference.com
Houston,2010,CUSA,5,7,0.0,0.417,4.0,4.0,0.0,0.5,-2.11,-3.77,,23.0,,Kevin Sumlin (5-7),,,https://www.sports-reference.com
Houston,2009,CUSA,10,4,0.0,0.714,6.0,2.0,0.0,0.75,4.21,-3.07,,12.0,,Kevin Sumlin (10-4),Armed Forces Bowl-L,,https://www.sports-reference.com
Houston,2008,CUSA,8,5,0.0,0.615,6.0,2.0,0.0,0.75,2.21,-3.4,,,,Kevin Sumlin (8-5),Armed Forces Bowl-W,,https://www.sports-reference.com
Houston,2007,CUSA,8,5,0.0,0.615,6.0,2.0,0.0,0.75,-1.5,-5.27,,,,"Chris Thurmond (0-1), Art Briles (8-4)",Texas Bowl-L,,https://www.sports-reference.com
Houston,2006,CUSA,10,4,0.0,0.714,7.0,1.0,0.0,0.875,5.4,-2.89,,,,Art Briles (10-4),Liberty Bowl-L,,https://www.sports-reference.com
Houston,2005,CUSA,6,6,0.0,0.5,4.0,4.0,0.0,0.5,-2.93,-3.85,,,,Art Briles (6-6),Fort Worth Bowl-L,,https://www.sports-reference.com
Houston,2004,CUSA,3,8,0.0,0.273,3.0,5.0,0.0,0.375,-6.84,0.89,,,,Art Briles (3-8),,,https://www.sports-reference.com
Houston,2003,CUSA,7,6,0.0,0.538,4.0,4.0,0.0,0.5,-4.23,-4.16,,,,Art Briles (7-6),Hawaii Bowl-L,,https://www.sports-reference.com
Houston,2002,CUSA,5,7,0.0,0.417,3.0,5.0,0.0,0.375,-7.7,-2.95,,,,Dana Dimel (5-7),,,https://www.sports-reference.com
Houston,2001,CUSA,0,11,0.0,0.0,0.0,7.0,0.0,0.0,-17.81,0.91,,,,Dana Dimel (0-11),,,https://www.sports-reference.com
Houston,2000,CUSA,3,8,0.0,0.273,2.0,5.0,0.0,0.286,-10.67,-0.67,,,,Dana Dimel (3-8),,,https://www.sports-reference.com
Houston,1999,CUSA,7,4,0.0,0.636,3.0,3.0,0.0,0.5,0.9,-1.74,,,,Kim Helton (7-4),,,https://www.sports-reference.com
