School,Year,Conf,Overall_W,Overall_L,Overall_T,Overall_Pct,Conf_W,Conf_L,Conf_T,Conf_Pct,SRS,SOS,AP_Pre,AP_High,AP_Post,Coach(es),Bowl,Notes,url_coach
Florida State,1958,Ind,7,4,0.0,0.636,,,,,4.0,-1.73,,,,Thomas Nugent (7-4),Bluegrass Bowl-L,,https://www.sports-reference.com
Florida State,1957,Ind,4,6,0.0,0.4,,,,,-5.77,-2.87,,,,Thomas Nugent (4-6),,,https://www.sports-reference.com
Florida State,1956,Ind,5,4,1.0,0.55,,,,,3.09,-0.51,,,,Thomas Nugent (5-4-1),,,https://www.sports-reference.com
Florida State,1955,Ind,5,5,0.0,0.5,,,,,-7.23,-4.83,,,,Thomas Nugent (5-5),,,https://www.sports-reference.com
Florida State,1954,Ind,8,4,0.0,0.667,,,,,-2.31,-7.06,,,,Thomas Nugent (8-4),Sun Bowl-L,,https://www.sports-reference.com
Fresno State,2021,MWC,10,3,,0.769,6.0,2.0,0.0,0.75,4.88,-3.89,,18.0,,"Kalen DeBoer (9-3), Lee Marks (1-0)",New Mexico Bowl-W,,https://www.sports-reference.com
Fresno State,2020,MWC,3,3,0.0,0.5,3.0,3.0,0.0,0.5,-8.9,-11.74,,,,Kalen DeBoer (3-3),,,https://www.sports-reference.com
Fresno State,2019,MWC,4,8,0.0,0.333,2.0,6.0,0.0,0.25,-4.53,-3.12,,,,Jeff Tedford (4-8),,,https://www.sports-reference.com
Fresno State,2018,MWC,12,2,0.0,0.857,7.0,1.0,0.0,0.875,12.32,-3.04,,16.0,18.0,Jeff Tedford (12-2),Las Vegas Bowl-W,,https://www.sports-reference.com
Fresno State,2017,MWC,10,4,0.0,0.714,5.0,1.0,0.0,0.833,4.47,-1.68,,25.0,,Jeff Tedford (10-4),Hawaii Bowl-W,,https://www.sports-reference.com
Fresno State,2016,MWC,1,11,0.0,0.083,0.0,8.0,0.0,0.0,-14.26,-2.42,,,,"Tim DeRuyter (1-7), Eric Kiesau (0-4)",,,https://www.sports-reference.com
Fresno State,2015,MWC,3,9,0.0,0.25,2.0,6.0,0.0,0.25,-12.12,-1.79,,,,Tim DeRuyter (3-9),,,https://www.sports-reference.com
Fresno State,2014,MWC,6,8,0.0,0.429,5.0,3.0,0.0,0.625,-5.52,-0.95,,,,Tim DeRuyter (6-8),Hawaii Bowl-L,,https://www.sports-reference.com
Fresno State,2013,MWC,11,2,0.0,0.846,7.0,1.0,0.0,0.875,5.04,-5.04,,15.0,,Tim DeRuyter (11-2),Las Vegas Bowl-L,,https://www.sports-reference.com
Fresno State,2012,MWC,9,4,0.0,0.692,7.0,1.0,0.0,0.875,6.33,-3.51,,,,Tim DeRuyter (9-4),Hawaii Bowl-L,,https://www.sports-reference.com
Fresno State,2011,WAC,4,9,0.0,0.308,3.0,4.0,0.0,0.429,-7.24,-2.47,,,,Pat Hill (4-9),,,https://www.sports-reference.com
Fresno State,2010,WAC,8,5,0.0,0.615,5.0,3.0,0.0,0.625,0.18,-1.2,,,,Pat Hill (8-5),Humanitarian Bowl-L,,https://www.sports-reference.com
Fresno State,2009,WAC,8,5,0.0,0.615,6.0,2.0,0.0,0.75,1.34,-3.27,,,,Pat Hill (8-5),New Mexico Bowl-L,,https://www.sports-reference.com
Fresno State,2008,WAC,7,6,0.0,0.538,4.0,4.0,0.0,0.5,-3.53,-4.06,,21.0,,Pat Hill (7-6),New Mexico Bowl-L,,https://www.sports-reference.com
Fresno State,2007,WAC,9,4,0.0,0.692,6.0,2.0,0.0,0.75,2.75,-2.79,,,,Pat Hill (9-4),Humanitarian Bowl-W,,https://www.sports-reference.com
Fresno State,2006,WAC,4,8,0.0,0.333,4.0,4.0,0.0,0.5,-5.76,-0.09,,,,Pat Hill (4-8),,,https://www.sports-reference.com
Fresno State,2005,WAC,8,5,0.0,0.615,6.0,2.0,0.0,0.75,5.72,-4.82,24.0,16.0,,Pat Hill (8-5),Liberty Bowl-L,,https://www.sports-reference.com
Fresno State,2004,WAC,9,3,0.0,0.75,5.0,3.0,0.0,0.625,9.55,-2.87,,17.0,22.0,Pat Hill (9-3),MPC Computers Bowl-W,,https://www.sports-reference.com
Fresno State,2003,WAC,9,5,0.0,0.643,6.0,2.0,0.0,0.75,-1.69,-2.33,,,,Pat Hill (9-5),Silicon Valley Bowl-W,,https://www.sports-reference.com
Fresno State,2002,WAC,9,5,0.0,0.643,6.0,2.0,0.0,0.75,0.67,-2.12,,,,Pat Hill (9-5),Silicon Valley Bowl-W,,https://www.sports-reference.com
Fresno State,2001,WAC,11,3,0.0,0.786,6.0,2.0,0.0,0.75,9.9,-2.02,,8.0,,Pat Hill (11-3),Silicon Valley Bowl-L,,https://www.sports-reference.com
Fresno State,2000,WAC,7,5,0.0,0.583,6.0,2.0,0.0,0.75,2.22,-2.04,,,,Pat Hill (7-5),Silicon Valley Bowl-L,,https://www.sports-reference.com
Fresno State,1999,WAC,8,5,0.0,0.615,5.0,2.0,0.0,0.714,2.31,-4.38,,,,Pat Hill (8-5),Las Vegas Bowl-L,,https://www.sports-reference.com
Fresno State,1998,WAC,5,6,0.0,0.455,5.0,3.0,0.0,0.625,-1.09,-3.09,,,,Pat Hill (5-6),,,https://www.sports-reference.com
Fresno State,1997,WAC,6,6,0.0,0.5,5.0,3.0,0.0,0.625,-1.27,-3.19,,,,Pat Hill (6-6),,,https://www.sports-reference.com
Fresno State,1996,WAC,4,7,0.0,0.364,3.0,5.0,0.0,0.375,-7.85,-3.31,,,,Jim Sweeney (4-7),,,https://www.sports-reference.com
Fresno State,1995,WAC,5,7,0.0,0.417,2.0,6.0,0.0,0.25,-6.95,-4.62,,,,Jim Sweeney (5-7),,,https://www.sports-reference.com
Fresno State,1994,WAC,5,7,1.0,0.423,3.0,4.0,1.0,0.438,-2.5,1.65,,,,Jim Sweeney (5-7-1),,,https://www.sports-reference.com
Fresno State,1993,WAC,8,4,0.0,0.667,6.0,2.0,0.0,0.75,7.24,-1.68,,25.0,,Jim Sweeney (8-4),Aloha Bowl-L,,https://www.sports-reference.com
Fresno State,1992,WAC,9,4,0.0,0.692,6.0,2.0,0.0,0.75,9.06,-0.4,,24.0,24.0,Jim Sweeney (9-4),Freedom Bowl-W,,https://www.sports-reference.com
Fresno State,1991,Big West,10,2,0.0,0.833,6.0,1.0,0.0,0.857,2.38,-11.37,,25.0,,Jim Sweeney (10-2),California Bowl-L,,https://www.sports-reference.com
Fresno State,1990,Big West,8,2,1.0,0.773,5.0,1.0,1.0,0.786,-1.01,-11.46,,24.0,,Jim Sweeney (8-2-1),,,https://www.sports-reference.com
Fresno State,1989,Big West,11,1,0.0,0.917,7.0,0.0,0.0,1.0,3.72,-10.78,,23.0,,Jim Sweeney (11-1),California Bowl-W,,https://www.sports-reference.com
Fresno State,1988,Big West,10,2,0.0,0.833,7.0,0.0,0.0,1.0,1.44,-11.31,,,,Jim Sweeney (10-2),California Bowl-W,,https://www.sports-reference.com
Fresno State,1987,PCAA,6,5,0.0,0.545,4.0,3.0,0.0,0.571,-1.98,-6.88,,,,Jim Sweeney (6-5),,,https://www.sports-reference.com
Fresno State,1986,PCAA,9,2,0.0,0.818,6.0,1.0,0.0,0.857,3.3,-7.79,,19.0,,Jim Sweeney (9-2),,,https://www.sports-reference.com
Fresno State,1985,PCAA,11,0,1.0,0.958,7.0,0.0,0.0,1.0,5.96,-10.87,,,,Jim Sweeney (11-0-1),California Bowl-W,,https://www.sports-reference.com
Fresno State,1984,PCAA,6,6,0.0,0.5,3.0,4.0,0.0,0.429,-3.65,-5.9,,,,Jim Sweeney (6-6),,record adjusted to 7-5-0 by NCAA,https://www.sports-reference.com
Fresno State,1983,PCAA,6,5,0.0,0.545,2.0,4.0,0.0,0.333,-5.25,-7.97,,,,Jim Sweeney (6-5),,,https://www.sports-reference.com
Fresno State,1982,PCAA,11,1,0.0,0.917,6.0,0.0,0.0,1.0,2.93,-10.16,,,,Jim Sweeney (11-1),California Bowl-W,,https://www.sports-reference.com
Fresno State,1981,PCAA,5,6,0.0,0.455,2.0,3.0,0.0,0.4,-8.41,-5.86,,,,Jim Sweeney (5-6),,,https://www.sports-reference.com
Fresno State,1980,PCAA,5,6,0.0,0.455,1.0,4.0,0.0,0.2,-9.25,-5.52,,,,Jim Sweeney (5-6),,,https://www.sports-reference.com
Fresno State,1979,PCAA,4,7,0.0,0.364,2.0,3.0,0.0,0.4,-8.71,-5.07,,,,Bob Padilla (4-7),,,https://www.sports-reference.com
Fresno State,1978,PCAA,3,8,0.0,0.273,1.0,4.0,0.0,0.2,-17.15,-8.96,,,,Bob Padilla (3-8),,,https://www.sports-reference.com
Fresno State,1977,PCAA,9,2,0.0,0.818,4.0,0.0,0.0,1.0,6.73,-6.9,,,,Jim Sweeney (9-2),,,https://www.sports-reference.com
Fresno State,1976,PCAA,5,6,0.0,0.455,3.0,1.0,0.0,0.75,-5.53,-8.98,,,,Jim Sweeney (5-6),,,https://www.sports-reference.com
Fresno State,1975,PCAA,3,8,0.0,0.273,1.0,4.0,0.0,0.2,-12.74,-5.56,,,,J.R. Boone (3-8),,,https://www.sports-reference.com
Fresno State,1974,PCAA,5,7,0.0,0.417,1.0,3.0,0.0,0.25,-7.37,-8.45,,,,J.R. Boone (5-7),,,https://www.sports-reference.com
Fresno State,1973,PCAA,2,9,0.0,0.182,1.0,3.0,0.0,0.25,-17.86,-8.41,,,,J.R. Boone (2-9),,,https://www.sports-reference.com
Fresno State,1972,PCAA,6,4,1.0,0.591,1.0,3.0,0.0,0.25,-2.55,-8.46,,,,Darryl Rogers (6-4-1),,,https://www.sports-reference.com
Fresno State,1971,PCAA,6,5,0.0,0.545,3.0,2.0,0.0,0.6,-6.37,-8.65,,,,Darryl Rogers (6-5),,,https://www.sports-reference.com
Fresno State,1970,PCAA,8,4,0.0,0.667,4.0,2.0,0.0,0.667,-9.45,-12.95,,,,Darryl Rogers (8-4),,,https://www.sports-reference.com
Fresno State,1969,PCAA,6,4,0.0,0.6,1.0,3.0,0.0,0.25,-7.15,-8.95,,,,Darryl Rogers (6-4),,,https://www.sports-reference.com
Georgia,2021,SEC,14,1,,0.933,8.0,1.0,0.0,0.889,24.62,5.62,5.0,1.0,1.0,Kirby Smart (14-1),"Orange Bowl-W, College Football Championship-W",,https://www.sports-reference.com
Georgia,2020,SEC,8,2,0.0,0.8,7.0,2.0,0.0,0.778,19.33,8.53,4.0,3.0,7.0,Kirby Smart (8-2),Peach Bowl-W,,https://www.sports-reference.com
Georgia,2019,SEC,12,2,0.0,0.857,7.0,1.0,0.0,0.875,17.64,5.21,3.0,3.0,4.0,Kirby Smart (12-2),Sugar Bowl-W,,https://www.sports-reference.com
Georgia,2018,SEC,11,3,0.0,0.786,7.0,1.0,0.0,0.875,20.69,6.33,3.0,2.0,7.0,Kirby Smart (11-3),Sugar Bowl-L,,https://www.sports-reference.com
Georgia,2017,SEC,13,2,0.0,0.867,7.0,1.0,0.0,0.875,22.47,7.01,15.0,2.0,2.0,Kirby Smart (13-2),"Rose Bowl-W, College Football Championship-L",,https://www.sports-reference.com
Georgia,2016,SEC,8,5,0.0,0.615,4.0,4.0,0.0,0.5,3.64,2.57,18.0,9.0,,Kirby Smart (8-5),Liberty Bowl-W,,https://www.sports-reference.com
Georgia,2015,SEC,10,3,0.0,0.769,5.0,3.0,0.0,0.625,8.98,1.83,9.0,7.0,,"Mark Richt (9-3), Bryan McClendon (1-0)",TaxSlayer Bowl-W,,https://www.sports-reference.com
Georgia,2014,SEC,10,3,0.0,0.769,6.0,2.0,0.0,0.75,18.84,5.07,12.0,6.0,9.0,Mark Richt (10-3),Belk Bowl-W,,https://www.sports-reference.com
Georgia,2013,SEC,8,5,0.0,0.615,5.0,3.0,0.0,0.625,12.82,7.59,5.0,5.0,,Mark Richt (8-5),Gator Bowl-L,,https://www.sports-reference.com
Georgia,2012,SEC,12,2,0.0,0.857,7.0,1.0,0.0,0.875,17.93,4.21,6.0,3.0,5.0,Mark Richt (12-2),Capital One Bowl-W,,https://www.sports-reference.com
Georgia,2011,SEC,10,4,0.0,0.714,7.0,1.0,0.0,0.875,10.67,4.02,19.0,12.0,19.0,Mark Richt (10-4),Outback Bowl-L,,https://www.sports-reference.com
Georgia,2010,SEC,6,7,0.0,0.462,3.0,5.0,0.0,0.375,6.35,2.65,23.0,22.0,,Mark Richt (6-7),Liberty Bowl-L,,https://www.sports-reference.com
Georgia,2009,SEC,8,5,0.0,0.615,4.0,4.0,0.0,0.5,9.06,6.36,13.0,13.0,,Mark Richt (8-5),Independence Bowl-W,,https://www.sports-reference.com
Georgia,2008,SEC,10,3,0.0,0.769,6.0,2.0,0.0,0.75,11.6,4.52,1.0,1.0,13.0,Mark Richt (10-3),Capital One Bowl-W,,https://www.sports-reference.com
Georgia,2007,SEC,11,2,0.0,0.846,6.0,2.0,0.0,0.75,17.2,5.66,13.0,2.0,2.0,Mark Richt (11-2),Sugar Bowl-W,,https://www.sports-reference.com
Georgia,2006,SEC,9,4,0.0,0.692,4.0,4.0,0.0,0.5,10.21,3.75,15.0,9.0,23.0,Mark Richt (9-4),Chick-fil-A Bowl-W,,https://www.sports-reference.com
Georgia,2005,SEC,10,3,0.0,0.769,6.0,2.0,0.0,0.75,13.75,3.36,13.0,4.0,10.0,Mark Richt (10-3),Sugar Bowl-L,,https://www.sports-reference.com
Georgia,2004,SEC,10,2,0.0,0.833,6.0,2.0,0.0,0.75,12.66,3.33,3.0,3.0,7.0,Mark Richt (10-2),Outback Bowl-W,,https://www.sports-reference.com
Georgia,2003,SEC,11,3,0.0,0.786,6.0,2.0,0.0,0.75,17.46,6.11,11.0,4.0,7.0,Mark Richt (11-3),Capital One Bowl-W,,https://www.sports-reference.com
Georgia,2002,SEC,13,1,0.0,0.929,7.0,1.0,0.0,0.875,18.18,3.96,8.0,3.0,3.0,Mark Richt (13-1),Sugar Bowl-W,,https://www.sports-reference.com
Georgia,2001,SEC,8,4,0.0,0.667,5.0,3.0,0.0,0.625,11.51,3.6,,15.0,22.0,Mark Richt (8-4),Music City Bowl-L,,https://www.sports-reference.com
Georgia,2000,SEC,8,4,0.0,0.667,5.0,3.0,0.0,0.625,9.97,1.8,10.0,9.0,20.0,Jim Donnan (8-4),Oahu Classic-W,,https://www.sports-reference.com
Georgia,1999,SEC,8,4,0.0,0.667,5.0,3.0,0.0,0.625,7.33,4.41,14.0,10.0,16.0,Jim Donnan (8-4),Outback Bowl-W,,https://www.sports-reference.com
Georgia,1998,SEC,9,3,0.0,0.75,6.0,2.0,0.0,0.75,7.51,2.68,19.0,7.0,14.0,Jim Donnan (9-3),Peach Bowl-W,,https://www.sports-reference.com
Georgia,1997,SEC,10,2,0.0,0.833,6.0,2.0,0.0,0.75,17.42,5.59,,7.0,10.0,Jim Donnan (10-2),Outback Bowl-W,,https://www.sports-reference.com
Georgia,1996,SEC,5,6,0.0,0.455,3.0,5.0,0.0,0.375,4.83,6.01,,,,Jim Donnan (5-6),,,https://www.sports-reference.com
Georgia,1995,SEC,6,6,0.0,0.5,3.0,5.0,0.0,0.375,4.94,4.94,,20.0,,Ray Goff (6-6),Peach Bowl-L,,https://www.sports-reference.com
Georgia,1994,SEC,6,4,1.0,0.591,3.0,4.0,1.0,0.438,6.99,4.17,,23.0,,Ray Goff (6-4-1),,,https://www.sports-reference.com
Georgia,1993,SEC,5,6,0.0,0.455,2.0,6.0,0.0,0.25,6.01,4.65,13.0,13.0,,Ray Goff (5-6),,,https://www.sports-reference.com
Georgia,1992,SEC,10,2,0.0,0.833,6.0,2.0,0.0,0.75,14.26,0.42,14.0,7.0,8.0,Ray Goff (10-2),Citrus Bowl-W,,https://www.sports-reference.com
Georgia,1991,SEC,9,3,0.0,0.75,4.0,3.0,0.0,0.571,9.38,1.04,,17.0,17.0,Ray Goff (9-3),Independence Bowl-W,,https://www.sports-reference.com
Georgia,1990,SEC,4,7,0.0,0.364,2.0,5.0,0.0,0.286,-3.6,4.22,,,,Ray Goff (4-7),,,https://www.sports-reference.com
Georgia,1989,SEC,6,6,0.0,0.5,4.0,3.0,0.0,0.571,7.01,4.17,,23.0,,Ray Goff (6-6),Peach Bowl-L,,https://www.sports-reference.com
Georgia,1988,SEC,9,3,0.0,0.75,5.0,2.0,0.0,0.714,11.19,0.35,12.0,6.0,15.0,Vince Dooley (9-3),Gator Bowl-W,,https://www.sports-reference.com
Georgia,1987,SEC,9,3,0.0,0.75,4.0,2.0,0.0,0.667,14.29,6.71,20.0,8.0,13.0,Vince Dooley (9-3),Liberty Bowl-W,,https://www.sports-reference.com
Georgia,1986,SEC,8,4,0.0,0.667,4.0,2.0,0.0,0.667,9.62,3.29,16.0,14.0,,Vince Dooley (8-4),Hall of Fame Bowl-L,,https://www.sports-reference.com
Georgia,1985,SEC,7,3,2.0,0.667,3.0,2.0,1.0,0.583,13.58,6.17,,12.0,,Vince Dooley (7-3-2),Sun Bowl-T,,https://www.sports-reference.com
Georgia,1984,SEC,7,4,1.0,0.625,4.0,2.0,0.0,0.667,10.26,7.59,,8.0,,Vince Dooley (7-4-1),Citrus Bowl-T,,https://www.sports-reference.com
Georgia,1983,SEC,10,1,1.0,0.875,5.0,1.0,0.0,0.833,19.19,8.53,15.0,4.0,4.0,Vince Dooley (10-1-1),Cotton Bowl-W,,https://www.sports-reference.com
Georgia,1982,SEC,11,1,0.0,0.917,6.0,0.0,0.0,1.0,18.68,5.76,7.0,1.0,4.0,Vince Dooley (11-1),Sugar Bowl-L,,https://www.sports-reference.com
Georgia,1981,SEC,10,2,0.0,0.833,6.0,0.0,0.0,1.0,21.43,6.43,10.0,2.0,6.0,Vince Dooley (10-2),Sugar Bowl-L,,https://www.sports-reference.com
Georgia,1980,SEC,12,0,0.0,1.0,6.0,0.0,0.0,1.0,19.48,5.64,16.0,1.0,1.0,Vince Dooley (12-0),Sugar Bowl-W,,https://www.sports-reference.com
Georgia,1979,SEC,6,5,0.0,0.545,5.0,1.0,0.0,0.833,7.65,5.83,11.0,11.0,,Vince Dooley (6-5),,,https://www.sports-reference.com
Georgia,1978,SEC,9,2,1.0,0.792,5.0,0.0,1.0,0.917,13.86,6.2,,8.0,16.0,Vince Dooley (9-2-1),Bluebonnet Bowl-L,,https://www.sports-reference.com
Georgia,1977,SEC,5,6,0.0,0.455,2.0,4.0,0.0,0.333,4.86,6.86,19.0,17.0,,Vince Dooley (5-6),,,https://www.sports-reference.com
Georgia,1976,SEC,10,2,0.0,0.833,5.0,1.0,0.0,0.833,20.78,9.03,16.0,4.0,10.0,Vince Dooley (10-2),Sugar Bowl-L,,https://www.sports-reference.com
Georgia,1975,SEC,9,3,0.0,0.75,5.0,1.0,0.0,0.833,13.76,6.68,,12.0,19.0,Vince Dooley (9-3),Cotton Bowl-L,,https://www.sports-reference.com
Georgia,1974,SEC,6,6,0.0,0.5,4.0,2.0,0.0,0.667,9.98,9.48,,,,Vince Dooley (6-6),Tangerine Bowl-L,,https://www.sports-reference.com
Georgia,1973,SEC,7,4,1.0,0.625,3.0,4.0,0.0,0.429,13.68,9.01,,,,Vince Dooley (7-4-1),Peach Bowl-W,,https://www.sports-reference.com
Georgia,1972,SEC,7,4,0.0,0.636,4.0,3.0,0.0,0.571,14.58,12.58,17.0,16.0,,Vince Dooley (7-4),,,https://www.sports-reference.com
Georgia,1971,SEC,11,1,0.0,0.917,5.0,1.0,0.0,0.833,22.22,5.47,18.0,6.0,7.0,Vince Dooley (11-1),Gator Bowl-W,,https://www.sports-reference.com
Georgia,1970,SEC,5,5,0.0,0.5,3.0,3.0,0.0,0.5,12.24,6.74,,19.0,,Vince Dooley (5-5),,,https://www.sports-reference.com
Georgia,1969,SEC,5,5,1.0,0.5,2.0,3.0,1.0,0.417,13.43,8.52,8.0,6.0,,Vince Dooley (5-5-1),Sun Bowl-L,,https://www.sports-reference.com
Georgia,1968,SEC,8,1,2.0,0.818,5.0,0.0,1.0,0.917,21.44,9.44,,4.0,8.0,Vince Dooley (8-1-2),Sugar Bowl-L,,https://www.sports-reference.com
Georgia,1967,SEC,7,4,0.0,0.636,3.0,2.0,0.0,0.6,15.86,7.31,6.0,3.0,,Vince Dooley (7-4),Liberty Bowl-L,,https://www.sports-reference.com
Georgia,1966,SEC,10,1,0.0,0.909,5.0,0.0,0.0,1.0,16.53,5.35,,4.0,4.0,Vince Dooley (10-1),Cotton Bowl-W,,https://www.sports-reference.com
Georgia,1965,SEC,6,4,0.0,0.6,2.0,3.0,0.0,0.4,13.79,11.19,,4.0,,Vince Dooley (6-4),,,https://www.sports-reference.com
Georgia,1964,SEC,7,3,1.0,0.682,3.0,2.0,0.0,0.6,10.79,7.88,,,,Vince Dooley (7-3-1),Sun Bowl-W,,https://www.sports-reference.com
Georgia,1963,SEC,4,5,1.0,0.45,2.0,4.0,0.0,0.333,6.0,7.3,,,,Johnny Griffith (4-5-1),,,https://www.sports-reference.com
Georgia,1962,SEC,3,4,3.0,0.45,2.0,3.0,1.0,0.417,2.19,6.89,,,,Johnny Griffith (3-4-3),,,https://www.sports-reference.com
Georgia,1961,SEC,3,7,0.0,0.3,2.0,5.0,0.0,0.286,-1.13,7.27,,,,Johnny Griffith (3-7),,,https://www.sports-reference.com
Georgia,1960,SEC,6,4,0.0,0.6,4.0,3.0,0.0,0.571,10.45,6.15,13.0,13.0,,Wallace Butts (6-4),,,https://www.sports-reference.com
Georgia,1959,SEC,10,1,0.0,0.909,7.0,0.0,0.0,1.0,16.0,4.91,,5.0,5.0,Wallace Butts (10-1),Orange Bowl-W,,https://www.sports-reference.com
Georgia,1958,SEC,4,6,0.0,0.4,2.0,4.0,0.0,0.333,7.82,6.02,,,,Wallace Butts (4-6),,,https://www.sports-reference.com
Georgia,1957,SEC,3,7,0.0,0.3,3.0,4.0,0.0,0.429,2.17,8.77,,,,Wallace Butts (3-7),,,https://www.sports-reference.com
Georgia,1956,SEC,3,6,1.0,0.35,1.0,6.0,0.0,0.143,0.87,8.17,,,,Wallace Butts (3-6-1),,,https://www.sports-reference.com
Georgia,1955,SEC,4,6,0.0,0.4,2.0,5.0,0.0,0.286,4.69,5.19,,,,Wallace Butts (4-6),,,https://www.sports-reference.com
Georgia,1954,SEC,6,3,1.0,0.65,3.0,2.0,1.0,0.583,5.34,3.54,,20.0,,Wallace Butts (6-3-1),,,https://www.sports-reference.com
Georgia,1953,SEC,3,8,0.0,0.273,1.0,5.0,0.0,0.167,-5.39,2.97,,18.0,,Wallace Butts (3-8),,,https://www.sports-reference.com
Georgia,1952,SEC,7,4,0.0,0.636,4.0,3.0,0.0,0.571,7.88,6.52,,19.0,,Wallace Butts (7-4),,,https://www.sports-reference.com
Georgia,1951,SEC,5,5,0.0,0.5,2.0,4.0,0.0,0.333,5.48,4.98,,13.0,,Wallace Butts (5-5),,,https://www.sports-reference.com
Georgia,1950,SEC,6,3,3.0,0.625,3.0,2.0,1.0,0.583,5.27,0.27,,,,Wallace Butts (6-3-3),Presidential Cup-L,,https://www.sports-reference.com
Georgia,1949,SEC,4,6,1.0,0.409,1.0,4.0,1.0,0.25,1.69,1.15,,,,Wallace Butts (4-6-1),,,https://www.sports-reference.com
Georgia,1948,SEC,9,2,0.0,0.818,6.0,0.0,0.0,1.0,17.6,4.78,,8.0,8.0,Wallace Butts (9-2),Orange Bowl-L,,https://www.sports-reference.com
Georgia,1947,SEC,7,4,1.0,0.625,3.0,3.0,0.0,0.5,9.69,3.61,,9.0,,Wallace Butts (7-4-1),Gator Bowl-T,,https://www.sports-reference.com
Georgia,1946,SEC,11,0,0.0,1.0,5.0,0.0,0.0,1.0,25.17,5.35,,3.0,3.0,Wallace Butts (11-0),Sugar Bowl-W,,https://www.sports-reference.com
Georgia,1945,SEC,9,2,0.0,0.818,4.0,2.0,0.0,0.667,18.61,5.25,,12.0,18.0,Wallace Butts (9-2),Oil Bowl-W,,https://www.sports-reference.com
Georgia,1944,SEC,7,3,0.0,0.7,4.0,2.0,0.0,0.667,10.42,1.92,,,,Wallace Butts (7-3),,,https://www.sports-reference.com
Georgia,1943,SEC,6,4,0.0,0.6,0.0,3.0,0.0,0.0,0.12,-5.69,,20.0,,Wallace Butts (6-4),,,https://www.sports-reference.com
Georgia,1942,SEC,11,1,0.0,0.917,6.0,1.0,0.0,0.857,19.42,3.34,,1.0,2.0,Wallace Butts (11-1),Rose Bowl-W,,https://www.sports-reference.com
Georgia,1941,SEC,9,1,1.0,0.864,3.0,1.0,1.0,0.7,15.55,2.09,,14.0,14.0,Wallace Butts (9-1-1),Orange Bowl-W,,https://www.sports-reference.com
Georgia,1940,SEC,5,4,1.0,0.55,2.0,3.0,1.0,0.417,5.62,0.92,,,,Wallace Butts (5-4-1),,,https://www.sports-reference.com
Georgia,1939,SEC,5,6,0.0,0.455,1.0,3.0,0.0,0.25,2.32,1.59,,,,Wallace Butts (5-6),,,https://www.sports-reference.com
Georgia,1938,SEC,5,4,1.0,0.55,1.0,2.0,1.0,0.375,0.79,0.79,,,,Joel Hunt (5-4-1),,,https://www.sports-reference.com
Georgia,1937,SEC,6,3,2.0,0.636,1.0,2.0,2.0,0.4,8.66,3.48,,,,Harry Mehre (6-3-2),,,https://www.sports-reference.com
Georgia,1936,SEC,5,4,1.0,0.55,3.0,3.0,0.0,0.5,6.78,7.28,,,,Harry Mehre (5-4-1),,,https://www.sports-reference.com
Georgia Southern,2021,Sun Belt,3,9,,0.25,2.0,6.0,0.0,0.25,-12.01,-2.34,,,,"Chad Lunsford (1-3), Kevin Whitley (2-6)",,,https://www.sports-reference.com
Georgia Southern,2020,Sun Belt,8,5,0.0,0.615,4.0,4.0,0.0,0.5,-1.8,-6.18,,,,Chad Lunsford (8-5),New Orleans Bowl-W,,https://www.sports-reference.com
Georgia Southern,2019,Sun Belt,7,6,0.0,0.538,5.0,3.0,0.0,0.625,-0.07,-1.61,,,,Chad Lunsford (7-6),Cure Bowl-L,,https://www.sports-reference.com
Georgia Southern,2018,Sun Belt,10,3,0.0,0.769,6.0,2.0,0.0,0.75,3.8,-5.05,,,,Chad Lunsford (10-3),Camellia Bowl-W,,https://www.sports-reference.com
Georgia Southern,2017,Sun Belt,2,10,0.0,0.167,2.0,6.0,0.0,0.25,-16.83,-5.58,,,,"Tyson Summers (0-6), Chad Lunsford (2-4)",,,https://www.sports-reference.com
Georgia Southern,2016,Sun Belt,5,7,0.0,0.417,4.0,4.0,0.0,0.5,-4.4,-2.4,,,,Tyson Summers (5-7),,,https://www.sports-reference.com
Georgia Southern,2015,Sun Belt,9,4,0.0,0.692,6.0,2.0,0.0,0.75,5.27,-5.42,,,,Willie Fritz (9-4),GoDaddy Bowl-W,,https://www.sports-reference.com
Georgia Southern,2014,Sun Belt,9,3,0.0,0.75,8.0,0.0,0.0,1.0,1.89,-8.19,,,,Willie Fritz (9-3),,,https://www.sports-reference.com
Georgia State,2021,Sun Belt,8,5,,0.615,6.0,2.0,0.0,0.75,-0.83,-2.98,,,,Shawn Elliott (8-5),Camellia Bowl-W,,https://www.sports-reference.com
Georgia State,2020,Sun Belt,6,4,0.0,0.6,4.0,4.0,0.0,0.5,0.34,-3.86,,,,Shawn Elliott (6-4),LendingTree Bowl-W,,https://www.sports-reference.com
Georgia State,2019,Sun Belt,7,6,0.0,0.538,4.0,4.0,0.0,0.5,-6.61,-3.84,,,,Shawn Elliott (7-6),Arizona Bowl-L,,https://www.sports-reference.com
Georgia State,2018,Sun Belt,2,10,0.0,0.167,1.0,7.0,0.0,0.125,-14.41,-2.41,,,,Shawn Elliott (2-10),,,https://www.sports-reference.com
Georgia State,2017,Sun Belt,7,5,0.0,0.583,5.0,3.0,0.0,0.625,-10.66,-9.25,,,,Shawn Elliott (7-5),Cure Bowl-W,,https://www.sports-reference.com
