Season,Team,MFB_Rank,MFB_W,MFB_L,MBA_Rank,MBA_W,MBA_L,MBB_Rank,MBB_W,MBB_L,WBB_Rank,WBB_W,WBB_L,WSB_Rank,WSB_W,WSB_L,WVB_Rank,WVB_W,WVB_L
2019-20,Florida,9,11,2,2.0,16.0,1.0,29.0,19.0,12.0,138.0,15.0,15.0,5.0,21.0,4.0,10.0,27.0,5.0
2020-21,Florida,11,8,4,26.0,38.0,22.0,58.0,15.0,10.0,148.0,12.0,14.0,3.0,42.0,9.0,23.0,21.0,4.0
2021-22,Florida,34,6,7,12.0,29.0,18.0,83.0,20.0,14.0,36.0,21.0,11.0,6.0,34.0,9.0,18.0,22.0,9.0
2006-07,Florida Atlantic,112,5,7,70.0,36.0,22.0,155.0,16.0,15.0,255.0,6.0,25.0,45.0,42.0,23.0,193.0,11.0,18.0
2007-08,Florida Atlantic,84,8,5,78.0,32.0,27.0,245.0,15.0,18.0,268.0,6.0,22.0,70.0,35.0,26.0,267.0,6.0,21.0
2008-09,Florida Atlantic,92,7,6,86.0,30.0,26.0,312.0,6.0,26.0,195.0,12.0,17.0,84.0,30.0,30.0,181.0,12.0,17.0
2009-10,Florida Atlantic,100,5,7,36.0,37.0,24.0,218.0,14.0,16.0,168.0,14.0,15.0,70.0,28.0,26.0,251.0,6.0,20.0
2010-11,Florida Atlantic,114,4,8,55.0,32.0,25.0,115.0,21.0,11.0,307.0,7.0,21.0,61.0,34.0,25.0,240.0,13.0,19.0
2011-12,Florida Atlantic,117,1,11,82.0,32.0,22.0,206.0,11.0,19.0,174.0,17.0,13.0,156.0,15.0,39.0,292.0,3.0,26.0
2012-13,Florida Atlantic,110,3,9,24.0,42.0,22.0,220.0,14.0,18.0,225.0,12.0,17.0,123.0,28.0,29.0,282.0,7.0,19.0
2013-14,Florida Atlantic,76,6,6,99.0,28.0,25.0,271.0,10.0,22.0,192.0,16.0,14.0,105.0,33.0,22.0,189.0,13.0,17.0
2014-15,Florida Atlantic,111,3,9,17.0,40.0,17.0,305.0,9.0,20.0,221.0,13.0,17.0,35.0,39.0,19.0,130.0,18.0,12.0
2015-16,Florida Atlantic,99,3,9,34.0,39.0,19.0,301.0,8.0,25.0,181.0,14.0,16.0,28.0,51.0,9.0,91.0,18.0,11.0
2016-17,Florida Atlantic,119,3,9,57.0,35.0,21.0,281.0,10.0,20.0,338.0,4.0,25.0,57.0,35.0,21.0,179.0,15.0,14.0
2017-18,Florida Atlantic,52,11,3,30.0,43.0,19.0,269.0,12.0,19.0,242.0,13.0,15.0,81.0,30.0,26.0,95.0,18.0,9.0
2018-19,Florida Atlantic,92,5,7,37.0,41.0,21.0,152.0,17.0,16.0,307.0,5.0,25.0,147.0,20.0,30.0,74.0,21.0,6.0
2019-20,Florida Atlantic,50,11,3,30.0,10.0,6.0,193.0,14.0,15.0,210.0,13.0,17.0,202.0,7.0,13.0,87.0,16.0,11.0
2020-21,Florida Atlantic,97,5,4,58.0,32.0,25.0,223.0,9.0,10.0,196.0,10.0,11.0,170.0,12.0,35.0,248.0,2.0,12.0
2021-22,Florida Atlantic,92,5,7,93.0,30.0,18.0,200.0,16.0,15.0,318.0,3.0,25.0,98.0,22.0,21.0,179.0,11.0,14.0
2006-07,Florida Intl,115,0,12,135.0,26.0,29.0,250.0,12.0,17.0,140.0,16.0,14.0,124.0,22.0,35.0,60.0,24.0,8.0
2007-08,Florida Intl,119,1,11,164.0,20.0,36.0,275.0,9.0,20.0,184.0,13.0,18.0,91.0,29.0,34.0,54.0,19.0,8.0
2008-09,Florida Intl,100,5,7,82.0,34.0,23.0,220.0,13.0,20.0,243.0,6.0,24.0,59.0,31.0,29.0,27.0,28.0,7.0
2009-10,Florida Intl,107,3,9,53.0,36.0,25.0,296.0,7.0,25.0,167.0,14.0,16.0,42.0,38.0,21.0,18.0,32.0,4.0
2010-11,Florida Intl,85,7,6,38.0,40.0,20.0,283.0,11.0,19.0,141.0,16.0,16.0,60.0,31.0,27.0,94.0,20.0,11.0
2011-12,Florida Intl,83,8,5,130.0,31.0,26.0,252.0,8.0,21.0,128.0,23.0,11.0,63.0,28.0,27.0,93.0,20.0,10.0
2012-13,Florida Intl,96,3,9,155.0,26.0,32.0,116.0,18.0,14.0,121.0,19.0,13.0,82.0,27.0,28.0,183.0,10.0,20.0
2013-14,Florida Intl,126,1,11,88.0,36.0,20.0,207.0,15.0,16.0,165.0,15.0,18.0,51.0,33.0,20.0,175.0,13.0,17.0
2014-15,Florida Intl,113,4,8,141.0,29.0,29.0,217.0,16.0,17.0,334.0,3.0,26.0,105.0,30.0,24.0,251.0,7.0,23.0
2015-16,Florida Intl,102,5,7,98.0,29.0,29.0,269.0,13.0,19.0,304.0,5.0,26.0,107.0,29.0,27.0,155.0,15.0,13.0
2016-17,Florida Intl,122,4,8,86.0,31.0,27.0,337.0,7.0,24.0,309.0,5.0,24.0,44.0,46.0,15.0,233.0,9.0,19.0
2017-18,Florida Intl,110,8,5,135.0,26.0,28.0,290.0,14.0,18.0,299.0,8.0,21.0,58.0,30.0,25.0,277.0,6.0,16.0
2018-19,Florida Intl,86,9,4,171.0,23.0,32.0,186.0,20.0,14.0,322.0,5.0,24.0,119.0,26.0,25.0,126.0,17.0,11.0
2019-20,Florida Intl,102,6,7,175.0,10.0,5.0,170.0,16.0,13.0,312.0,6.0,23.0,109.0,8.0,9.0,205.0,10.0,16.0
2020-21,Florida Intl,122,0,5,149.0,20.0,31.0,321.0,5.0,17.0,174.0,12.0,13.0,196.0,14.0,26.0,257.0,3.0,10.0
2021-22,Florida Intl,126,1,11,201.0,14.0,30.0,286.0,13.0,17.0,254.0,12.0,16.0,101.0,17.0,23.0,127.0,9.0,13.0
2006-07,Florida St.,32,7,6,11.0,49.0,13.0,38.0,22.0,13.0,33.0,24.0,10.0,34.0,44.0,25.0,103.0,19.0,12.0
2007-08,Florida St.,42,7,6,3.0,54.0,14.0,79.0,19.0,15.0,57.0,19.0,14.0,33.0,38.0,28.0,84.0,16.0,14.0
2008-09,Florida St.,19,9,4,15.0,45.0,18.0,18.0,25.0,10.0,10.0,26.0,8.0,17.0,44.0,16.0,52.0,21.0,9.0
2009-10,Florida St.,33,7,6,18.0,48.0,20.0,44.0,22.0,10.0,12.0,29.0,6.0,22.0,44.0,18.0,3.0,31.0,3.0
2010-11,Florida St.,13,10,4,6.0,46.0,19.0,42.0,23.0,11.0,16.0,24.0,8.0,49.0,32.0,28.0,31.0,22.0,11.0
2011-12,Florida St.,15,9,4,3.0,50.0,17.0,13.0,25.0,10.0,94.0,14.0,17.0,19.0,47.0,16.0,7.0,28.0,7.0
2012-13,Florida St.,5,12,2,10.0,47.0,17.0,93.0,18.0,16.0,20.0,23.0,10.0,16.0,44.0,19.0,12.0,28.0,4.0
2013-14,Florida St.,1,14,0,10.0,43.0,17.0,49.0,22.0,14.0,39.0,20.0,11.0,8.0,55.0,9.0,17.0,26.0,8.0
2014-15,Florida St.,14,13,1,9.0,41.0,19.0,110.0,17.0,16.0,7.0,32.0,5.0,8.0,49.0,14.0,3.0,30.0,3.0
2015-16,Florida St.,13,10,3,11.0,41.0,22.0,75.0,20.0,14.0,15.0,23.0,7.0,5.0,55.0,10.0,28.0,25.0,8.0
2016-17,Florida St.,8,10,3,8.0,46.0,23.0,15.0,26.0,9.0,12.0,25.0,6.0,8.0,55.0,8.0,18.0,26.0,6.0
2017-18,Florida St.,20,7,6,11.0,43.0,19.0,35.0,23.0,12.0,8.0,25.0,6.0,1.0,58.0,12.0,48.0,18.0,11.0
2018-19,Florida St.,67,5,7,32.0,42.0,23.0,15.0,29.0,8.0,21.0,23.0,8.0,5.0,55.0,10.0,28.0,17.0,8.0
2019-20,Florida St.,51,6,7,18.0,12.0,5.0,10.0,26.0,5.0,33.0,24.0,8.0,29.0,17.0,6.0,37.0,19.0,10.0
2020-21,Florida St.,88,3,6,45.0,31.0,24.0,24.0,18.0,7.0,97.0,10.0,9.0,9.0,39.0,10.0,14.0,13.0,5.0
2021-22,Florida St.,51,5,7,25.0,28.0,17.0,103.0,17.0,14.0,85.0,17.0,14.0,4.0,38.0,4.0,20.0,20.0,10.0
2006-07,Fresno St.,84,4,8,85.0,38.0,29.0,91.0,22.0,10.0,117.0,18.0,13.0,27.0,47.0,18.0,223.0,6.0,24.0
2007-08,Fresno St.,65,9,4,46.0,47.0,31.0,254.0,13.0,19.0,89.0,22.0,11.0,17.0,54.0,13.0,261.0,5.0,26.0
2008-09,Fresno St.,80,7,6,153.0,32.0,30.0,223.0,13.0,21.0,90.0,24.0,9.0,35.0,38.0,20.0,275.0,7.0,20.0
2009-10,Fresno St.,67,8,5,77.0,38.0,25.0,189.0,15.0,18.0,42.0,27.0,7.0,41.0,41.0,21.0,217.0,15.0,16.0
2010-11,Fresno St.,74,8,5,23.0,40.0,16.0,206.0,14.0,17.0,56.0,25.0,8.0,36.0,35.0,19.0,150.0,13.0,15.0
2011-12,Fresno St.,95,4,9,83.0,31.0,28.0,227.0,13.0,20.0,74.0,28.0,6.0,60.0,36.0,23.0,135.0,14.0,15.0
2012-13,Fresno St.,51,9,4,213.0,23.0,33.0,146.0,11.0,19.0,79.0,24.0,9.0,116.0,30.0,24.0,90.0,18.0,13.0
2013-14,Fresno St.,46,11,2,112.0,28.0,29.0,106.0,21.0,18.0,97.0,22.0,10.0,59.0,31.0,21.0,102.0,17.0,15.0
2014-15,Fresno St.,88,6,8,68.0,31.0,28.0,184.0,15.0,17.0,57.0,23.0,10.0,45.0,40.0,16.0,226.0,8.0,24.0
2015-16,Fresno St.,111,3,9,94.0,36.0,22.0,64.0,25.0,10.0,107.0,21.0,11.0,21.0,42.0,12.0,204.0,14.0,18.0
2016-17,Fresno St.,120,1,11,107.0,35.0,25.0,77.0,20.0,13.0,146.0,18.0,15.0,48.0,35.0,23.0,128.0,15.0,14.0
2017-18,Fresno St.,60,10,4,134.0,30.0,24.0,103.0,21.0,11.0,144.0,16.0,14.0,87.0,31.0,23.0,221.0,12.0,18.0
2018-19,Fresno St.,22,12,2,28.0,40.0,16.0,82.0,23.0,9.0,120.0,19.0,12.0,63.0,37.0,20.0,89.0,20.0,8.0
2019-20,Fresno St.,81,4,8,180.0,9.0,7.0,161.0,10.0,19.0,64.0,23.0,7.0,12.0,21.0,4.0,190.0,14.0,16.0
2020-21,Fresno St.,95,3,3,156.0,20.0,25.0,186.0,10.0,12.0,85.0,17.0,11.0,46.0,36.0,10.0,137.0,8.0,6.0
2021-22,Fresno St.,53,10,3,213.0,24.0,24.0,101.0,22.0,13.0,246.0,9.0,18.0,163.0,12.0,29.0,181.0,12.0,14.0
2006-07,Georgia,31,9,4,79.0,23.0,33.0,56.0,19.0,14.0,10.0,27.0,7.0,25.0,46.0,28.0,168.0,6.0,25.0
2007-08,Georgia,13,11,2,14.0,45.0,25.0,111.0,17.0,17.0,32.0,23.0,10.0,14.0,46.0,24.0,124.0,17.0,13.0
2008-09,Georgia,14,10,3,20.0,38.0,24.0,194.0,12.0,20.0,59.0,18.0,14.0,5.0,47.0,12.0,78.0,17.0,14.0
2009-10,Georgia,25,8,5,118.0,16.0,37.0,109.0,14.0,17.0,24.0,25.0,9.0,9.0,50.0,13.0,104.0,17.0,14.0
2010-11,Georgia,20,6,7,16.0,33.0,32.0,52.0,21.0,12.0,25.0,23.0,11.0,6.0,51.0,14.0,111.0,15.0,17.0
2011-12,Georgia,14,10,4,57.0,31.0,26.0,104.0,15.0,17.0,29.0,22.0,9.0,13.0,45.0,17.0,123.0,11.0,19.0
2012-13,Georgia,4,12,2,132.0,21.0,32.0,143.0,15.0,17.0,13.0,28.0,7.0,28.0,40.0,21.0,74.0,14.0,16.0
2013-14,Georgia,18,8,5,58.0,26.0,29.0,72.0,20.0,14.0,47.0,20.0,11.0,4.0,49.0,15.0,36.0,22.0,10.0
2014-15,Georgia,5,10,3,96.0,26.0,28.0,45.0,21.0,12.0,61.0,19.0,12.0,14.0,44.0,17.0,125.0,14.0,17.0
2015-16,Georgia,19,10,3,45.0,27.0,30.0,59.0,20.0,14.0,35.0,21.0,9.0,16.0,46.0,20.0,220.0,5.0,25.0
2016-17,Georgia,41,8,5,85.0,25.0,32.0,54.0,19.0,15.0,86.0,16.0,15.0,24.0,35.0,23.0,189.0,13.0,18.0
2017-18,Georgia,3,13,2,10.0,39.0,21.0,80.0,18.0,15.0,26.0,25.0,6.0,8.0,48.0,13.0,56.0,22.0,12.0
2018-19,Georgia,3,11,3,4.0,46.0,17.0,115.0,11.0,21.0,112.0,18.0,12.0,25.0,42.0,19.0,77.0,13.0,12.0
2019-20,Georgia,5,12,2,21.0,14.0,4.0,91.0,15.0,16.0,67.0,17.0,14.0,33.0,22.0,5.0,33.0,20.0,10.0
2020-21,Georgia,5,8,2,44.0,31.0,25.0,144.0,13.0,12.0,14.0,21.0,7.0,18.0,29.0,21.0,175.0,8.0,14.0
2021-22,Georgia,1,14,1,9.0,32.0,16.0,278.0,6.0,26.0,26.0,21.0,10.0,18.0,34.0,9.0,96.0,12.0,17.0
2014-15,Georgia Southern,71,9,3,127.0,30.0,27.0,111.0,22.0,9.0,297.0,5.0,24.0,161.0,12.0,39.0,208.0,7.0,23.0
2015-16,Georgia Southern,55,9,4,81.0,36.0,24.0,244.0,14.0,17.0,294.0,7.0,22.0,108.0,30.0,27.0,226.0,10.0,19.0
2016-17,Georgia Southern,93,5,7,87.0,38.0,21.0,144.0,18.0,15.0,248.0,13.0,17.0,118.0,24.0,29.0,227.0,15.0,18.0
2017-18,Georgia Southern,118,2,10,81.0,30.0,26.0,143.0,21.0,12.0,327.0,5.0,25.0,85.0,28.0,25.0,299.0,8.0,21.0
2018-19,Georgia Southern,76,10,3,71.0,35.0,24.0,128.0,21.0,12.0,287.0,7.0,22.0,173.0,23.0,28.0,297.0,9.0,22.0
2019-20,Georgia Southern,87,7,6,29.0,11.0,5.0,147.0,18.0,13.0,295.0,10.0,20.0,132.0,13.0,10.0,254.0,7.0,20.0
2020-21,Georgia Southern,86,8,5,74.0,34.0,23.0,220.0,9.0,13.0,234.0,8.0,13.0,135.0,17.0,26.0,227.0,5.0,13.0
2021-22,Georgia Southern,111,3,9,5.0,32.0,15.0,239.0,10.0,16.0,201.0,15.0,10.0,214.0,9.0,22.0,141.0,17.0,11.0
2013-14,Georgia St.,119,0,12,170.0,25.0,31.0,78.0,25.0,9.0,261.0,12.0,19.0,64.0,30.0,26.0,260.0,9.0,23.0
2014-15,Georgia St.,127,1,11,158.0,30.0,27.0,54.0,25.0,10.0,228.0,13.0,17.0,40.0,38.0,22.0,216.0,10.0,20.0
2015-16,Georgia St.,100,6,7,228.0,24.0,31.0,177.0,16.0,14.0,271.0,10.0,19.0,61.0,33.0,28.0,268.0,7.0,19.0
2016-17,Georgia St.,110,3,9,214.0,22.0,33.0,106.0,20.0,13.0,260.0,12.0,18.0,59.0,36.0,25.0,249.0,10.0,18.0
2017-18,Georgia St.,113,7,5,137.0,26.0,29.0,116.0,24.0,11.0,306.0,8.0,22.0,65.0,31.0,24.0,268.0,10.0,19.0
2018-19,Georgia St.,121,2,10,232.0,15.0,41.0,126.0,24.0,10.0,144.0,17.0,13.0,228.0,8.0,46.0,288.0,7.0,19.0
2019-20,Georgia St.,112,7,6,222.0,9.0,7.0,134.0,17.0,13.0,317.0,8.0,21.0,209.0,7.0,15.0,201.0,10.0,17.0
2020-21,Georgia St.,91,6,4,161.0,18.0,37.0,46.0,14.0,6.0,182.0,12.0,11.0,177.0,16.0,30.0,233.0,9.0,11.0
2021-22,Georgia St.,83,8,5,80.0,26.0,22.0,134.0,15.0,11.0,280.0,8.0,16.0,136.0,16.0,22.0,250.0,8.0,20.0
2006-07,Georgia Tech,41,9,5,34.0,32.0,25.0,49.0,20.0,12.0,51.0,21.0,12.0,17.0,54.0,16.0,109.0,20.0,12.0
2007-08,Georgia Tech,51,7,6,11.0,41.0,21.0,85.0,15.0,17.0,49.0,22.0,10.0,46.0,32.0,31.0,62.0,22.0,10.0
2008-09,Georgia Tech,51,9,4,9.0,38.0,19.0,142.0,12.0,19.0,33.0,22.0,10.0,14.0,46.0,15.0,65.0,20.0,10.0
2009-10,Georgia Tech,14,11,3,17.0,47.0,15.0,29.0,23.0,13.0,37.0,23.0,10.0,10.0,51.0,11.0,49.0,21.0,10.0
2010-11,Georgia Tech,49,6,7,10.0,42.0,21.0,166.0,13.0,18.0,21.0,24.0,11.0,22.0,45.0,12.0,54.0,18.0,14.0
2011-12,Georgia Tech,47,8,5,28.0,38.0,26.0,196.0,11.0,20.0,13.0,26.0,9.0,25.0,37.0,23.0,81.0,15.0,16.0
2012-13,Georgia Tech,43,7,7,21.0,37.0,27.0,153.0,16.0,15.0,101.0,14.0,16.0,90.0,25.0,30.0,68.0,19.0,12.0
2013-14,Georgia Tech,29,7,6,36.0,37.0,27.0,155.0,16.0,17.0,36.0,20.0,11.0,89.0,23.0,24.0,162.0,12.0,20.0
2014-15,Georgia Tech,21,11,3,37.0,32.0,23.0,147.0,12.0,19.0,84.0,19.0,15.0,88.0,16.0,34.0,133.0,13.0,18.0
2015-16,Georgia Tech,36,3,9,22.0,38.0,25.0,51.0,21.0,15.0,70.0,19.0,12.0,175.0,22.0,33.0,111.0,18.0,14.0
2016-17,Georgia Tech,46,9,4,76.0,27.0,28.0,79.0,21.0,16.0,61.0,17.0,14.0,155.0,19.0,34.0,49.0,24.0,8.0
2017-18,Georgia Tech,33,5,6,56.0,31.0,27.0,165.0,13.0,19.0,67.0,18.0,13.0,106.0,28.0,26.0,121.0,13.0,18.0
2018-19,Georgia Tech,39,7,6,12.0,43.0,19.0,127.0,14.0,18.0,68.0,17.0,13.0,90.0,31.0,27.0,96.0,16.0,12.0
2019-20,Georgia Tech,110,3,9,55.0,11.0,5.0,72.0,16.0,14.0,79.0,20.0,11.0,85.0,11.0,11.0,41.0,26.0,8.0
2020-21,Georgia Tech,90,3,7,41.0,31.0,25.0,51.0,17.0,9.0,25.0,17.0,9.0,84.0,20.0,26.0,29.0,14.0,5.0
2021-22,Georgia Tech,82,3,9,29.0,27.0,21.0,231.0,11.0,20.0,67.0,21.0,11.0,25.0,30.0,12.0,5.0,26.0,6.0
2006-07,Hawaii,26,11,3,157.0,34.0,25.0,102.0,18.0,13.0,154.0,15.0,14.0,16.0,50.0,13.0,11.0,29.0,6.0
2007-08,Hawaii,39,12,1,146.0,29.0,31.0,289.0,11.0,19.0,226.0,12.0,18.0,35.0,40.0,21.0,16.0,27.0,6.0
2008-09,Hawaii,91,7,7,68.0,32.0,26.0,246.0,13.0,17.0,283.0,8.0,23.0,87.0,30.0,24.0,10.0,31.0,4.0
2009-10,Hawaii,105,6,7,69.0,35.0,28.0,257.0,10.0,20.0,193.0,10.0,20.0,11.0,50.0,16.0,11.0,32.0,3.0
2010-11,Hawaii,46,10,4,68.0,34.0,25.0,163.0,19.0,13.0,235.0,11.0,19.0,55.0,37.0,18.0,14.0,29.0,3.0
2011-12,Hawaii,81,6,7,88.0,30.0,25.0,203.0,16.0,16.0,227.0,11.0,19.0,23.0,44.0,9.0,10.0,31.0,2.0
2012-13,Hawaii,119,3,9,176.0,16.0,35.0,224.0,17.0,15.0,149.0,17.0,14.0,21.0,45.0,13.0,21.0,27.0,3.0
2013-14,Hawaii,101,1,11,173.0,22.0,31.0,161.0,20.0,11.0,109.0,17.0,13.0,107.0,22.0,28.0,20.0,25.0,5.0
2014-15,Hawaii,96,4,9,200.0,21.0,32.0,159.0,22.0,13.0,81.0,23.0,9.0,66.0,32.0,22.0,32.0,22.0,7.0
2015-16,Hawaii,119,3,10,173.0,23.0,30.0,76.0,28.0,6.0,105.0,21.0,10.0,128.0,24.0,30.0,15.0,29.0,2.0
2016-17,Hawaii,111,7,7,149.0,28.0,23.0,300.0,14.0,16.0,241.0,12.0,18.0,85.0,29.0,23.0,27.0,23.0,6.0
2017-18,Hawaii,120,3,9,152.0,27.0,24.0,215.0,17.0,13.0,254.0,12.0,18.0,125.0,23.0,27.0,40.0,20.0,8.0
2018-19,Hawaii,107,8,6,243.0,20.0,30.0,192.0,18.0,13.0,185.0,15.0,16.0,93.0,33.0,16.0,57.0,16.0,8.0
2019-20,Hawaii,75,10,5,82.0,9.0,6.0,215.0,16.0,13.0,200.0,16.0,15.0,168.0,9.0,13.0,12.0,26.0,4.0
2020-21,Hawaii,94,5,4,211.0,17.0,26.0,213.0,9.0,10.0,106.0,8.0,7.0,203.0,12.0,19.0,,,
2021-22,Hawaii,102,6,7,138.0,22.0,20.0,191.0,15.0,11.0,121.0,20.0,10.0,135.0,13.0,14.0,49.0,22.0,8.0
2006-07,Houston,50,10,4,64.0,28.0,28.0,82.0,18.0,15.0,189.0,9.0,19.0,22.0,44.0,18.0,131.0,19.0,17.0
2007-08,Houston,69,8,5,35.0,42.0,24.0,67.0,24.0,10.0,134.0,15.0,16.0,11.0,54.0,11.0,128.0,13.0,15.0
2008-09,Houston,55,8,5,108.0,27.0,31.0,91.0,21.0,12.0,108.0,19.0,10.0,71.0,25.0,24.0,43.0,20.0,12.0
2009-10,Houston,43,10,4,84.0,25.0,32.0,120.0,19.0,16.0,101.0,17.0,15.0,50.0,30.0,24.0,192.0,9.0,23.0
2010-11,Houston,65,5,7,63.0,27.0,32.0,241.0,12.0,18.0,32.0,26.0,6.0,20.0,44.0,18.0,91.0,19.0,13.0
2011-12,Houston,17,13,1,154.0,18.0,35.0,211.0,15.0,15.0,311.0,3.0,26.0,46.0,35.0,24.0,62.0,19.0,11.0
2012-13,Houston,87,5,7,67.0,36.0,22.0,192.0,20.0,13.0,186.0,13.0,17.0,36.0,41.0,20.0,217.0,9.0,19.0
2013-14,Houston,50,8,5,5.0,48.0,18.0,138.0,17.0,16.0,236.0,6.0,25.0,47.0,33.0,23.0,196.0,18.0,15.0
2014-15,Houston,54,8,5,14.0,42.0,18.0,242.0,13.0,19.0,283.0,6.0,24.0,111.0,28.0,27.0,161.0,14.0,18.0
2015-16,Houston,34,13,1,57.0,36.0,23.0,90.0,22.0,10.0,285.0,6.0,24.0,89.0,27.0,29.0,144.0,19.0,13.0
2016-17,Houston,38,9,4,19.0,42.0,21.0,62.0,21.0,11.0,175.0,12.0,19.0,79.0,30.0,25.0,245.0,5.0,26.0
2017-18,Houston,56,7,5,42.0,38.0,25.0,20.0,27.0,8.0,79.0,20.0,11.0,40.0,37.0,22.0,202.0,12.0,16.0
2018-19,Houston,71,8,5,45.0,32.0,24.0,6.0,33.0,4.0,111.0,15.0,15.0,36.0,39.0,19.0,149.0,16.0,14.0
2019-20,Houston,76,4,8,114.0,6.0,9.0,20.0,23.0,8.0,214.0,12.0,19.0,34.0,16.0,5.0,115.0,16.0,17.0
2020-21,Houston,65,3,5,233.0,19.0,34.0,3.0,27.0,4.0,62.0,17.0,8.0,132.0,17.0,33.0,37.0,13.0,6.0
2021-22,Houston,37,12,2,78.0,32.0,16.0,4.0,32.0,6.0,59.0,18.0,16.0,85.0,23.0,18.0,58.0,25.0,7.0
2006-07,Idaho,114,4,8,,,,305.0,4.0,27.0,311.0,6.0,22.0,,,,150.0,12.0,18.0
2007-08,Idaho,117,1,11,,,,316.0,8.0,21.0,322.0,4.0,25.0,,,,168.0,13.0,17.0
2008-09,Idaho,119,2,10,,,,137.0,17.0,16.0,226.0,13.0,15.0,,,,116.0,19.0,10.0
2009-10,Idaho,99,8,5,,,,175.0,15.0,16.0,181.0,11.0,20.0,,,,189.0,15.0,15.0
2010-11,Idaho,87,6,7,,,,143.0,18.0,14.0,174.0,15.0,16.0,,,,155.0,14.0,15.0
2011-12,Idaho,112,2,10,,,,138.0,19.0,14.0,258.0,12.0,20.0,,,,105.0,16.0,12.0
2012-13,Idaho,123,1,11,,,,197.0,12.0,18.0,126.0,17.0,16.0,,,,116.0,17.0,14.0
2013-14,Idaho,125,1,11,,,,240.0,16.0,18.0,87.0,25.0,8.0,,,,139.0,19.0,11.0
2014-15,Idaho,123,1,10,,,,267.0,13.0,17.0,190.0,14.0,15.0,,,,148.0,15.0,14.0
2015-16,Idaho,114,4,8,,,,199.0,21.0,13.0,123.0,24.0,9.0,,,,173.0,14.0,16.0
2016-17,Idaho,96,9,4,,,,204.0,19.0,14.0,150.0,17.0,14.0,,,,204.0,11.0,18.0
2017-18,Idaho,111,4,8,,,,128.0,22.0,9.0,135.0,19.0,13.0,,,,123.0,18.0,11.0
2006-07,Illinois,72,2,10,145.0,31.0,27.0,44.0,23.0,12.0,74.0,19.0,12.0,51.0,30.0,25.0,36.0,15.0,15.0
2007-08,Illinois,35,9,4,113.0,31.0,25.0,119.0,16.0,19.0,64.0,20.0,15.0,49.0,30.0,32.0,59.0,16.0,14.0
2008-09,Illinois,40,5,7,65.0,34.0,20.0,23.0,24.0,10.0,120.0,10.0,21.0,33.0,29.0,17.0,6.0,26.0,8.0
2009-10,Illinois,69,3,9,149.0,26.0,26.0,67.0,21.0,15.0,57.0,19.0,15.0,19.0,45.0,8.0,4.0,26.0,6.0
2010-11,Illinois,35,7,6,118.0,30.0,27.0,46.0,20.0,14.0,169.0,9.0,23.0,43.0,27.0,22.0,7.0,24.0,9.0
2011-12,Illinois,45,7,6,84.0,28.0,25.0,94.0,17.0,15.0,116.0,11.0,19.0,59.0,27.0,26.0,1.0,32.0,5.0
2012-13,Illinois,98,2,10,36.0,35.0,20.0,38.0,23.0,13.0,70.0,19.0,14.0,69.0,22.0,27.0,37.0,14.0,16.0
2013-14,Illinois,75,4,8,56.0,32.0,21.0,63.0,20.0,15.0,180.0,9.0,21.0,65.0,24.0,26.0,16.0,18.0,15.0
2014-15,Illinois,79,6,7,13.0,47.0,8.0,74.0,19.0,14.0,109.0,15.0,16.0,102.0,26.0,27.0,10.0,26.0,8.0
2015-16,Illinois,67,5,7,55.0,28.0,23.0,151.0,15.0,19.0,184.0,9.0,21.0,47.0,36.0,23.0,23.0,21.0,13.0
2016-17,Illinois,94,3,9,142.0,23.0,28.0,60.0,20.0,15.0,208.0,9.0,22.0,27.0,39.0,20.0,56.0,17.0,14.0
2017-18,Illinois,104,2,10,50.0,33.0,20.0,179.0,14.0,18.0,237.0,9.0,22.0,66.0,37.0,18.0,24.0,23.0,11.0
2018-19,Illinois,98,4,8,35.0,36.0,21.0,105.0,12.0,21.0,225.0,10.0,20.0,41.0,33.0,25.0,2.0,24.0,3.0
2019-20,Illinois,65,6,7,66.0,8.0,5.0,39.0,20.0,10.0,204.0,11.0,19.0,68.0,10.0,11.0,51.0,16.0,14.0
2020-21,Illinois,81,2,6,145.0,22.0,22.0,11.0,24.0,7.0,268.0,5.0,18.0,103.0,24.0,20.0,113.0,7.0,11.0
2021-22,Illinois,67,5,7,76.0,25.0,19.0,25.0,23.0,10.0,283.0,7.0,20.0,36.0,24.0,14.0,24.0,22.0,12.0
2006-07,Indiana,75,5,7,195.0,19.0,35.0,33.0,21.0,11.0,56.0,19.0,14.0,127.0,21.0,34.0,156.0,10.0,22.0
2007-08,Indiana,66,7,6,129.0,31.0,30.0,27.0,25.0,8.0,73.0,18.0,15.0,151.0,16.0,35.0,64.0,15.0,17.0
2008-09,Indiana,102,3,9,108.0,32.0,27.0,211.0,6.0,25.0,46.0,21.0,11.0,160.0,10.0,39.0,47.0,17.0,15.0
2009-10,Indiana,85,4,8,102.0,28.0,27.0,222.0,10.0,21.0,89.0,14.0,16.0,194.0,12.0,36.0,78.0,17.0,17.0
2010-11,Indiana,86,5,7,143.0,30.0,25.0,192.0,12.0,20.0,174.0,9.0,20.0,30.0,37.0,18.0,24.0,23.0,12.0
2011-12,Indiana,105,1,11,79.0,32.0,28.0,11.0,27.0,9.0,204.0,6.0,24.0,90.0,30.0,25.0,141.0,9.0,23.0
