Season,Team,MFB_Rank,MFB_W,MFB_L,MBA_Rank,MBA_W,MBA_L,MBB_Rank,MBB_W,MBB_L,WBB_Rank,WBB_W,WBB_L,WSB_Rank,WSB_W,WSB_L,WVB_Rank,WVB_W,WVB_L
2007-08,Baylor,102,3,9,51.0,32.0,26.0,52.0,21.0,11.0,12.0,25.0,7.0,63.0,23.0,22.0,86.0,14.0,17.0
2008-09,Baylor,57,4,8,30.0,30.0,26.0,44.0,24.0,15.0,6.0,29.0,6.0,29.0,40.0,22.0,61.0,18.0,13.0
2009-10,Baylor,66,4,8,34.0,36.0,24.0,8.0,28.0,8.0,10.0,27.0,10.0,60.0,28.0,25.0,30.0,24.0,10.0
2010-11,Baylor,60,7,6,31.0,31.0,28.0,95.0,18.0,13.0,5.0,34.0,3.0,9.0,47.0,15.0,78.0,16.0,15.0
2011-12,Baylor,22,10,3,5.0,49.0,17.0,8.0,30.0,8.0,1.0,40.0,0.0,39.0,34.0,22.0,49.0,18.0,15.0
2012-13,Baylor,19,8,5,76.0,27.0,28.0,55.0,23.0,14.0,1.0,34.0,2.0,24.0,42.0,17.0,62.0,20.0,12.0
2013-14,Baylor,4,11,2,75.0,26.0,31.0,28.0,26.0,12.0,7.0,29.0,4.0,9.0,49.0,16.0,94.0,12.0,20.0
2014-15,Baylor,6,11,2,121.0,23.0,32.0,17.0,24.0,10.0,5.0,33.0,4.0,18.0,41.0,17.0,68.0,14.0,17.0
2015-16,Baylor,6,10,3,113.0,24.0,29.0,27.0,22.0,12.0,2.0,33.0,1.0,14.0,45.0,14.0,47.0,17.0,13.0
2016-17,Baylor,39,7,6,24.0,34.0,23.0,9.0,27.0,8.0,7.0,30.0,3.0,9.0,48.0,15.0,39.0,22.0,12.0
2017-18,Baylor,81,1,11,35.0,37.0,21.0,70.0,19.0,15.0,4.0,31.0,1.0,16.0,38.0,18.0,17.0,24.0,7.0
2018-19,Baylor,61,7,6,33.0,35.0,19.0,34.0,20.0,14.0,2.0,31.0,1.0,58.0,18.0,31.0,15.0,17.0,7.0
2019-20,Baylor,17,11,3,130.0,10.0,6.0,5.0,26.0,4.0,5.0,31.0,2.0,35.0,17.0,5.0,1.0,29.0,2.0
2020-21,Baylor,47,2,7,47.0,31.0,20.0,2.0,28.0,2.0,7.0,28.0,3.0,42.0,27.0,21.0,11.0,20.0,7.0
2021-22,Baylor,15,12,2,73.0,23.0,22.0,12.0,27.0,7.0,17.0,28.0,7.0,56.0,21.0,18.0,7.0,22.0,6.0
2006-07,Boise St.,20,13,0,,,,114.0,17.0,14.0,84.0,24.0,9.0,,,,181.0,13.0,17.0
2007-08,Boise St.,23,10,3,,,,89.0,25.0,9.0,76.0,24.0,8.0,,,,260.0,6.0,23.0
2008-09,Boise St.,16,12,1,,,,114.0,19.0,13.0,227.0,16.0,15.0,208.0,22.0,30.0,223.0,9.0,19.0
2009-10,Boise St.,10,14,0,,,,207.0,15.0,17.0,155.0,19.0,12.0,172.0,29.0,32.0,258.0,8.0,22.0
2010-11,Boise St.,2,12,1,,,,110.0,22.0,13.0,275.0,12.0,19.0,79.0,33.0,20.0,106.0,21.0,12.0
2011-12,Boise St.,8,12,1,,,,181.0,13.0,17.0,229.0,15.0,16.0,57.0,34.0,20.0,158.0,16.0,15.0
2012-13,Boise St.,37,11,2,,,,50.0,21.0,11.0,277.0,11.0,19.0,128.0,25.0,26.0,141.0,17.0,15.0
2013-14,Boise St.,43,8,5,,,,81.0,21.0,13.0,190.0,17.0,13.0,81.0,30.0,22.0,146.0,14.0,16.0
2014-15,Boise St.,37,12,2,,,,43.0,25.0,9.0,111.0,22.0,11.0,232.0,12.0,42.0,127.0,18.0,12.0
2015-16,Boise St.,32,9,4,,,,101.0,20.0,12.0,154.0,19.0,11.0,218.0,14.0,38.0,43.0,23.0,7.0
2016-17,Boise St.,35,10,3,,,,70.0,20.0,12.0,47.0,25.0,7.0,87.0,33.0,20.0,26.0,26.0,7.0
2017-18,Boise St.,41,11,3,,,,57.0,23.0,9.0,111.0,23.0,9.0,70.0,40.0,16.0,98.0,17.0,14.0
2018-19,Boise St.,29,10,3,,,,149.0,13.0,20.0,39.0,28.0,4.0,35.0,36.0,16.0,113.0,17.0,10.0
2019-20,Boise St.,28,12,2,150.0,9.0,5.0,90.0,19.0,12.0,83.0,22.0,9.0,88.0,14.0,11.0,95.0,18.0,12.0
2020-21,Boise St.,46,5,2,,,,45.0,18.0,9.0,127.0,13.0,9.0,161.0,20.0,25.0,88.0,10.0,5.0
2021-22,Boise St.,38,7,5,,,,21.0,26.0,8.0,308.0,6.0,21.0,54.0,28.0,9.0,78.0,24.0,11.0
2006-07,Boston College,24,10,3,95.0,24.0,27.0,30.0,21.0,12.0,119.0,13.0,16.0,120.0,15.0,31.0,169.0,12.0,19.0
2007-08,Boston College,32,11,3,59.0,26.0,27.0,151.0,14.0,17.0,70.0,21.0,12.0,101.0,32.0,31.0,176.0,14.0,18.0
2008-09,Boston College,35,9,5,29.0,34.0,26.0,67.0,22.0,12.0,36.0,23.0,12.0,139.0,18.0,33.0,210.0,8.0,24.0
2009-10,Boston College,41,8,5,46.0,30.0,28.0,122.0,15.0,16.0,50.0,17.0,15.0,137.0,16.0,33.0,191.0,12.0,19.0
2010-11,Boston College,59,7,6,139.0,17.0,33.0,61.0,21.0,13.0,66.0,20.0,13.0,166.0,15.0,31.0,216.0,9.0,24.0
2011-12,Boston College,75,4,8,97.0,22.0,33.0,245.0,9.0,22.0,180.0,7.0,23.0,104.0,23.0,30.0,204.0,7.0,24.0
2012-13,Boston College,77,2,10,172.0,12.0,40.0,112.0,16.0,17.0,124.0,12.0,19.0,209.0,14.0,38.0,156.0,10.0,22.0
2013-14,Boston College,63,7,6,158.0,22.0,33.0,206.0,8.0,24.0,129.0,12.0,19.0,83.0,30.0,23.0,231.0,9.0,23.0
2014-15,Boston College,51,7,6,80.0,27.0,27.0,161.0,13.0,19.0,124.0,13.0,17.0,98.0,27.0,24.0,141.0,11.0,18.0
2015-16,Boston College,75,3,9,26.0,35.0,22.0,248.0,7.0,25.0,122.0,15.0,16.0,56.0,30.0,23.0,171.0,12.0,20.0
2016-17,Boston College,75,7,6,84.0,25.0,28.0,220.0,9.0,23.0,176.0,9.0,21.0,70.0,31.0,22.0,236.0,8.0,22.0
2017-18,Boston College,35,7,6,172.0,17.0,32.0,94.0,19.0,16.0,211.0,7.0,23.0,56.0,30.0,23.0,227.0,7.0,23.0
2018-19,Boston College,36,7,5,56.0,31.0,27.0,134.0,14.0,17.0,134.0,14.0,16.0,159.0,18.0,35.0,187.0,13.0,14.0
2019-20,Boston College,69,6,7,136.0,6.0,9.0,157.0,13.0,19.0,63.0,20.0,12.0,99.0,9.0,12.0,122.0,20.0,12.0
2020-21,Boston College,54,6,5,112.0,21.0,28.0,291.0,4.0,16.0,162.0,7.0,12.0,185.0,13.0,32.0,156.0,5.0,12.0
2021-22,Boston College,71,6,6,99.0,19.0,30.0,227.0,13.0,20.0,60.0,21.0,12.0,74.0,19.0,20.0,105.0,17.0,17.0
2006-07,Bowling Green,102,4,8,256.0,22.0,32.0,243.0,13.0,18.0,19.0,31.0,4.0,100.0,33.0,12.0,64.0,26.0,6.0
2007-08,Bowling Green,87,8,5,118.0,32.0,20.0,211.0,13.0,17.0,65.0,26.0,8.0,153.0,19.0,24.0,70.0,21.0,10.0
2008-09,Bowling Green,72,6,6,145.0,28.0,22.0,157.0,19.0,14.0,52.0,29.0,5.0,204.0,13.0,33.0,59.0,25.0,9.0
2009-10,Bowling Green,86,7,6,122.0,31.0,23.0,188.0,14.0,16.0,54.0,27.0,7.0,196.0,13.0,29.0,185.0,13.0,20.0
2010-11,Bowling Green,110,2,10,256.0,20.0,31.0,246.0,14.0,19.0,48.0,28.0,5.0,219.0,12.0,32.0,230.0,8.0,24.0
2011-12,Bowling Green,99,5,7,244.0,20.0,33.0,165.0,16.0,16.0,89.0,24.0,7.0,102.0,36.0,22.0,138.0,19.0,12.0
2012-13,Bowling Green,80,8,5,197.0,24.0,31.0,275.0,13.0,19.0,100.0,24.0,11.0,140.0,28.0,23.0,46.0,22.0,11.0
2013-14,Bowling Green,45,10,4,140.0,25.0,27.0,198.0,12.0,20.0,32.0,27.0,4.0,218.0,23.0,28.0,85.0,14.0,16.0
2014-15,Bowling Green,99,8,6,206.0,25.0,29.0,121.0,21.0,12.0,299.0,9.0,21.0,212.0,20.0,28.0,232.0,7.0,21.0
2015-16,Bowling Green,47,10,4,262.0,17.0,37.0,206.0,16.0,18.0,255.0,10.0,18.0,239.0,18.0,36.0,259.0,7.0,22.0
2016-17,Bowling Green,116,4,8,274.0,15.0,34.0,228.0,13.0,19.0,256.0,8.0,23.0,203.0,24.0,32.0,120.0,21.0,10.0
2017-18,Bowling Green,117,2,10,282.0,11.0,39.0,195.0,16.0,16.0,213.0,11.0,19.0,195.0,26.0,26.0,130.0,17.0,12.0
2018-19,Bowling Green,122,3,9,275.0,16.0,33.0,121.0,22.0,12.0,219.0,9.0,21.0,203.0,22.0,29.0,102.0,19.0,10.0
2019-20,Bowling Green,127,3,9,254.0,2.0,11.0,159.0,19.0,10.0,255.0,8.0,21.0,112.0,11.0,6.0,79.0,20.0,13.0
2020-21,Bowling Green,126,0,5,237.0,20.0,30.0,158.0,13.0,12.0,67.0,21.0,8.0,180.0,27.0,27.0,18.0,22.0,2.0
2021-22,Bowling Green,123,4,8,263.0,15.0,30.0,272.0,11.0,18.0,147.0,16.0,16.0,134.0,22.0,11.0,63.0,21.0,9.0
2006-07,Buffalo,116,2,10,262.0,16.0,35.0,237.0,12.0,19.0,241.0,10.0,19.0,262.0,3.0,45.0,217.0,14.0,20.0
2007-08,Buffalo,99,5,7,261.0,14.0,38.0,274.0,10.0,20.0,198.0,15.0,15.0,208.0,10.0,32.0,263.0,2.0,31.0
2008-09,Buffalo,76,8,6,262.0,20.0,35.0,101.0,21.0,12.0,248.0,8.0,24.0,187.0,25.0,27.0,270.0,6.0,25.0
2009-10,Buffalo,88,5,7,224.0,23.0,29.0,110.0,18.0,12.0,288.0,7.0,23.0,208.0,21.0,34.0,158.0,16.0,16.0
2010-11,Buffalo,115,2,10,275.0,14.0,38.0,139.0,20.0,14.0,173.0,16.0,16.0,208.0,12.0,35.0,193.0,18.0,16.0
2011-12,Buffalo,108,3,9,252.0,20.0,36.0,80.0,20.0,11.0,232.0,9.0,22.0,203.0,14.0,31.0,214.0,11.0,19.0
2012-13,Buffalo,104,4,8,164.0,33.0,24.0,218.0,14.0,20.0,260.0,12.0,20.0,219.0,16.0,32.0,231.0,10.0,18.0
2013-14,Buffalo,73,8,5,171.0,26.0,26.0,108.0,19.0,10.0,154.0,17.0,13.0,129.0,30.0,22.0,142.0,18.0,12.0
2014-15,Buffalo,107,5,6,276.0,16.0,35.0,31.0,23.0,10.0,129.0,19.0,13.0,237.0,13.0,37.0,173.0,17.0,15.0
2015-16,Buffalo,101,5,7,243.0,21.0,31.0,91.0,20.0,15.0,106.0,20.0,13.0,224.0,17.0,37.0,233.0,7.0,22.0
2016-17,Buffalo,127,2,10,230.0,17.0,34.0,149.0,17.0,15.0,98.0,22.0,10.0,278.0,9.0,46.0,307.0,4.0,25.0
2017-18,Buffalo,91,6,6,,,,26.0,27.0,9.0,22.0,27.0,5.0,255.0,16.0,31.0,185.0,15.0,13.0
2018-19,Buffalo,75,10,4,,,,18.0,32.0,4.0,25.0,23.0,9.0,258.0,10.0,32.0,115.0,18.0,10.0
2019-20,Buffalo,80,8,5,,,,146.0,19.0,12.0,120.0,19.0,12.0,293.0,2.0,11.0,156.0,13.0,17.0
2020-21,Buffalo,40,6,1,,,,112.0,15.0,9.0,96.0,15.0,9.0,209.0,18.0,35.0,260.0,4.0,18.0
2021-22,Buffalo,99,4,8,,,,118.0,17.0,11.0,45.0,25.0,9.0,156.0,15.0,15.0,218.0,13.0,17.0
2006-07,California,8,10,3,62.0,29.0,26.0,83.0,16.0,17.0,36.0,23.0,9.0,36.0,34.0,32.0,15.0,22.0,10.0
2007-08,California,21,7,6,30.0,33.0,21.0,98.0,17.0,16.0,22.0,27.0,7.0,21.0,43.0,27.0,13.0,26.0,8.0
2008-09,California,18,9,4,123.0,24.0,29.0,43.0,22.0,11.0,19.0,27.0,7.0,22.0,38.0,20.0,9.0,26.0,7.0
2009-10,California,29,8,5,43.0,29.0,25.0,22.0,24.0,11.0,36.0,24.0,13.0,15.0,44.0,19.0,10.0,21.0,11.0
2010-11,California,36,5,7,26.0,38.0,23.0,75.0,18.0,15.0,88.0,18.0,16.0,5.0,45.0,13.0,4.0,30.0,4.0
2011-12,California,30,7,6,59.0,29.0,25.0,45.0,24.0,10.0,26.0,25.0,10.0,2.0,58.0,7.0,32.0,26.0,7.0
2012-13,California,62,3,9,116.0,23.0,31.0,52.0,21.0,12.0,9.0,32.0,4.0,22.0,38.0,19.0,40.0,15.0,16.0
2013-14,California,97,1,11,57.0,26.0,27.0,59.0,21.0,14.0,27.0,21.0,9.0,67.0,23.0,29.0,35.0,18.0,13.0
2014-15,California,47,5,7,39.0,34.0,19.0,93.0,18.0,15.0,24.0,24.0,10.0,23.0,39.0,18.0,112.0,10.0,20.0
2015-16,California,25,8,5,68.0,32.0,21.0,22.0,23.0,11.0,84.0,15.0,17.0,35.0,33.0,24.0,182.0,9.0,22.0
2016-17,California,58,5,7,64.0,25.0,29.0,63.0,21.0,13.0,56.0,19.0,13.0,23.0,32.0,24.0,175.0,9.0,21.0
2017-18,California,55,5,7,72.0,32.0,22.0,223.0,8.0,24.0,43.0,21.0,10.0,32.0,35.0,21.0,107.0,13.0,18.0
2018-19,California,52,7,6,36.0,32.0,20.0,225.0,8.0,23.0,42.0,19.0,12.0,66.0,28.0,27.0,93.0,14.0,13.0
2019-20,California,52,8,5,221.0,5.0,11.0,139.0,14.0,18.0,124.0,12.0,19.0,115.0,13.0,11.0,47.0,20.0,10.0
2020-21,California,51,1,3,87.0,29.0,26.0,224.0,8.0,20.0,280.0,1.0,16.0,89.0,17.0,20.0,300.0,1.0,21.0
2021-22,California,73,5,7,88.0,22.0,25.0,217.0,12.0,20.0,177.0,10.0,13.0,45.0,24.0,17.0,252.0,7.0,24.0
2006-07,Central Florida,98,4,8,68.0,27.0,32.0,119.0,22.0,9.0,280.0,8.0,22.0,54.0,38.0,26.0,220.0,5.0,24.0
2007-08,Central Florida,57,10,4,63.0,31.0,27.0,164.0,16.0,15.0,270.0,10.0,20.0,27.0,49.0,20.0,244.0,9.0,23.0
2008-09,Central Florida,97,4,8,151.0,22.0,35.0,163.0,17.0,14.0,116.0,17.0,17.0,100.0,27.0,27.0,113.0,15.0,17.0
2009-10,Central Florida,70,8,5,78.0,33.0,22.0,190.0,15.0,17.0,158.0,11.0,16.0,39.0,36.0,23.0,174.0,12.0,18.0
2010-11,Central Florida,42,11,3,22.0,39.0,23.0,74.0,21.0,12.0,61.0,22.0,11.0,90.0,22.0,32.0,181.0,16.0,16.0
2011-12,Central Florida,59,5,7,21.0,45.0,17.0,58.0,22.0,11.0,184.0,12.0,17.0,45.0,39.0,19.0,73.0,20.0,11.0
2012-13,Central Florida,34,10,4,142.0,29.0,30.0,101.0,20.0,11.0,128.0,16.0,18.0,80.0,29.0,25.0,168.0,18.0,15.0
2013-14,Central Florida,34,12,1,50.0,36.0,23.0,209.0,13.0,18.0,212.0,10.0,20.0,28.0,43.0,18.0,107.0,21.0,10.0
2014-15,Central Florida,55,9,4,58.0,31.0,27.0,258.0,12.0,18.0,272.0,9.0,21.0,16.0,50.0,9.0,35.0,25.0,8.0
2015-16,Central Florida,125,0,12,146.0,26.0,33.0,219.0,12.0,18.0,275.0,7.0,23.0,26.0,38.0,22.0,123.0,15.0,17.0
2016-17,Central Florida,73,6,7,26.0,40.0,22.0,64.0,24.0,12.0,97.0,20.0,11.0,63.0,29.0,23.0,61.0,23.0,10.0
2017-18,Central Florida,15,13,0,45.0,35.0,21.0,87.0,19.0,13.0,45.0,21.0,10.0,64.0,34.0,22.0,86.0,20.0,14.0
2018-19,Central Florida,25,12,1,48.0,36.0,22.0,26.0,24.0,9.0,15.0,26.0,6.0,51.0,34.0,21.0,10.0,24.0,3.0
2019-20,Central Florida,21,10,3,22.0,15.0,3.0,124.0,16.0,14.0,37.0,20.0,10.0,7.0,19.0,5.0,24.0,25.0,8.0
2020-21,Central Florida,22,6,4,84.0,31.0,30.0,74.0,11.0,12.0,24.0,16.0,5.0,33.0,39.0,17.0,9.0,16.0,2.0
2021-22,Central Florida,55,9,4,90.0,28.0,19.0,110.0,18.0,12.0,6.0,26.0,4.0,14.0,36.0,10.0,22.0,27.0,7.0
2006-07,Central Michigan,61,10,4,91.0,35.0,21.0,226.0,13.0,18.0,221.0,11.0,19.0,79.0,27.0,20.0,187.0,17.0,13.0
2007-08,Central Michigan,79,8,6,202.0,29.0,27.0,183.0,14.0,17.0,289.0,6.0,23.0,127.0,25.0,20.0,167.0,22.0,10.0
2008-09,Central Michigan,82,8,5,213.0,28.0,30.0,299.0,12.0,19.0,147.0,18.0,14.0,222.0,12.0,31.0,114.0,19.0,11.0
2009-10,Central Michigan,46,12,2,109.0,36.0,22.0,195.0,15.0,15.0,199.0,12.0,18.0,121.0,27.0,19.0,118.0,17.0,13.0
2010-11,Central Michigan,91,3,9,132.0,31.0,27.0,306.0,10.0,21.0,86.0,20.0,11.0,100.0,32.0,21.0,99.0,14.0,15.0
2011-12,Central Michigan,106,3,9,174.0,34.0,29.0,280.0,11.0,21.0,139.0,20.0,16.0,120.0,30.0,27.0,79.0,19.0,14.0
2012-13,Central Michigan,102,7,6,187.0,25.0,32.0,260.0,11.0,20.0,53.0,21.0,12.0,100.0,33.0,20.0,131.0,16.0,14.0
2013-14,Central Michigan,109,6,6,128.0,35.0,23.0,294.0,10.0,21.0,40.0,20.0,11.0,118.0,34.0,22.0,200.0,11.0,17.0
2014-15,Central Michigan,87,7,6,99.0,35.0,22.0,70.0,23.0,9.0,183.0,13.0,18.0,125.0,27.0,23.0,247.0,10.0,18.0
2015-16,Central Michigan,85,7,6,220.0,24.0,37.0,169.0,17.0,16.0,67.0,22.0,10.0,161.0,24.0,27.0,258.0,11.0,18.0
2016-17,Central Michigan,91,6,7,158.0,31.0,28.0,218.0,16.0,16.0,43.0,23.0,8.0,54.0,37.0,15.0,219.0,11.0,17.0
2017-18,Central Michigan,92,8,5,204.0,29.0,30.0,144.0,21.0,15.0,15.0,28.0,4.0,141.0,22.0,26.0,168.0,15.0,14.0
2018-19,Central Michigan,118,1,11,62.0,47.0,14.0,122.0,23.0,12.0,32.0,25.0,7.0,156.0,22.0,28.0,265.0,7.0,21.0
2019-20,Central Michigan,93,8,6,94.0,11.0,6.0,198.0,11.0,18.0,23.0,23.0,7.0,191.0,4.0,11.0,130.0,21.0,9.0
2020-21,Central Michigan,85,3,3,49.0,41.0,18.0,330.0,5.0,15.0,72.0,18.0,9.0,200.0,20.0,28.0,147.0,11.0,11.0
2021-22,Central Michigan,79,9,4,101.0,30.0,15.0,276.0,7.0,23.0,300.0,4.0,25.0,194.0,16.0,18.0,196.0,13.0,17.0
2015-16,Charlotte,128,2,10,157.0,23.0,32.0,231.0,14.0,19.0,89.0,19.0,11.0,97.0,32.0,23.0,206.0,8.0,19.0
2016-17,Charlotte,125,4,8,58.0,34.0,24.0,244.0,13.0,17.0,120.0,21.0,10.0,99.0,30.0,23.0,283.0,7.0,23.0
2017-18,Charlotte,127,1,11,80.0,34.0,24.0,321.0,6.0,23.0,169.0,14.0,16.0,161.0,18.0,32.0,175.0,19.0,12.0
2018-19,Charlotte,109,5,7,215.0,21.0,31.0,266.0,8.0,21.0,105.0,18.0,12.0,192.0,15.0,35.0,174.0,16.0,14.0
2019-20,Charlotte,113,7,6,121.0,9.0,8.0,176.0,16.0,13.0,72.0,21.0,10.0,150.0,13.0,13.0,172.0,16.0,15.0
2020-21,Charlotte,111,2,4,34.0,40.0,21.0,255.0,9.0,15.0,165.0,10.0,12.0,62.0,31.0,19.0,78.0,13.0,5.0
2021-22,Charlotte,117,5,7,83.0,31.0,17.0,145.0,17.0,14.0,61.0,22.0,10.0,29.0,26.0,16.0,191.0,12.0,13.0
2006-07,Cincinnati,49,8,5,178.0,28.0,28.0,169.0,11.0,19.0,123.0,15.0,14.0,,,,58.0,22.0,7.0
2007-08,Cincinnati,19,10,3,83.0,39.0,20.0,140.0,13.0,19.0,118.0,12.0,16.0,,,,78.0,19.0,12.0
2008-09,Cincinnati,39,11,3,135.0,29.0,29.0,87.0,18.0,14.0,91.0,14.0,17.0,,,,35.0,27.0,7.0
2009-10,Cincinnati,22,12,1,135.0,29.0,29.0,68.0,19.0,16.0,131.0,12.0,18.0,,,,44.0,25.0,11.0
2010-11,Cincinnati,66,4,8,156.0,30.0,27.0,36.0,26.0,9.0,163.0,9.0,20.0,,,,16.0,30.0,6.0
2011-12,Cincinnati,32,10,3,220.0,18.0,38.0,35.0,26.0,11.0,107.0,16.0,16.0,,,,20.0,27.0,10.0
2012-13,Cincinnati,36,10,3,231.0,24.0,32.0,49.0,22.0,12.0,184.0,12.0,18.0,,,,95.0,12.0,20.0
2013-14,Cincinnati,52,9,4,163.0,22.0,31.0,22.0,27.0,7.0,134.0,13.0,18.0,,,,270.0,3.0,29.0
2014-15,Cincinnati,50,9,4,198.0,15.0,41.0,36.0,23.0,11.0,250.0,8.0,23.0,,,,159.0,15.0,17.0
2015-16,Cincinnati,76,7,6,120.0,26.0,30.0,55.0,22.0,11.0,243.0,8.0,22.0,,,,86.0,21.0,10.0
2016-17,Cincinnati,90,4,8,95.0,28.0,30.0,12.0,30.0,6.0,183.0,16.0,14.0,,,,40.0,22.0,10.0
2017-18,Cincinnati,106,4,8,96.0,28.0,28.0,7.0,31.0,5.0,105.0,19.0,12.0,,,,124.0,13.0,19.0
2018-19,Cincinnati,44,11,2,90.0,31.0,31.0,24.0,28.0,7.0,77.0,21.0,10.0,,,,24.0,22.0,7.0
2019-20,Cincinnati,30,11,3,224.0,7.0,8.0,51.0,20.0,10.0,61.0,22.0,10.0,,,,18.0,27.0,7.0
2020-21,Cincinnati,14,9,1,78.0,29.0,26.0,87.0,12.0,11.0,211.0,8.0,16.0,,,,65.0,6.0,7.0
2021-22,Cincinnati,10,13,1,132.0,19.0,25.0,132.0,17.0,15.0,217.0,11.0,17.0,,,,53.0,19.0,9.0
2006-07,Clemson,16,8,5,18.0,41.0,23.0,32.0,25.0,11.0,144.0,12.0,18.0,,,,83.0,20.0,10.0
2007-08,Clemson,12,9,4,26.0,31.0,27.0,32.0,24.0,10.0,97.0,12.0,19.0,,,,22.0,29.0,4.0
2008-09,Clemson,23,7,6,12.0,44.0,22.0,36.0,23.0,9.0,113.0,14.0,17.0,,,,38.0,23.0,10.0
2009-10,Clemson,20,9,5,16.0,45.0,25.0,41.0,21.0,11.0,94.0,13.0,18.0,,,,67.0,23.0,10.0
2010-11,Clemson,31,6,7,8.0,43.0,20.0,55.0,22.0,12.0,135.0,10.0,20.0,,,,66.0,18.0,13.0
2011-12,Clemson,34,10,4,30.0,35.0,28.0,150.0,16.0,15.0,246.0,6.0,22.0,,,,54.0,20.0,11.0
2012-13,Clemson,14,11,2,17.0,40.0,22.0,187.0,13.0,18.0,197.0,9.0,21.0,,,,55.0,21.0,10.0
2013-14,Clemson,11,11,2,55.0,36.0,25.0,65.0,23.0,13.0,164.0,13.0,19.0,,,,120.0,15.0,16.0
2014-15,Clemson,20,10,3,56.0,32.0,27.0,106.0,16.0,15.0,203.0,9.0,21.0,,,,111.0,18.0,14.0
2015-16,Clemson,5,14,1,7.0,44.0,20.0,127.0,17.0,14.0,252.0,4.0,26.0,,,,210.0,6.0,26.0
2016-17,Clemson,2,14,1,15.0,42.0,21.0,75.0,17.0,16.0,117.0,15.0,16.0,,,,226.0,6.0,26.0
2017-18,Clemson,5,12,2,13.0,47.0,16.0,11.0,25.0,10.0,168.0,11.0,19.0,,,,258.0,7.0,25.0
2018-19,Clemson,1,15,0,41.0,35.0,26.0,45.0,20.0,14.0,51.0,19.0,12.0,,,,101.0,15.0,13.0
2019-20,Clemson,2,14,1,8.0,14.0,3.0,81.0,16.0,15.0,223.0,8.0,23.0,75.0,18.0,8.0,151.0,11.0,18.0
2020-21,Clemson,3,10,2,61.0,25.0,27.0,31.0,16.0,8.0,149.0,12.0,14.0,20.0,42.0,6.0,93.0,12.0,10.0
2021-22,Clemson,8,10,3,18.0,31.0,17.0,129.0,17.0,16.0,161.0,10.0,21.0,11.0,32.0,11.0,123.0,12.0,18.0
2017-18,Coastal Carolina,122,3,9,25.0,43.0,19.0,251.0,14.0,18.0,223.0,17.0,14.0,128.0,26.0,28.0,73.0,20.0,8.0
2018-19,Coastal Carolina,116,5,7,60.0,36.0,26.0,153.0,17.0,17.0,179.0,17.0,14.0,76.0,39.0,21.0,124.0,12.0,12.0
2019-20,Coastal Carolina,114,5,7,33.0,11.0,5.0,188.0,14.0,17.0,80.0,25.0,4.0,72.0,14.0,6.0,52.0,24.0,6.0
2020-21,Coastal Carolina,30,11,1,96.0,27.0,24.0,109.0,14.0,8.0,315.0,1.0,15.0,143.0,21.0,24.0,72.0,18.0,1.0
2021-22,Coastal Carolina,45,11,2,45.0,29.0,15.0,158.0,15.0,14.0,256.0,12.0,11.0,162.0,15.0,23.0,106.0,19.0,9.0
2006-07,Colorado,71,2,10,,,,239.0,7.0,20.0,109.0,13.0,17.0,,,,22.0,17.0,12.0
2007-08,Colorado,55,6,7,,,,177.0,12.0,20.0,69.0,19.0,15.0,,,,150.0,6.0,22.0
2008-09,Colorado,71,5,7,,,,233.0,9.0,22.0,127.0,11.0,18.0,,,,119.0,13.0,16.0
2009-10,Colorado,77,3,9,,,,123.0,15.0,16.0,123.0,13.0,17.0,,,,137.0,7.0,22.0
2010-11,Colorado,67,5,7,,,,64.0,24.0,14.0,89.0,18.0,16.0,,,,148.0,6.0,20.0
2011-12,Colorado,84,3,10,,,,51.0,24.0,12.0,88.0,21.0,14.0,,,,185.0,6.0,24.0
2012-13,Colorado,121,1,11,,,,43.0,21.0,12.0,29.0,25.0,7.0,,,,111.0,14.0,18.0
2013-14,Colorado,90,4,8,,,,42.0,23.0,12.0,106.0,17.0,14.0,,,,47.0,18.0,14.0
2014-15,Colorado,75,2,10,,,,118.0,16.0,18.0,99.0,15.0,17.0,,,,24.0,20.0,14.0
2015-16,Colorado,82,4,9,,,,49.0,22.0,12.0,202.0,7.0,23.0,,,,66.0,19.0,13.0
2016-17,Colorado,19,10,4,,,,101.0,19.0,15.0,110.0,15.0,15.0,,,,78.0,14.0,16.0
2017-18,Colorado,67,5,7,,,,84.0,17.0,15.0,141.0,15.0,16.0,,,,18.0,24.0,10.0
2018-19,Colorado,69,5,7,,,,65.0,23.0,13.0,178.0,12.0,18.0,,,,50.0,15.0,12.0
2019-20,Colorado,70,5,7,,,,25.0,21.0,11.0,97.0,16.0,14.0,,,,70.0,13.0,17.0
2020-21,Colorado,59,4,2,,,,20.0,23.0,9.0,152.0,11.0,11.0,,,,164.0,8.0,12.0
2021-22,Colorado,89,4,8,,,,85.0,21.0,12.0,39.0,22.0,9.0,,,,89.0,15.0,14.0
2006-07,Colorado St.,90,4,8,,,,107.0,17.0,13.0,272.0,8.0,21.0,97.0,30.0,28.0,34.0,20.0,10.0
2007-08,Colorado St.,76,3,9,,,,273.0,7.0,25.0,310.0,4.0,28.0,69.0,29.0,22.0,27.0,23.0,8.0
2008-09,Colorado St.,87,7,6,,,,217.0,9.0,22.0,192.0,10.0,21.0,135.0,26.0,25.0,21.0,23.0,7.0
2009-10,Colorado St.,97,3,9,,,,132.0,16.0,16.0,175.0,13.0,17.0,90.0,29.0,20.0,19.0,25.0,6.0
