season,team,conf,win_pct_men,win_pct_avg_men,w_men,w_mba,w_mbb,w_mfb,l_men,l_mba,l_mbb,l_mfb,win_pct_women,win_pct_avg_women,w_women,w_wbb,w_wsb,w_wvb,l_women,l_wbb,l_wsb,l_wvb,diff_win_pct,diff_win_pct_avg,rpi_avg_men,rpi_mba,rpi_mbb,fpi_mfb,rpi_avg_women,rpi_wbb,rpi_wsb,rpi_wvb,diff_rpi_avg,rank_win_pct_men,rank_win_pct_women,rank_win_pct_avg_men,rank_win_pct_avg_women,rank_diff_win_pct,rank_diff_win_pct_avg,rank_diff_rpi_avg,rank_diff_win_pct_abs,rank_diff_win_pct_avg_abs,rank_diff_rpi_avg_abs
2014-15,Arkansas,SEC,0.65,0.63,69.0,35.0,27.0,7,37.0,22.0,9.0,6,0.42,0.45,49.0,18.0,16.0,15.0,67.0,14.0,37.0,16.0,0.23,0.18,25.0,35.0,23.0,17,71.0,40.0,89.0,83.0,-46.0,233.0,1295.0,315.0,1188.0,47.0,104.0,1148.0,1365.0,1176.0,968.0
2015-16,Arkansas,SEC,0.5,0.53,50.0,26.0,16.0,8,50.0,29.0,16.0,5,0.4,0.42,46.0,12.0,17.0,17.0,70.0,18.0,39.0,13.0,0.1,0.11,91.0,124.0,134.0,14,91.0,142.0,71.0,61.0,-1.0,1034.0,1354.0,807.0,1279.0,277.0,255.0,668.0,775.0,814.0,15.0
2016-17,Arkansas,SEC,0.69,0.65,78.0,45.0,26.0,7,35.0,19.0,10.0,6,0.46,0.43,53.0,13.0,31.0,9.0,62.0,17.0,24.0,21.0,0.23,0.22,30.0,12.0,28.0,50,121.0,174.0,35.0,154.0,-91.0,111.0,1173.0,246.0,1252.0,47.0,48.0,1395.0,1365.0,1312.0,1376.0
2017-18,Arkansas,SEC,0.65,0.56,75.0,48.0,23.0,4,41.0,21.0,12.0,8,0.62,0.59,74.0,13.0,42.0,19.0,46.0,18.0,17.0,11.0,0.03,-0.03,35.0,1.0,34.0,69,69.0,143.0,17.0,47.0,-34.0,233.0,511.0,648.0,605.0,503.0,746.0,1052.0,223.0,174.0,767.0
2018-19,Arkansas,SEC,0.59,0.46,66.0,46.0,18.0,2,46.0,20.0,16.0,10,0.59,0.57,69.0,20.0,38.0,11.0,47.0,14.0,20.0,13.0,-0.01,-0.1,53.0,9.0,60.0,91,68.0,67.0,33.0,105.0,-15.0,522.0,641.0,1136.0,691.0,687.0,1049.0,844.0,46.0,747.0,356.0
2019-20,Arkansas,SEC,0.55,0.49,33.0,11.0,20.0,2,27.0,5.0,12.0,10,0.61,0.62,52.0,24.0,17.0,11.0,33.0,8.0,6.0,19.0,-0.06,-0.13,60.0,47.0,43.0,91,73.0,29.0,24.0,165.0,-12.0,753.0,550.0,1016.0,475.0,908.0,1157.0,809.0,486.0,931.0,281.0
2020-21,Arkansas,SEC,0.74,0.62,78.0,50.0,25.0,3,27.0,13.0,7.0,7,0.74,0.71,73.0,19.0,40.0,14.0,26.0,9.0,9.0,8.0,0.01,-0.09,21.0,1.0,7.0,56,42.0,31.0,7.0,89.0,-21.0,30.0,114.0,369.0,179.0,599.0,1009.0,912.0,46.0,667.0,500.0
2021-22,Arkansas,SEC,0.74,0.73,73.0,36.0,28.0,9,25.0,12.0,9.0,4,0.68,0.67,69.0,18.0,31.0,20.0,32.0,14.0,7.0,11.0,0.06,0.06,19.0,20.0,16.0,21,35.0,50.0,10.0,44.0,-16.0,30.0,289.0,52.0,296.0,391.0,418.0,855.0,486.0,438.0,380.0
2006-07,Army,IND (FBS),0.47,0.42,43.0,25.0,15.0,3,48.0,23.0,16.0,9,0.55,0.61,60.0,24.0,15.0,21.0,50.0,6.0,36.0,8.0,-0.07,-0.19,164.0,166.0,224.0,103,185.0,145.0,253.0,158.0,-21.0,1168.0,804.0,1267.0,524.0,954.0,1321.0,912.0,564.0,1218.0,500.0
2007-08,Army,IND (FBS),0.46,0.41,42.0,25.0,14.0,3,50.0,25.0,16.0,9,0.5,0.56,55.0,18.0,13.0,24.0,56.0,12.0,39.0,5.0,-0.04,-0.15,169.0,186.0,207.0,115,202.0,202.0,266.0,139.0,-33.0,1206.0,1025.0,1303.0,739.0,819.0,1220.0,1044.0,317.0,1033.0,752.0
2008-09,Army,IND (FBS),0.51,0.42,50.0,36.0,11.0,3,49.0,21.0,19.0,9,0.57,0.62,66.0,19.0,21.0,26.0,50.0,12.0,34.0,4.0,-0.06,-0.2,169.0,122.0,277.0,109,169.0,173.0,264.0,70.0,0.0,970.0,723.0,1267.0,475.0,908.0,1349.0,654.0,486.0,1263.0,1.0
2009-10,Army,IND (FBS),0.55,0.51,47.0,28.0,14.0,5,39.0,17.0,15.0,7,0.61,0.6,70.0,11.0,33.0,26.0,44.0,18.0,20.0,6.0,-0.07,-0.1,172.0,156.0,249.0,110,188.0,303.0,160.0,102.0,-17.0,753.0,550.0,918.0,562.0,954.0,1049.0,867.0,564.0,747.0,403.0
2010-11,Army,IND (FBS),0.44,0.45,40.0,22.0,11.0,7,51.0,26.0,19.0,6,0.52,0.51,59.0,13.0,28.0,18.0,55.0,16.0,25.0,14.0,-0.08,-0.06,182.0,187.0,279.0,80,213.0,250.0,234.0,154.0,-31.0,1263.0,941.0,1173.0,960.0,993.0,890.0,1023.0,637.0,438.0,709.0
2011-12,Army,IND (FBS),0.57,0.46,56.0,41.0,12.0,3,42.0,15.0,18.0,9,0.62,0.62,74.0,14.0,37.0,23.0,45.0,16.0,21.0,8.0,-0.05,-0.15,173.0,120.0,303.0,96,173.0,259.0,170.0,91.0,-0.0,628.0,511.0,1136.0,475.0,865.0,1220.0,654.0,406.0,1033.0,1.0
2012-13,Army,IND (FBS),0.49,0.41,47.0,29.0,16.0,2,48.0,23.0,15.0,10,0.64,0.66,77.0,22.0,35.0,20.0,44.0,9.0,26.0,9.0,-0.14,-0.24,171.0,200.0,208.0,106,159.0,148.0,173.0,155.0,13.0,1081.0,427.0,1303.0,321.0,1222.0,1406.0,502.0,1027.0,1368.0,313.0
2013-14,Army,IND (FBS),0.54,0.46,51.0,33.0,15.0,3,43.0,18.0,16.0,9,0.56,0.58,62.0,25.0,23.0,14.0,48.0,7.0,28.0,13.0,-0.02,-0.12,166.0,148.0,237.0,113,119.0,58.0,201.0,99.0,47.0,819.0,770.0,1136.0,644.0,741.0,1126.0,175.0,143.0,872.0,979.0
2014-15,Army,IND (FBS),0.45,0.43,40.0,21.0,15.0,4,49.0,26.0,15.0,8,0.54,0.56,60.0,23.0,23.0,14.0,51.0,8.0,27.0,16.0,-0.09,-0.13,206.0,268.0,235.0,116,169.0,101.0,205.0,200.0,38.0,1231.0,850.0,1237.0,739.0,1035.0,1157.0,243.0,710.0,931.0,836.0
2015-16,Army,IND (FBS),0.4,0.36,37.0,16.0,19.0,2,56.0,32.0,14.0,10,0.74,0.76,89.0,29.0,39.0,21.0,32.0,2.0,20.0,10.0,-0.34,-0.4,192.0,254.0,212.0,109,98.0,61.0,112.0,120.0,94.0,1371.0,114.0,1403.0,77.0,1478.0,1481.0,16.0,1472.0,1479.0,1394.0
2016-17,Army,IND (FBS),0.46,0.49,46.0,25.0,13.0,8,55.0,31.0,19.0,5,0.66,0.66,78.0,22.0,36.0,20.0,41.0,9.0,21.0,11.0,-0.2,-0.17,193.0,234.0,267.0,77,143.0,161.0,121.0,146.0,50.0,1206.0,358.0,1016.0,321.0,1378.0,1280.0,160.0,1300.0,1131.0,1016.0
2017-18,Army,IND (FBS),0.58,0.6,60.0,37.0,13.0,10,44.0,24.0,17.0,3,0.53,0.54,61.0,17.0,26.0,18.0,54.0,14.0,28.0,12.0,0.05,0.06,141.0,77.0,280.0,65,175.0,153.0,212.0,161.0,-35.0,575.0,895.0,441.0,837.0,423.0,418.0,1063.0,406.0,438.0,785.0
2018-19,Army,IND (FBS),0.56,0.61,59.0,35.0,13.0,11,47.0,26.0,19.0,2,0.44,0.44,51.0,11.0,26.0,14.0,64.0,19.0,30.0,15.0,0.11,0.17,149.0,151.0,239.0,56,234.0,291.0,211.0,200.0,-85.0,691.0,1243.0,411.0,1225.0,243.0,128.0,1373.0,835.0,1131.0,1344.0
2019-20,Army,IND (FBS),0.44,0.42,25.0,6.0,14.0,5,32.0,9.0,15.0,8,0.51,0.51,42.0,9.0,11.0,22.0,41.0,22.0,9.0,10.0,-0.07,-0.09,153.0,110.0,266.0,84,163.0,268.0,135.0,86.0,-10.0,1263.0,982.0,1267.0,960.0,954.0,1009.0,780.0,564.0,667.0,224.0
2020-21,Army,IND (FBS),0.56,0.6,48.0,28.0,11.0,9,38.0,25.0,10.0,3,0.5,0.53,31.0,9.0,16.0,6.0,31.0,11.0,17.0,3.0,0.06,0.07,106.0,117.0,124.0,77,119.0,248.0,108.0,1.0,-13.0,691.0,1025.0,441.0,880.0,391.0,377.0,825.0,486.0,504.0,313.0
2021-22,Army,IND (FBS),0.54,0.57,49.0,27.0,13.0,9,41.0,21.0,16.0,4,0.49,0.51,44.0,15.0,12.0,17.0,45.0,13.0,23.0,9.0,0.05,0.06,157.0,155.0,254.0,61,185.0,164.0,235.0,156.0,-28.0,819.0,1071.0,601.0,960.0,423.0,418.0,986.0,406.0,438.0,641.0
2006-07,Auburn,SEC,0.58,0.64,59.0,31.0,17.0,11,42.0,25.0,15.0,2,0.5,0.5,60.0,21.0,26.0,13.0,61.0,13.0,30.0,18.0,0.09,0.14,58.0,48.0,113.0,12,81.0,49.0,41.0,154.0,-24.0,575.0,1025.0,279.0,1005.0,301.0,188.0,949.0,710.0,980.0,569.0
2007-08,Auburn,SEC,0.52,0.55,51.0,28.0,14.0,9,48.0,28.0,16.0,4,0.56,0.54,69.0,20.0,38.0,11.0,54.0,12.0,22.0,20.0,-0.05,0.02,85.0,69.0,168.0,18,89.0,61.0,23.0,182.0,-4.0,931.0,770.0,701.0,837.0,865.0,573.0,714.0,406.0,95.0,104.0
2008-09,Auburn,SEC,0.58,0.55,60.0,31.0,24.0,5,44.0,25.0,12.0,7,0.53,0.53,66.0,30.0,30.0,6.0,58.0,4.0,29.0,25.0,0.04,0.02,48.0,33.0,62.0,49,91.0,9.0,32.0,232.0,-43.0,575.0,895.0,701.0,880.0,460.0,573.0,1119.0,317.0,95.0,910.0
2009-10,Auburn,SEC,0.61,0.59,66.0,43.0,15.0,8,43.0,21.0,17.0,5,0.52,0.51,62.0,15.0,31.0,16.0,57.0,16.0,26.0,15.0,0.08,0.07,65.0,19.0,151.0,26,63.0,69.0,38.0,81.0,3.0,420.0,941.0,496.0,960.0,326.0,377.0,611.0,637.0,504.0,74.0
2010-11,Auburn,SEC,0.52,0.62,54.0,29.0,11.0,14,49.0,29.0,20.0,0,0.62,0.6,77.0,16.0,40.0,21.0,48.0,16.0,19.0,13.0,-0.09,0.02,101.0,43.0,253.0,7,52.0,84.0,28.0,44.0,49.0,931.0,511.0,369.0,562.0,1035.0,573.0,165.0,710.0,95.0,1000.0
2011-12,Auburn,SEC,0.52,0.54,54.0,31.0,15.0,8,49.0,28.0,16.0,5,0.49,0.46,57.0,13.0,33.0,11.0,59.0,17.0,23.0,19.0,0.03,0.08,83.0,53.0,145.0,51,86.0,106.0,33.0,120.0,-3.0,931.0,1071.0,751.0,1156.0,503.0,343.0,699.0,223.0,590.0,74.0
2012-13,Auburn,SEC,0.45,0.37,45.0,33.0,9.0,3,55.0,23.0,23.0,9,0.56,0.56,66.0,19.0,30.0,17.0,51.0,15.0,23.0,13.0,-0.11,-0.19,121.0,47.0,250.0,67,73.0,90.0,66.0,64.0,48.0,1231.0,770.0,1394.0,739.0,1111.0,1321.0,173.0,835.0,1218.0,989.0
2013-14,Auburn,SEC,0.54,0.61,54.0,28.0,14.0,12,46.0,28.0,16.0,2,0.64,0.62,78.0,17.0,42.0,19.0,44.0,14.0,19.0,11.0,-0.1,-0.02,82.0,73.0,160.0,12,50.0,67.0,18.0,65.0,32.0,819.0,427.0,411.0,475.0,1075.0,707.0,293.0,775.0,95.0,734.0
2014-15,Auburn,SEC,0.54,0.55,58.0,35.0,15.0,8,49.0,24.0,20.0,5,0.64,0.56,82.0,13.0,56.0,13.0,47.0,18.0,11.0,18.0,-0.09,-0.01,54.0,22.0,132.0,8,86.0,151.0,3.0,103.0,-32.0,819.0,427.0,701.0,739.0,1035.0,677.0,1037.0,710.0,33.0,734.0
2015-16,Auburn,SEC,0.41,0.43,41.0,23.0,11.0,7,59.0,33.0,20.0,6,0.73,0.68,95.0,19.0,58.0,18.0,36.0,12.0,12.0,12.0,-0.32,-0.25,119.0,148.0,179.0,30,43.0,57.0,3.0,69.0,76.0,1352.0,139.0,1237.0,261.0,1470.0,1421.0,47.0,1461.0,1390.0,1291.0
2016-17,Auburn,SEC,0.58,0.59,63.0,37.0,18.0,8,45.0,26.0,14.0,5,0.66,0.61,81.0,17.0,49.0,15.0,42.0,14.0,12.0,16.0,-0.08,-0.02,52.0,39.0,107.0,11,56.0,45.0,7.0,116.0,-4.0,575.0,358.0,496.0,524.0,993.0,707.0,714.0,637.0,95.0,104.0
2017-18,Auburn,SEC,0.69,0.71,79.0,43.0,26.0,10,35.0,23.0,8.0,4,0.61,0.58,70.0,14.0,41.0,15.0,44.0,15.0,17.0,12.0,0.08,0.13,11.0,9.0,16.0,9,57.0,102.0,20.0,50.0,-46.0,111.0,550.0,86.0,644.0,326.0,209.0,1148.0,637.0,931.0,968.0
2018-19,Auburn,SEC,0.64,0.65,76.0,38.0,30.0,8,43.0,28.0,10.0,5,0.61,0.59,71.0,22.0,39.0,10.0,45.0,9.0,21.0,15.0,0.03,0.06,12.0,11.0,13.0,12,57.0,50.0,20.0,100.0,-45.0,287.0,550.0,246.0,605.0,503.0,418.0,1139.0,223.0,438.0,954.0
2019-20,Auburn,SEC,0.76,0.74,47.0,13.0,25.0,9,15.0,5.0,6.0,4,0.39,0.39,32.0,11.0,14.0,7.0,51.0,18.0,11.0,22.0,0.37,0.35,68.0,167.0,27.0,10,127.0,111.0,46.0,223.0,-59.0,16.0,1366.0,40.0,1351.0,2.0,5.0,1243.0,1479.0,1470.0,1129.0
2020-21,Auburn,SEC,0.49,0.5,44.0,25.0,13.0,6,46.0,27.0,14.0,5,0.4,0.25,32.0,5.0,27.0,0.0,49.0,19.0,22.0,8.0,0.09,0.25,70.0,105.0,86.0,19,135.0,212.0,25.0,167.0,-65.0,1081.0,1354.0,965.0,1478.0,301.0,31.0,1274.0,710.0,1390.0,1181.0
2021-22,Auburn,SEC,0.69,0.65,66.0,32.0,28.0,6,29.0,16.0,6.0,7,0.57,0.53,55.0,10.0,32.0,13.0,42.0,18.0,9.0,15.0,0.13,0.12,13.0,10.0,10.0,20,117.0,165.0,22.0,163.0,-103.0,111.0,723.0,246.0,880.0,196.0,227.0,1427.0,959.0,872.0,1417.0
2006-07,BYU,IND (FBS),0.7,0.74,73.0,37.0,25.0,11,31.0,20.0,9.0,2,0.72,0.73,91.0,23.0,43.0,25.0,36.0,10.0,20.0,6.0,-0.01,0.01,35.0,76.0,20.0,9,39.0,34.0,46.0,37.0,-4.0,88.0,167.0,40.0,128.0,687.0,613.0,714.0,46.0,33.0,104.0
2007-08,BYU,IND (FBS),0.57,0.67,60.0,22.0,27.0,11,46.0,36.0,8.0,2,0.65,0.63,81.0,13.0,44.0,24.0,44.0,16.0,20.0,8.0,-0.08,0.04,89.0,221.0,25.0,22,57.0,121.0,41.0,8.0,33.0,628.0,390.0,175.0,439.0,993.0,496.0,286.0,637.0,267.0,752.0
2008-09,BYU,IND (FBS),0.65,0.69,65.0,30.0,25.0,10,35.0,24.0,8.0,3,0.64,0.62,72.0,18.0,40.0,14.0,41.0,11.0,18.0,12.0,0.01,0.08,41.0,60.0,37.0,27,76.0,93.0,50.0,86.0,-35.0,233.0,427.0,123.0,475.0,599.0,343.0,1063.0,46.0,590.0,785.0
2009-10,BYU,IND (FBS),0.64,0.72,68.0,27.0,30.0,11,39.0,31.0,6.0,2,0.69,0.66,84.0,23.0,46.0,15.0,37.0,10.0,13.0,14.0,-0.06,0.05,54.0,110.0,24.0,27,71.0,84.0,31.0,98.0,-17.0,287.0,252.0,69.0,321.0,908.0,453.0,867.0,486.0,345.0,403.0
2010-11,BYU,IND (FBS),0.65,0.65,70.0,31.0,32.0,7,38.0,27.0,5.0,6,0.65,0.63,79.0,25.0,40.0,14.0,43.0,9.0,18.0,16.0,0.0,0.02,63.0,129.0,8.0,53,61.0,59.0,37.0,86.0,3.0,233.0,390.0,246.0,439.0,642.0,573.0,611.0,1.0,95.0,74.0
2011-12,BYU,IND (FBS),0.6,0.65,58.0,22.0,26.0,10,39.0,27.0,9.0,3,0.75,0.75,92.0,26.0,45.0,21.0,31.0,7.0,15.0,9.0,-0.15,-0.09,81.0,157.0,47.0,39,44.0,44.0,32.0,57.0,37.0,470.0,88.0,246.0,93.0,1253.0,1009.0,251.0,1076.0,667.0,815.0
2012-13,BYU,IND (FBS),0.63,0.63,64.0,32.0,24.0,8,38.0,21.0,12.0,5,0.68,0.71,84.0,23.0,33.0,28.0,40.0,11.0,25.0,4.0,-0.05,-0.08,46.0,54.0,58.0,27,64.0,73.0,106.0,13.0,-18.0,327.0,289.0,315.0,179.0,865.0,966.0,879.0,406.0,590.0,423.0
2013-14,BYU,IND (FBS),0.52,0.56,53.0,22.0,23.0,8,48.0,31.0,12.0,5,0.7,0.73,84.0,26.0,34.0,24.0,36.0,6.0,23.0,7.0,-0.18,-0.17,86.0,189.0,38.0,30,45.0,38.0,71.0,25.0,41.0,931.0,215.0,648.0,128.0,1330.0,1280.0,218.0,1222.0,1131.0,882.0
2014-15,BYU,IND (FBS),0.6,0.62,61.0,28.0,25.0,8,40.0,25.0,10.0,5,0.76,0.76,93.0,23.0,40.0,30.0,29.0,10.0,14.0,5.0,-0.16,-0.15,69.0,120.0,44.0,43,40.0,54.0,56.0,9.0,29.0,470.0,73.0,369.0,77.0,1273.0,1220.0,321.0,1119.0,1033.0,664.0
2015-16,BYU,IND (FBS),0.69,0.69,72.0,37.0,26.0,9,32.0,17.0,11.0,4,0.74,0.77,90.0,26.0,36.0,28.0,31.0,6.0,21.0,4.0,-0.05,-0.08,54.0,56.0,67.0,40,26.0,16.0,50.0,11.0,29.0,111.0,114.0,123.0,54.0,865.0,966.0,321.0,406.0,590.0,664.0
2016-17,BYU,IND (FBS),0.65,0.66,69.0,38.0,22.0,9,37.0,21.0,12.0,4,0.77,0.77,95.0,20.0,46.0,29.0,28.0,11.0,13.0,4.0,-0.12,-0.11,53.0,56.0,73.0,31,39.0,90.0,21.0,7.0,14.0,233.0,56.0,208.0,54.0,1147.0,1093.0,489.0,905.0,814.0,332.0
2017-18,BYU,IND (FBS),0.51,0.48,50.0,22.0,24.0,4,48.0,28.0,11.0,9,0.68,0.69,82.0,16.0,36.0,30.0,39.0,14.0,22.0,3.0,-0.17,-0.21,117.0,190.0,68.0,93,74.0,156.0,51.0,15.0,43.0,970.0,289.0,1052.0,236.0,1305.0,1363.0,195.0,1178.0,1290.0,910.0
2018-19,BYU,IND (FBS),0.63,0.6,62.0,36.0,19.0,7,36.0,17.0,13.0,6,0.71,0.78,80.0,25.0,30.0,25.0,32.0,6.0,26.0,0.0,-0.08,-0.18,65.0,47.0,89.0,60,45.0,26.0,105.0,5.0,20.0,327.0,190.0,441.0,42.0,993.0,1303.0,413.0,637.0,1176.0,475.0
2019-20,BYU,IND (FBS),0.62,0.57,37.0,7.0,23.0,7,23.0,9.0,8.0,6,0.7,0.68,57.0,17.0,14.0,26.0,25.0,11.0,9.0,5.0,-0.08,-0.11,50.0,84.0,9.0,57,53.0,96.0,42.0,21.0,-3.0,371.0,215.0,601.0,261.0,993.0,1093.0,699.0,637.0,814.0,74.0
2020-21,BYU,IND (FBS),0.6,0.7,53.0,23.0,19.0,11,35.0,27.0,7.0,1,0.76,0.79,72.0,19.0,36.0,17.0,23.0,6.0,15.0,2.0,-0.16,-0.08,58.0,152.0,8.0,13,40.0,35.0,67.0,19.0,17.0,470.0,73.0,106.0,34.0,1273.0,966.0,457.0,1119.0,590.0,403.0
2021-22,BYU,IND (FBS),0.65,0.68,59.0,27.0,22.0,10,32.0,18.0,11.0,3,0.84,0.84,81.0,26.0,25.0,30.0,16.0,4.0,10.0,2.0,-0.19,-0.16,51.0,66.0,47.0,40,29.0,22.0,49.0,15.0,22.0,233.0,6.0,146.0,8.0,1353.0,1252.0,391.0,1252.0,1087.0,519.0
2006-07,Ball St.,MAC,0.35,0.36,34.0,20.0,9.0,5,63.0,34.0,22.0,7,0.5,0.52,58.0,24.0,22.0,12.0,59.0,7.0,34.0,18.0,-0.15,-0.16,180.0,189.0,274.0,77,137.0,43.0,198.0,170.0,43.0,1442.0,1025.0,1403.0,919.0,1253.0,1252.0,195.0,1076.0,1087.0,910.0
2007-08,Ball St.,MAC,0.43,0.42,41.0,28.0,6.0,7,55.0,25.0,24.0,6,0.44,0.4,56.0,15.0,36.0,5.0,72.0,15.0,32.0,25.0,-0.01,0.02,173.0,150.0,298.0,72,182.0,153.0,138.0,254.0,-8.0,1288.0,1243.0,1267.0,1333.0,687.0,573.0,758.0,46.0,95.0,187.0
2008-09,Ball St.,MAC,0.54,0.61,52.0,26.0,14.0,12,44.0,25.0,17.0,2,0.55,0.55,67.0,26.0,29.0,12.0,54.0,9.0,24.0,21.0,-0.01,0.05,173.0,209.0,262.0,47,127.0,45.0,134.0,203.0,45.0,819.0,804.0,411.0,785.0,687.0,453.0,181.0,46.0,345.0,954.0
2009-10,Ball St.,MAC,0.46,0.39,46.0,29.0,15.0,2,54.0,29.0,15.0,10,0.6,0.55,72.0,14.0,43.0,15.0,49.0,17.0,16.0,16.0,-0.14,-0.17,147.0,119.0,214.0,109,129.0,180.0,55.0,153.0,18.0,1206.0,595.0,1357.0,785.0,1222.0,1280.0,446.0,1027.0,1131.0,423.0
2010-11,Ball St.,MAC,0.4,0.41,38.0,15.0,19.0,4,56.0,35.0,13.0,8,0.57,0.57,67.0,9.0,34.0,24.0,50.0,21.0,24.0,5.0,-0.17,-0.16,169.0,238.0,165.0,105,134.0,237.0,114.0,50.0,36.0,1371.0,723.0,1303.0,691.0,1305.0,1252.0,265.0,1178.0,1087.0,801.0
2011-12,Ball St.,MAC,0.38,0.43,35.0,14.0,15.0,6,57.0,36.0,15.0,6,0.63,0.59,74.0,9.0,40.0,25.0,44.0,21.0,15.0,8.0,-0.25,-0.17,204.0,256.0,254.0,103,122.0,262.0,67.0,36.0,83.0,1407.0,467.0,1237.0,605.0,1435.0,1280.0,32.0,1396.0,1131.0,1337.0
2012-13,Ball St.,MAC,0.56,0.59,55.0,31.0,15.0,9,43.0,24.0,15.0,4,0.58,0.55,68.0,17.0,37.0,14.0,50.0,16.0,17.0,17.0,-0.02,0.03,164.0,188.0,233.0,71,120.0,168.0,65.0,128.0,44.0,691.0,675.0,496.0,785.0,741.0,533.0,186.0,143.0,174.0,936.0
2013-14,Ball St.,MAC,0.54,0.54,54.0,39.0,5.0,10,46.0,18.0,25.0,3,0.64,0.64,75.0,18.0,33.0,24.0,43.0,16.0,19.0,8.0,-0.1,-0.1,145.0,60.0,311.0,64,91.0,132.0,76.0,64.0,54.0,819.0,427.0,751.0,402.0,1075.0,1049.0,134.0,775.0,747.0,1070.0
2014-15,Ball St.,MAC,0.45,0.41,45.0,33.0,7.0,5,55.0,25.0,23.0,7,0.57,0.56,68.0,17.0,34.0,17.0,52.0,14.0,25.0,13.0,-0.12,-0.16,176.0,145.0,289.0,95,111.0,130.0,75.0,129.0,65.0,1231.0,723.0,1303.0,739.0,1147.0,1252.0,87.0,905.0,1087.0,1181.0
2015-16,Ball St.,MAC,0.53,0.47,56.0,32.0,21.0,3,49.0,26.0,14.0,9,0.5,0.53,58.0,21.0,22.0,15.0,58.0,9.0,32.0,17.0,0.03,-0.06,146.0,175.0,159.0,104,142.0,64.0,170.0,192.0,4.0,877.0,1025.0,1096.0,880.0,503.0,890.0,604.0,223.0,438.0,104.0
2016-17,Ball St.,MAC,0.53,0.49,55.0,30.0,21.0,4,49.0,28.0,13.0,8,0.53,0.54,64.0,21.0,30.0,13.0,56.0,10.0,28.0,18.0,-0.0,-0.05,147.0,163.0,175.0,103,150.0,123.0,117.0,210.0,-3.0,877.0,895.0,1016.0,837.0,642.0,840.0,699.0,1.0,345.0,74.0
2017-18,Ball St.,MAC,0.52,0.44,53.0,32.0,19.0,2,49.0,26.0,13.0,10,0.69,0.7,80.0,24.0,37.0,19.0,36.0,6.0,19.0,11.0,-0.17,-0.26,135.0,150.0,125.0,129,94.0,44.0,118.0,120.0,41.0,931.0,252.0,1205.0,215.0,1305.0,1431.0,218.0,1178.0,1401.0,882.0
2018-19,Ball St.,MAC,0.57,0.49,58.0,38.0,16.0,4,44.0,19.0,17.0,8,0.55,0.54,63.0,8.0,34.0,21.0,51.0,23.0,20.0,8.0,0.02,-0.04,121.0,116.0,133.0,114,151.0,220.0,124.0,108.0,-30.0,628.0,804.0,1016.0,837.0,559.0,799.0,1008.0,143.0,267.0,688.0
2019-20,Ball St.,MAC,0.5,0.47,29.0,7.0,17.0,5,29.0,9.0,13.0,7,0.65,0.65,58.0,20.0,18.0,20.0,31.0,10.0,9.0,12.0,-0.15,-0.18,136.0,209.0,112.0,88,84.0,76.0,92.0,84.0,52.0,1034.0,390.0,1096.0,359.0,1253.0,1303.0,145.0,1076.0,1176.0,1037.0
2020-21,Ball St.,MAC,0.63,0.66,55.0,38.0,10.0,7,32.0,18.0,13.0,1,0.59,0.55,60.0,14.0,37.0,9.0,41.0,11.0,18.0,12.0,0.04,0.11,104.0,50.0,195.0,66,134.0,136.0,83.0,182.0,-30.0,327.0,641.0,208.0,785.0,460.0,255.0,1008.0,317.0,814.0,688.0
2021-22,Ball St.,MAC,0.57,0.53,51.0,32.0,13.0,6,38.0,14.0,17.0,7,0.61,0.61,63.0,20.0,13.0,30.0,41.0,13.0,24.0,4.0,-0.03,-0.08,142.0,71.0,252.0,103,118.0,120.0,205.0,29.0,24.0,628.0,550.0,807.0,524.0,781.0,966.0,370.0,223.0,590.0,569.0
2006-07,Baylor,Big 12,0.51,0.46,54.0,35.0,15.0,4,51.0,27.0,16.0,8,0.71,0.69,95.0,26.0,51.0,18.0,39.0,8.0,16.0,15.0,-0.19,-0.23,86.0,30.0,146.0,82,36.0,20.0,10.0,78.0,50.0,970.0,190.0,1136.0,236.0,1353.0,1386.0,160.0,1252.0,1339.0,1016.0
2007-08,Baylor,Big 12,0.55,0.49,56.0,32.0,21.0,3,46.0,26.0,11.0,9,0.57,0.58,62.0,25.0,23.0,14.0,46.0,7.0,22.0,17.0,-0.03,-0.1,68.0,51.0,52.0,102,54.0,12.0,63.0,86.0,15.0,753.0,723.0,1016.0,644.0,781.0,1049.0,476.0,223.0,747.0,356.0
2008-09,Baylor,Big 12,0.54,0.49,58.0,30.0,24.0,4,49.0,26.0,15.0,8,0.68,0.68,87.0,29.0,40.0,18.0,41.0,6.0,22.0,13.0,-0.14,-0.19,44.0,30.0,44.0,57,32.0,6.0,29.0,61.0,12.0,819.0,289.0,1016.0,261.0,1222.0,1321.0,513.0,1027.0,1218.0,281.0
2009-10,Baylor,Big 12,0.63,0.57,68.0,36.0,28.0,4,40.0,24.0,8.0,8,0.64,0.65,79.0,27.0,28.0,24.0,45.0,10.0,25.0,10.0,-0.01,-0.08,36.0,34.0,8.0,66,33.0,10.0,60.0,30.0,3.0,327.0,427.0,601.0,359.0,687.0,966.0,611.0,46.0,590.0,74.0
