season,team,conf,win_pct_men,win_pct_avg_men,w_men,w_mba,w_mbb,w_mfb,l_men,l_mba,l_mbb,l_mfb,win_pct_women,win_pct_avg_women,w_women,w_wbb,w_wsb,w_wvb,l_women,l_wbb,l_wsb,l_wvb,diff_win_pct,diff_win_pct_avg,rpi_avg_men,rpi_mba,rpi_mbb,fpi_mfb,rpi_avg_women,rpi_wbb,rpi_wsb,rpi_wvb,diff_rpi_avg,rank_win_pct_men,rank_win_pct_women,rank_win_pct_avg_men,rank_win_pct_avg_women,rank_diff_win_pct,rank_diff_win_pct_avg,rank_diff_rpi_avg,rank_diff_win_pct_abs,rank_diff_win_pct_avg_abs,rank_diff_rpi_avg_abs
2008-09,Michigan St.,B1G,0.6,0.64,63.0,23.0,31.0,9,42.0,31.0,7.0,4,0.51,0.53,58.0,22.0,21.0,15.0,55.0,11.0,28.0,16.0,0.09,0.12,76.0,191.0,4.0,34,87.0,42.0,152.0,68.0,-11.0,470.0,982.0,279.0,880.0,301.0,227.0,796.0,710.0,872.0,249.0
2009-10,Michigan St.,B1G,0.66,0.62,68.0,34.0,28.0,6,35.0,19.0,9.0,7,0.52,0.54,61.0,23.0,21.0,17.0,57.0,10.0,31.0,16.0,0.14,0.08,46.0,80.0,19.0,40,69.0,17.0,149.0,41.0,-23.0,207.0,941.0,369.0,837.0,178.0,343.0,937.0,1027.0,590.0,547.0
2010-11,Michigan St.,B1G,0.63,0.68,66.0,36.0,19.0,11,38.0,21.0,15.0,2,0.58,0.6,69.0,27.0,27.0,15.0,49.0,6.0,27.0,16.0,0.05,0.08,58.0,82.0,54.0,39,48.0,13.0,82.0,48.0,11.0,327.0,675.0,146.0,562.0,423.0,343.0,529.0,406.0,590.0,249.0
2011-12,Michigan St.,B1G,0.69,0.73,77.0,37.0,29.0,11,34.0,23.0,8.0,3,0.45,0.49,53.0,20.0,11.0,22.0,66.0,12.0,42.0,12.0,0.25,0.24,25.0,51.0,3.0,20,96.0,59.0,193.0,35.0,-71.0,111.0,1204.0,52.0,1047.0,32.0,32.0,1313.0,1396.0,1368.0,1247.0
2012-13,Michigan St.,B1G,0.68,0.65,67.0,33.0,27.0,7,32.0,17.0,9.0,6,0.63,0.65,74.0,25.0,24.0,25.0,44.0,9.0,25.0,10.0,0.05,0.0,27.0,41.0,6.0,33,54.0,24.0,105.0,33.0,-27.0,142.0,467.0,246.0,359.0,423.0,645.0,978.0,406.0,1.0,626.0
2013-14,Michigan St.,B1G,0.67,0.75,73.0,31.0,29.0,13,36.0,26.0,9.0,1,0.5,0.54,57.0,22.0,12.0,23.0,58.0,9.0,37.0,12.0,0.17,0.21,44.0,100.0,12.0,20,84.0,31.0,199.0,22.0,-40.0,174.0,1025.0,32.0,837.0,109.0,64.0,1100.0,1178.0,1290.0,863.0
2014-15,Michigan St.,B1G,0.66,0.71,72.0,34.0,27.0,11,37.0,23.0,12.0,2,0.45,0.48,54.0,16.0,19.0,19.0,65.0,15.0,36.0,14.0,0.21,0.23,24.0,51.0,15.0,7,92.0,79.0,155.0,42.0,-68.0,207.0,1204.0,86.0,1092.0,58.0,39.0,1294.0,1321.0,1339.0,1218.0
2015-16,Michigan St.,B1G,0.73,0.78,77.0,36.0,29.0,12,28.0,20.0,6.0,2,0.58,0.61,70.0,24.0,27.0,19.0,50.0,8.0,28.0,14.0,0.15,0.17,36.0,78.0,12.0,18,55.0,17.0,111.0,38.0,-19.0,41.0,675.0,13.0,524.0,155.0,128.0,894.0,1076.0,1131.0,449.0
2016-17,Michigan St.,B1G,0.53,0.46,52.0,29.0,20.0,3,47.0,23.0,15.0,9,0.65,0.66,80.0,21.0,34.0,25.0,44.0,11.0,24.0,9.0,-0.12,-0.2,62.0,78.0,47.0,60,49.0,42.0,91.0,15.0,12.0,877.0,390.0,1136.0,321.0,1147.0,1349.0,513.0,905.0,1263.0,281.0
2017-18,Michigan St.,B1G,0.6,0.67,60.0,20.0,30.0,10,40.0,32.0,5.0,3,0.58,0.6,67.0,17.0,26.0,24.0,48.0,13.0,26.0,9.0,0.02,0.07,80.0,193.0,15.0,32,58.0,65.0,97.0,12.0,22.0,470.0,675.0,175.0,562.0,559.0,377.0,391.0,143.0,504.0,519.0
2018-19,Michigan St.,B1G,0.56,0.58,59.0,20.0,32.0,7,47.0,34.0,7.0,6,0.47,0.51,52.0,20.0,16.0,16.0,58.0,11.0,34.0,13.0,0.08,0.07,69.0,170.0,5.0,32,98.0,43.0,165.0,85.0,-29.0,691.0,1142.0,550.0,960.0,326.0,377.0,996.0,637.0,504.0,664.0
2019-20,Michigan St.,B1G,0.64,0.62,38.0,9.0,22.0,7,21.0,6.0,9.0,6,0.45,0.44,37.0,16.0,6.0,15.0,45.0,14.0,16.0,15.0,0.19,0.18,60.0,138.0,7.0,35,152.0,103.0,256.0,98.0,-92.0,287.0,1204.0,369.0,1225.0,79.0,104.0,1399.0,1252.0,1176.0,1380.0
2020-21,Michigan St.,B1G,0.43,0.4,34.0,17.0,15.0,2,45.0,27.0,13.0,5,0.41,0.39,32.0,15.0,14.0,3.0,47.0,9.0,26.0,12.0,0.03,0.01,134.0,214.0,106.0,83,172.0,76.0,202.0,238.0,-38.0,1288.0,1326.0,1329.0,1351.0,503.0,613.0,1086.0,223.0,33.0,836.0
2021-22,Michigan St.,B1G,0.59,0.65,55.0,21.0,23.0,11,38.0,23.0,13.0,2,0.46,0.45,46.0,15.0,20.0,11.0,55.0,15.0,22.0,18.0,0.14,0.2,70.0,164.0,28.0,19,114.0,108.0,104.0,129.0,-43.0,522.0,1173.0,246.0,1188.0,178.0,74.0,1119.0,1027.0,1263.0,910.0
2006-07,Middle Tennessee,C-USA,0.51,0.51,54.0,32.0,15.0,7,51.0,28.0,17.0,6,0.67,0.72,87.0,30.0,30.0,27.0,42.0,4.0,30.0,8.0,-0.16,-0.2,113.0,88.0,163.0,89,47.0,15.0,92.0,33.0,67.0,970.0,319.0,918.0,153.0,1273.0,1349.0,77.0,1119.0,1263.0,1209.0
2007-08,Middle Tennessee,C-USA,0.49,0.48,49.0,27.0,17.0,5,51.0,29.0,15.0,7,0.63,0.66,79.0,22.0,22.0,35.0,46.0,12.0,31.0,3.0,-0.14,-0.18,108.0,130.0,107.0,88,71.0,52.0,149.0,12.0,37.0,1081.0,467.0,1052.0,321.0,1222.0,1303.0,251.0,1027.0,1176.0,815.0
2008-09,Middle Tennessee,C-USA,0.63,0.56,67.0,44.0,18.0,5,39.0,18.0,14.0,7,0.59,0.63,69.0,28.0,14.0,27.0,48.0,6.0,34.0,8.0,0.04,-0.07,101.0,38.0,168.0,96,80.0,29.0,186.0,24.0,21.0,327.0,641.0,648.0,439.0,460.0,921.0,403.0,317.0,504.0,500.0
2009-10,Middle Tennessee,C-USA,0.62,0.65,64.0,35.0,19.0,10,40.0,23.0,14.0,3,0.6,0.64,72.0,25.0,22.0,25.0,48.0,6.0,32.0,10.0,0.02,0.01,106.0,67.0,178.0,72,57.0,27.0,113.0,32.0,48.0,371.0,595.0,246.0,402.0,559.0,613.0,173.0,143.0,33.0,989.0
2010-11,Middle Tennessee,C-USA,0.4,0.43,40.0,18.0,16.0,6,60.0,37.0,16.0,7,0.6,0.64,70.0,23.0,18.0,29.0,47.0,8.0,33.0,6.0,-0.2,-0.21,172.0,200.0,216.0,100,74.0,54.0,139.0,28.0,98.0,1371.0,595.0,1237.0,402.0,1378.0,1363.0,13.0,1300.0,1290.0,1403.0
2011-12,Middle Tennessee,C-USA,0.57,0.5,60.0,31.0,27.0,2,45.0,28.0,7.0,10,0.55,0.58,63.0,26.0,16.0,21.0,52.0,7.0,33.0,12.0,0.02,-0.09,105.0,142.0,56.0,116,79.0,45.0,145.0,48.0,25.0,628.0,804.0,965.0,644.0,559.0,1009.0,363.0,143.0,667.0,591.0
2012-13,Middle Tennessee,C-USA,0.63,0.66,64.0,28.0,28.0,8,38.0,28.0,6.0,4,0.35,0.4,42.0,25.0,7.0,10.0,78.0,8.0,47.0,23.0,0.28,0.27,74.0,93.0,33.0,97,147.0,41.0,222.0,178.0,-73.0,327.0,1418.0,208.0,1333.0,17.0,20.0,1327.0,1432.0,1412.0,1270.0
2013-14,Middle Tennessee,C-USA,0.61,0.63,63.0,31.0,24.0,8,41.0,27.0,9.0,5,0.47,0.54,56.0,29.0,10.0,17.0,62.0,4.0,45.0,13.0,0.13,0.08,79.0,90.0,64.0,84,119.0,17.0,254.0,87.0,-40.0,420.0,1142.0,315.0,837.0,196.0,343.0,1100.0,959.0,590.0,863.0
2014-15,Middle Tennessee,C-USA,0.53,0.52,57.0,32.0,19.0,6,50.0,27.0,17.0,6,0.48,0.48,55.0,24.0,22.0,9.0,60.0,10.0,29.0,21.0,0.05,0.04,109.0,83.0,152.0,92,149.0,62.0,171.0,213.0,-40.0,877.0,1108.0,868.0,1092.0,423.0,496.0,1100.0,406.0,267.0,863.0
2015-16,Middle Tennessee,C-USA,0.5,0.54,52.0,20.0,25.0,7,51.0,35.0,10.0,6,0.47,0.48,55.0,24.0,23.0,8.0,61.0,8.0,31.0,22.0,0.03,0.06,107.0,165.0,77.0,78,167.0,59.0,208.0,234.0,-60.0,1034.0,1142.0,751.0,1092.0,503.0,418.0,1252.0,223.0,438.0,1140.0
2016-17,Middle Tennessee,C-USA,0.61,0.64,63.0,24.0,31.0,8,41.0,31.0,5.0,5,0.41,0.41,45.0,21.0,19.0,5.0,64.0,10.0,30.0,24.0,0.19,0.23,79.0,117.0,34.0,86,184.0,85.0,190.0,278.0,-105.0,420.0,1326.0,279.0,1305.0,79.0,39.0,1431.0,1252.0,1339.0,1421.0
2017-18,Middle Tennessee,C-USA,0.59,0.6,59.0,27.0,25.0,7,41.0,27.0,8.0,6,0.53,0.49,64.0,18.0,39.0,7.0,57.0,12.0,22.0,23.0,0.06,0.11,94.0,153.0,30.0,98,166.0,112.0,104.0,281.0,-72.0,522.0,895.0,441.0,1047.0,391.0,255.0,1319.0,486.0,814.0,1259.0
2018-19,Middle Tennessee,C-USA,0.37,0.41,37.0,18.0,11.0,8,64.0,37.0,21.0,6,0.49,0.48,58.0,22.0,29.0,7.0,61.0,10.0,30.0,21.0,-0.12,-0.06,184.0,222.0,248.0,81,158.0,66.0,126.0,282.0,26.0,1423.0,1071.0,1303.0,1092.0,1147.0,890.0,353.0,905.0,438.0,608.0
2019-20,Middle Tennessee,C-USA,0.28,0.31,16.0,7.0,5.0,4,41.0,10.0,23.0,8,0.54,0.54,47.0,21.0,13.0,13.0,40.0,10.0,13.0,17.0,-0.26,-0.23,148.0,48.0,296.0,100,107.0,57.0,73.0,191.0,41.0,1479.0,850.0,1458.0,837.0,1437.0,1386.0,218.0,1406.0,1339.0,882.0
2020-21,Middle Tennessee,C-USA,0.37,0.32,31.0,24.0,4.0,3,53.0,29.0,18.0,6,0.54,0.51,48.0,17.0,26.0,5.0,41.0,8.0,22.0,11.0,-0.17,-0.19,219.0,216.0,323.0,119,124.0,77.0,100.0,194.0,96.0,1423.0,850.0,1453.0,960.0,1305.0,1321.0,15.0,1178.0,1218.0,1399.0
2021-22,Middle Tennessee,C-USA,0.6,0.59,56.0,25.0,24.0,7,37.0,20.0,11.0,6,0.54,0.53,53.0,27.0,17.0,9.0,45.0,8.0,25.0,12.0,0.06,0.06,66.0,51.0,60.0,87,112.0,41.0,129.0,167.0,-46.0,470.0,850.0,496.0,880.0,391.0,418.0,1148.0,486.0,438.0,968.0
2006-07,Minnesota,B1G,0.54,0.48,56.0,41.0,9.0,6,47.0,18.0,22.0,7,0.59,0.6,67.0,17.0,24.0,26.0,46.0,16.0,22.0,8.0,-0.05,-0.12,93.0,50.0,189.0,39,57.0,77.0,90.0,4.0,36.0,819.0,641.0,1052.0,562.0,865.0,1126.0,265.0,406.0,872.0,801.0
2007-08,Minnesota,B1G,0.41,0.35,41.0,20.0,20.0,1,60.0,35.0,14.0,11,0.62,0.62,67.0,20.0,29.0,18.0,41.0,12.0,16.0,13.0,-0.21,-0.27,144.0,223.0,128.0,82,45.0,37.0,68.0,31.0,99.0,1352.0,511.0,1417.0,475.0,1391.0,1437.0,12.0,1321.0,1412.0,1410.0
2008-09,Minnesota,B1G,0.66,0.63,69.0,40.0,22.0,7,36.0,19.0,11.0,6,0.58,0.61,70.0,20.0,23.0,27.0,51.0,12.0,32.0,7.0,0.08,0.02,47.0,25.0,46.0,70,57.0,53.0,110.0,7.0,-10.0,207.0,675.0,315.0,524.0,326.0,573.0,780.0,637.0,95.0,224.0
2009-10,Minnesota,B1G,0.54,0.53,59.0,32.0,21.0,6,51.0,30.0,14.0,7,0.48,0.5,57.0,13.0,16.0,28.0,63.0,17.0,37.0,9.0,0.06,0.03,71.0,89.0,63.0,61,98.0,92.0,197.0,5.0,-27.0,819.0,1108.0,807.0,1005.0,391.0,533.0,978.0,486.0,174.0,626.0
2010-11,Minnesota,B1G,0.49,0.44,45.0,25.0,17.0,3,47.0,24.0,14.0,9,0.57,0.57,69.0,12.0,31.0,26.0,51.0,18.0,24.0,9.0,-0.09,-0.13,97.0,128.0,86.0,77,68.0,120.0,74.0,9.0,29.0,1081.0,723.0,1205.0,691.0,1035.0,1157.0,321.0,710.0,931.0,664.0
2011-12,Minnesota,B1G,0.52,0.46,55.0,29.0,23.0,3,51.0,27.0,15.0,9,0.58,0.58,70.0,19.0,31.0,20.0,51.0,17.0,22.0,12.0,-0.06,-0.12,97.0,139.0,63.0,89,55.0,85.0,68.0,12.0,42.0,931.0,675.0,1136.0,644.0,908.0,1126.0,210.0,486.0,872.0,896.0
2012-13,Minnesota,B1G,0.58,0.56,59.0,32.0,21.0,6,42.0,22.0,13.0,7,0.66,0.66,81.0,18.0,36.0,27.0,41.0,14.0,19.0,8.0,-0.08,-0.11,70.0,109.0,30.0,70,43.0,91.0,32.0,6.0,27.0,575.0,358.0,648.0,321.0,993.0,1093.0,346.0,637.0,814.0,626.0
2013-14,Minnesota,B1G,0.59,0.6,60.0,27.0,25.0,8,42.0,24.0,13.0,5,0.75,0.74,93.0,20.0,44.0,29.0,31.0,12.0,12.0,7.0,-0.16,-0.14,71.0,118.0,34.0,60,24.0,46.0,17.0,10.0,46.0,522.0,88.0,441.0,111.0,1273.0,1188.0,178.0,1119.0,980.0,968.0
2014-15,Minnesota,B1G,0.48,0.52,47.0,21.0,18.0,8,50.0,30.0,15.0,5,0.73,0.71,91.0,23.0,49.0,19.0,33.0,10.0,11.0,12.0,-0.25,-0.18,96.0,147.0,101.0,39,40.0,46.0,19.0,54.0,56.0,1122.0,139.0,868.0,179.0,1435.0,1303.0,124.0,1396.0,1176.0,1090.0
2015-16,Minnesota,B1G,0.49,0.45,50.0,36.0,8.0,6,52.0,22.0,23.0,7,0.75,0.75,92.0,19.0,43.0,30.0,30.0,11.0,14.0,5.0,-0.26,-0.3,127.0,50.0,264.0,66,35.0,81.0,20.0,3.0,92.0,1081.0,88.0,1173.0,93.0,1437.0,1461.0,18.0,1406.0,1448.0,1380.0
2016-17,Minnesota,B1G,0.66,0.68,69.0,36.0,24.0,9,35.0,21.0,10.0,4,0.79,0.75,100.0,15.0,56.0,29.0,26.0,16.0,5.0,5.0,-0.13,-0.08,48.0,72.0,25.0,47,29.0,73.0,13.0,1.0,19.0,207.0,35.0,146.0,93.0,1182.0,966.0,428.0,959.0,590.0,449.0
2017-18,Minnesota,B1G,0.62,0.54,64.0,44.0,15.0,5,39.0,15.0,17.0,7,0.75,0.76,92.0,23.0,41.0,28.0,31.0,8.0,17.0,6.0,-0.13,-0.21,82.0,12.0,167.0,66,24.0,41.0,23.0,7.0,58.0,371.0,88.0,751.0,77.0,1182.0,1363.0,115.0,959.0,1290.0,1116.0
2018-19,Minnesota,B1G,0.55,0.56,58.0,29.0,22.0,7,47.0,27.0,14.0,6,0.77,0.78,88.0,20.0,46.0,22.0,26.0,10.0,14.0,2.0,-0.22,-0.23,56.0,64.0,55.0,48,39.0,108.0,7.0,3.0,16.0,753.0,56.0,648.0,42.0,1407.0,1386.0,465.0,1350.0,1339.0,380.0
2019-20,Minnesota,B1G,0.55,0.59,34.0,8.0,15.0,11,28.0,10.0,16.0,2,0.66,0.65,57.0,16.0,14.0,27.0,30.0,15.0,9.0,6.0,-0.11,-0.06,71.0,152.0,42.0,18,41.0,94.0,22.0,6.0,30.0,753.0,358.0,496.0,359.0,1111.0,890.0,315.0,835.0,438.0,688.0
2020-21,Minnesota,B1G,0.32,0.36,23.0,6.0,14.0,3,50.0,31.0,15.0,4,0.66,0.65,53.0,8.0,29.0,16.0,27.0,13.0,11.0,3.0,-0.35,-0.29,156.0,278.0,149.0,42,84.0,183.0,50.0,20.0,72.0,1459.0,358.0,1403.0,359.0,1480.0,1455.0,58.0,1474.0,1439.0,1259.0
2021-22,Minnesota,B1G,0.41,0.48,36.0,14.0,13.0,9,52.0,31.0,17.0,4,0.57,0.57,56.0,15.0,19.0,22.0,43.0,18.0,16.0,9.0,-0.16,-0.09,137.0,245.0,140.0,27,59.0,128.0,38.0,12.0,78.0,1352.0,723.0,1052.0,691.0,1273.0,1009.0,39.0,1119.0,667.0,1308.0
2006-07,Mississippi St.,SEC,0.58,0.49,62.0,38.0,21.0,3,45.0,22.0,14.0,9,0.56,0.56,70.0,18.0,35.0,17.0,54.0,14.0,27.0,13.0,0.01,-0.07,48.0,17.0,59.0,69,80.0,94.0,39.0,107.0,-32.0,575.0,770.0,1016.0,739.0,599.0,921.0,1037.0,46.0,504.0,734.0
2007-08,Mississippi St.,SEC,0.52,0.57,54.0,23.0,23.0,8,49.0,33.0,11.0,5,0.56,0.53,69.0,16.0,41.0,12.0,54.0,15.0,22.0,17.0,-0.04,0.04,76.0,127.0,42.0,60,83.0,116.0,22.0,110.0,-6.0,931.0,770.0,601.0,880.0,819.0,496.0,736.0,317.0,267.0,148.0
2008-09,Mississippi St.,SEC,0.51,0.48,52.0,25.0,23.0,4,50.0,29.0,13.0,8,0.48,0.46,57.0,23.0,28.0,6.0,63.0,10.0,28.0,25.0,0.03,0.01,79.0,89.0,66.0,83,112.0,40.0,41.0,255.0,-33.0,970.0,1108.0,1052.0,1156.0,503.0,613.0,1044.0,223.0,33.0,752.0
2009-10,Mississippi St.,SEC,0.5,0.5,52.0,23.0,24.0,5,52.0,33.0,12.0,7,0.47,0.46,56.0,21.0,26.0,9.0,64.0,13.0,29.0,22.0,0.03,0.04,62.0,71.0,61.0,55,91.0,33.0,49.0,190.0,-28.0,1034.0,1142.0,965.0,1156.0,503.0,496.0,986.0,223.0,267.0,641.0
2010-11,Mississippi St.,SEC,0.6,0.61,64.0,38.0,17.0,9,43.0,25.0,14.0,4,0.41,0.41,48.0,13.0,24.0,11.0,69.0,17.0,32.0,20.0,0.19,0.21,54.0,18.0,121.0,23,122.0,123.0,69.0,174.0,-68.0,470.0,1326.0,411.0,1305.0,79.0,64.0,1294.0,1252.0,1290.0,1218.0
2011-12,Mississippi St.,SEC,0.62,0.6,68.0,40.0,21.0,7,42.0,24.0,12.0,6,0.51,0.49,59.0,14.0,33.0,12.0,57.0,16.0,24.0,17.0,0.11,0.11,45.0,22.0,83.0,29,95.0,119.0,35.0,130.0,-50.0,371.0,982.0,441.0,1047.0,243.0,255.0,1180.0,835.0,814.0,1016.0
2012-13,Mississippi St.,SEC,0.59,0.55,69.0,51.0,10.0,8,47.0,20.0,22.0,5,0.43,0.38,50.0,13.0,33.0,4.0,66.0,17.0,24.0,25.0,0.16,0.17,93.0,8.0,230.0,40,149.0,194.0,38.0,214.0,-56.0,522.0,1267.0,701.0,1377.0,128.0,128.0,1220.0,1119.0,1131.0,1090.0
2013-14,Mississippi St.,SEC,0.55,0.53,60.0,39.0,14.0,7,49.0,24.0,19.0,6,0.56,0.54,70.0,19.0,39.0,12.0,54.0,13.0,21.0,20.0,-0.01,-0.01,99.0,28.0,239.0,31,89.0,95.0,36.0,136.0,10.0,753.0,770.0,807.0,837.0,687.0,677.0,548.0,46.0,33.0,224.0
2014-15,Mississippi St.,SEC,0.47,0.54,47.0,24.0,13.0,10,52.0,30.0,19.0,3,0.56,0.55,70.0,27.0,36.0,7.0,54.0,7.0,21.0,26.0,-0.09,-0.01,119.0,132.0,216.0,10,98.0,28.0,34.0,233.0,21.0,1168.0,770.0,751.0,785.0,1035.0,677.0,403.0,710.0,33.0,500.0
2015-16,Mississippi St.,SEC,0.63,0.62,67.0,44.0,14.0,9,39.0,18.0,17.0,4,0.57,0.59,69.0,26.0,26.0,17.0,53.0,7.0,31.0,15.0,0.07,0.03,62.0,15.0,153.0,17,64.0,24.0,39.0,130.0,-3.0,327.0,723.0,369.0,605.0,357.0,533.0,699.0,564.0,174.0,74.0
2016-17,Mississippi St.,SEC,0.55,0.52,62.0,40.0,16.0,6,50.0,27.0,16.0,7,0.64,0.65,79.0,29.0,36.0,14.0,44.0,4.0,22.0,18.0,-0.09,-0.13,74.0,21.0,151.0,51,68.0,5.0,33.0,165.0,7.0,753.0,427.0,868.0,359.0,1035.0,1157.0,572.0,710.0,931.0,164.0
2017-18,Mississippi St.,SEC,0.62,0.65,73.0,39.0,25.0,9,45.0,29.0,12.0,4,0.63,0.63,80.0,32.0,38.0,10.0,47.0,1.0,23.0,23.0,-0.01,0.02,31.0,18.0,55.0,19,75.0,5.0,21.0,198.0,-44.0,371.0,467.0,246.0,439.0,687.0,573.0,1130.0,46.0,95.0,936.0
2018-19,Mississippi St.,SEC,0.73,0.69,83.0,52.0,23.0,8,31.0,15.0,11.0,5,0.6,0.58,70.0,30.0,35.0,5.0,47.0,2.0,23.0,22.0,0.13,0.11,11.0,3.0,21.0,9,91.0,8.0,28.0,236.0,-80.0,41.0,595.0,123.0,644.0,196.0,255.0,1358.0,959.0,814.0,1322.0
2019-20,Mississippi St.,SEC,0.63,0.62,38.0,12.0,20.0,6,22.0,4.0,11.0,7,0.71,0.71,64.0,27.0,24.0,13.0,26.0,6.0,3.0,17.0,-0.08,-0.09,46.0,50.0,50.0,39,75.0,9.0,20.0,196.0,-29.0,327.0,190.0,369.0,179.0,993.0,1009.0,996.0,637.0,667.0,664.0
2020-21,Mississippi St.,SEC,0.64,0.55,72.0,50.0,18.0,4,40.0,18.0,15.0,7,0.51,0.46,48.0,10.0,33.0,5.0,47.0,9.0,23.0,15.0,0.14,0.09,53.0,2.0,104.0,52,113.0,69.0,29.0,242.0,-61.0,287.0,982.0,701.0,1156.0,178.0,303.0,1259.0,1027.0,667.0,1151.0
2021-22,Mississippi St.,SEC,0.53,0.53,50.0,25.0,18.0,7,45.0,23.0,16.0,6,0.65,0.65,66.0,15.0,26.0,25.0,36.0,14.0,16.0,6.0,-0.12,-0.12,78.0,102.0,95.0,36,47.0,84.0,31.0,26.0,31.0,877.0,390.0,807.0,359.0,1147.0,1126.0,304.0,905.0,872.0,709.0
2006-07,Missouri,SEC,0.66,0.64,68.0,42.0,18.0,8,35.0,18.0,12.0,5,0.6,0.58,75.0,17.0,40.0,18.0,51.0,14.0,24.0,13.0,0.06,0.05,47.0,20.0,92.0,29,42.0,71.0,24.0,30.0,5.0,207.0,595.0,279.0,644.0,391.0,453.0,589.0,486.0,345.0,122.0
2007-08,Missouri,SEC,0.63,0.67,67.0,39.0,16.0,12,39.0,21.0,16.0,2,0.59,0.54,74.0,10.0,47.0,17.0,51.0,21.0,17.0,13.0,0.04,0.13,61.0,43.0,133.0,6,61.0,110.0,24.0,50.0,-1.0,327.0,641.0,175.0,837.0,460.0,209.0,668.0,317.0,931.0,15.0
2008-09,Missouri,SEC,0.67,0.7,76.0,35.0,31.0,10,38.0,27.0,7.0,4,0.62,0.56,76.0,13.0,50.0,13.0,46.0,17.0,12.0,17.0,0.04,0.14,18.0,35.0,10.0,10,74.0,107.0,9.0,106.0,-56.0,174.0,511.0,106.0,739.0,460.0,188.0,1220.0,317.0,980.0,1090.0
2009-10,Missouri,SEC,0.59,0.61,60.0,29.0,23.0,8,42.0,26.0,11.0,5,0.64,0.59,81.0,12.0,51.0,18.0,45.0,18.0,13.0,14.0,-0.05,0.02,53.0,75.0,43.0,42,60.0,108.0,8.0,64.0,-7.0,522.0,427.0,411.0,605.0,865.0,573.0,744.0,406.0,95.0,164.0
2010-11,Missouri,SEC,0.57,0.63,60.0,27.0,23.0,10,46.0,32.0,11.0,3,0.69,0.64,88.0,13.0,53.0,22.0,39.0,18.0,10.0,11.0,-0.13,-0.01,46.0,76.0,47.0,16,41.0,79.0,4.0,40.0,5.0,628.0,252.0,315.0,402.0,1182.0,677.0,589.0,959.0,33.0,122.0
2011-12,Missouri,SEC,0.65,0.67,71.0,33.0,30.0,8,38.0,28.0,5.0,5,0.64,0.6,81.0,13.0,47.0,21.0,45.0,18.0,14.0,13.0,0.01,0.07,34.0,74.0,12.0,16,49.0,97.0,14.0,37.0,-15.0,233.0,427.0,175.0,562.0,599.0,377.0,844.0,46.0,504.0,356.0
2012-13,Missouri,SEC,0.48,0.48,46.0,18.0,23.0,5,50.0,32.0,11.0,7,0.64,0.62,74.0,17.0,38.0,19.0,41.0,15.0,14.0,12.0,-0.16,-0.14,76.0,147.0,42.0,39,58.0,104.0,10.0,59.0,18.0,1122.0,427.0,1052.0,475.0,1273.0,1188.0,446.0,1119.0,980.0,423.0
2013-14,Missouri,SEC,0.54,0.63,55.0,20.0,23.0,12,47.0,33.0,12.0,2,0.75,0.75,95.0,17.0,43.0,35.0,32.0,13.0,18.0,1.0,-0.21,-0.12,66.0,139.0,50.0,9,42.0,104.0,16.0,5.0,24.0,819.0,88.0,315.0,93.0,1391.0,1126.0,370.0,1321.0,872.0,569.0
2014-15,Missouri,SEC,0.48,0.53,50.0,30.0,9.0,11,54.0,28.0,23.0,3,0.62,0.59,77.0,19.0,42.0,16.0,47.0,14.0,16.0,17.0,-0.14,-0.07,100.0,57.0,218.0,26,69.0,90.0,11.0,106.0,31.0,1122.0,511.0,807.0,605.0,1222.0,921.0,304.0,1027.0,504.0,709.0
2015-16,Missouri,SEC,0.41,0.4,41.0,26.0,10.0,5,58.0,30.0,21.0,7,0.74,0.75,90.0,21.0,42.0,27.0,31.0,9.0,16.0,6.0,-0.33,-0.35,138.0,131.0,224.0,58,25.0,45.0,11.0,18.0,113.0,1352.0,114.0,1329.0,93.0,1475.0,1475.0,7.0,1468.0,1470.0,1448.0
2016-17,Missouri,SEC,0.47,0.4,48.0,36.0,8.0,4,55.0,23.0,24.0,8,0.64,0.67,77.0,21.0,29.0,27.0,44.0,10.0,28.0,6.0,-0.17,-0.27,122.0,49.0,253.0,64,24.0,25.0,37.0,11.0,98.0,1168.0,427.0,1329.0,296.0,1305.0,1437.0,13.0,1178.0,1412.0,1403.0
2017-18,Missouri,SEC,0.6,0.58,61.0,34.0,20.0,7,41.0,22.0,13.0,6,0.61,0.64,76.0,24.0,30.0,22.0,48.0,7.0,29.0,12.0,-0.01,-0.06,45.0,47.0,49.0,39,26.0,24.0,26.0,27.0,19.0,470.0,550.0,550.0,402.0,687.0,890.0,428.0,46.0,438.0,449.0
2018-19,Missouri,SEC,0.56,0.56,57.0,34.0,15.0,8,44.0,22.0,17.0,5,0.67,0.7,80.0,23.0,35.0,22.0,40.0,10.0,25.0,5.0,-0.1,-0.13,40.0,31.0,74.0,14,28.0,30.0,26.0,29.0,11.0,691.0,319.0,648.0,215.0,1075.0,1157.0,529.0,775.0,931.0,249.0
2019-20,Missouri,SEC,0.54,0.56,32.0,11.0,15.0,6,27.0,5.0,16.0,6,0.58,0.59,50.0,9.0,19.0,22.0,36.0,22.0,6.0,8.0,-0.04,-0.04,68.0,87.0,84.0,32,72.0,178.0,16.0,22.0,-4.0,819.0,675.0,648.0,605.0,819.0,799.0,714.0,317.0,267.0,104.0
