school,year,conf_fb,g_fb,w_fb,l_fb,t_fb,win_pct_fb,g_conf_fb,w_conf_fb,l_conf_fb,t_conf_fb,win_pct_conf_fb,coach_fb
Duke,1945,Southern,8,6,2,0,0.75,4,4,0,0,1,Eddie Cameron (6-2)
East Carolina,2021,American,12,7,5,0,0.583,8,5,3,0,0.625,Mike Houston (7-5)
East Carolina,2020,American,9,3,6,0,0.333,8,3,5,0,0.375,Mike Houston (3-6)
East Carolina,2019,American,12,4,8,0,0.333,8,1,7,0,0.125,Mike Houston (4-8)
East Carolina,2018,American,12,3,9,0,0.25,8,1,7,0,0.125,"Scottie Montgomery (3-8), David Blackwell (0-1)"
East Carolina,2017,American,12,3,9,0,0.25,8,2,6,0,0.25,Scottie Montgomery (3-9)
East Carolina,2016,American,12,3,9,0,0.25,8,1,7,0,0.125,Scottie Montgomery (3-9)
East Carolina,2015,American,12,5,7,0,0.417,8,3,5,0,0.375,Ruffin McNeill (5-7)
East Carolina,2014,American,13,8,5,0,0.615,8,5,3,0,0.625,Ruffin McNeill (8-5)
East Carolina,2013,CUSA,13,10,3,0,0.769,8,6,2,0,0.75,Ruffin McNeill (10-3)
East Carolina,2012,CUSA,13,8,5,0,0.615,8,7,1,0,0.875,Ruffin McNeill (8-5)
East Carolina,2011,CUSA,12,5,7,0,0.417,8,4,4,0,0.5,Ruffin McNeill (5-7)
East Carolina,2010,CUSA,13,6,7,0,0.462,8,5,3,0,0.625,Ruffin McNeill (6-7)
East Carolina,2009,CUSA,14,9,5,0,0.643,8,7,1,0,0.875,Skip Holtz (9-5)
East Carolina,2008,CUSA,14,9,5,0,0.643,8,6,2,0,0.75,Skip Holtz (9-5)
East Carolina,2007,CUSA,13,8,5,0,0.615,8,6,2,0,0.75,Skip Holtz (8-5)
East Carolina,2006,CUSA,13,7,6,0,0.538,8,5,3,0,0.625,Skip Holtz (7-6)
East Carolina,2005,CUSA,11,5,6,0,0.455,8,4,4,0,0.5,Skip Holtz (5-6)
East Carolina,2004,CUSA,11,2,9,0,0.182,8,2,6,0,0.25,John Thompson (2-9)
East Carolina,2003,CUSA,12,1,11,0,0.083,8,1,7,0,0.125,John Thompson (1-11)
East Carolina,2002,CUSA,12,4,8,0,0.333,8,4,4,0,0.5,Steve Logan (4-8)
East Carolina,2001,CUSA,12,6,6,0,0.5,7,5,2,0,0.714,Steve Logan (6-6)
East Carolina,2000,CUSA,12,8,4,0,0.667,7,5,2,0,0.714,Steve Logan (8-4)
East Carolina,1999,CUSA,12,9,3,0,0.75,6,4,2,0,0.667,Steve Logan (9-3)
East Carolina,1998,CUSA,11,6,5,0,0.545,6,3,3,0,0.5,Steve Logan (6-5)
East Carolina,1997,CUSA,11,5,6,0,0.455,6,4,2,0,0.667,Steve Logan (5-6)
East Carolina,1996,Ind,11,8,3,0,0.727,0,0,0,0,0,Steve Logan (8-3)
East Carolina,1995,Ind,12,9,3,0,0.75,0,0,0,0,0,Steve Logan (9-3)
East Carolina,1994,Ind,12,7,5,0,0.583,0,0,0,0,0,Steve Logan (7-5)
East Carolina,1993,Ind,11,2,9,0,0.182,0,0,0,0,0,Steve Logan (2-9)
East Carolina,1992,Ind,11,5,6,0,0.455,0,0,0,0,0,Steve Logan (5-6)
East Carolina,1991,Ind,12,11,1,0,0.917,0,0,0,0,0,Bill Lewis (11-1)
East Carolina,1990,Ind,11,5,6,0,0.455,0,0,0,0,0,Bill Lewis (5-6)
East Carolina,1989,Ind,11,5,5,1,0.5,0,0,0,0,0,Bill Lewis (5-5-1)
East Carolina,1988,Ind,11,3,8,0,0.273,0,0,0,0,0,Art Baker (3-8)
East Carolina,1987,Ind,11,5,6,0,0.455,0,0,0,0,0,Art Baker (5-6)
East Carolina,1986,Ind,11,2,9,0,0.182,0,0,0,0,0,Art Baker (2-9)
East Carolina,1985,Ind,11,2,9,0,0.182,0,0,0,0,0,Art Baker (2-9)
East Carolina,1984,Ind,11,2,9,0,0.182,0,0,0,0,0,Ed Emory (2-9)
East Carolina,1983,Ind,11,8,3,0,0.727,0,0,0,0,0,Ed Emory (8-3)
East Carolina,1982,Ind,11,7,4,0,0.636,0,0,0,0,0,Ed Emory (7-4)
East Carolina,1981,Ind,11,5,6,0,0.455,0,0,0,0,0,Ed Emory (5-6)
East Carolina,1980,Ind,11,4,7,0,0.364,0,0,0,0,0,Ed Emory (4-7)
East Carolina,1979,Ind,11,7,3,1,0.682,0,0,0,0,0,Pat Dye (7-3-1)
East Carolina,1978,Ind,12,9,3,0,0.75,0,0,0,0,0,Pat Dye (9-3)
East Carolina,1977,Ind,11,8,3,0,0.727,0,0,0,0,0,Pat Dye (8-3)
East Carolina,1976,Southern,11,9,2,0,0.818,6,5,1,0,0.833,Pat Dye (9-2)
East Carolina,1975,Southern,11,8,3,0,0.727,6,4,2,0,0.667,Pat Dye (8-3)
East Carolina,1974,Southern,11,7,4,0,0.636,6,3,3,0,0.5,Pat Dye (7-4)
East Carolina,1973,Southern,11,9,2,0,0.818,7,7,0,0,1,Sonny Randle (9-2)
East Carolina,1972,Southern,11,9,2,0,0.818,6,6,0,0,1,Sonny Randle (9-2)
East Carolina,1971,Southern,10,4,6,0,0.4,5,3,2,0,0.6,Sonny Randle (4-6)
East Carolina,1970,Southern,11,3,8,0,0.273,4,2,2,0,0.5,Mike McGee (3-8)
East Carolina,1969,Southern,9,2,7,0,0.222,4,1,3,0,0.25,Clarence Stasavich (2-7)
East Carolina,1968,Southern,10,4,6,0,0.4,4,2,2,0,0.5,Clarence Stasavich (4-6)
East Carolina,1967,Southern,10,8,2,0,0.8,5,4,1,0,0.8,Clarence Stasavich (8-2)
East Carolina,1966,Southern,10,4,5,1,0.45,6,4,1,1,0.75,Clarence Stasavich (4-5-1)
East Carolina,1965,Southern,10,9,1,0,0.9,4,3,1,0,0.75,Clarence Stasavich (9-1)
Eastern Michigan,2021,MAC,13,7,6,0,0.538,8,4,4,0,0.5,Chris Creighton (7-6)
Eastern Michigan,2020,MAC,6,2,4,0,0.333,6,2,4,0,0.333,Chris Creighton (2-4)
Eastern Michigan,2019,MAC,13,6,7,0,0.462,8,3,5,0,0.375,Chris Creighton (6-7)
Eastern Michigan,2018,MAC,13,7,6,0,0.538,8,5,3,0,0.625,Chris Creighton (7-6)
Eastern Michigan,2017,MAC,12,5,7,0,0.417,8,3,5,0,0.375,Chris Creighton (5-7)
Eastern Michigan,2016,MAC,13,7,6,0,0.538,8,4,4,0,0.5,Chris Creighton (7-6)
Eastern Michigan,2015,MAC,12,1,11,0,0.083,8,0,8,0,0,Chris Creighton (1-11)
Eastern Michigan,2014,MAC,12,2,10,0,0.167,8,1,7,0,0.125,Chris Creighton (2-10)
Eastern Michigan,2013,MAC,12,2,10,0,0.167,8,1,7,0,0.125,"Ron English (1-8), Stan Parrish (1-2)"
Eastern Michigan,2012,MAC,12,2,10,0,0.167,8,1,7,0,0.125,Ron English (2-10)
Eastern Michigan,2011,MAC,12,6,6,0,0.5,8,4,4,0,0.5,Ron English (6-6)
Eastern Michigan,2010,MAC,12,2,10,0,0.167,8,2,6,0,0.25,Ron English (2-10)
Eastern Michigan,2009,MAC,12,0,12,0,0,8,0,8,0,0,Ron English (0-12)
Eastern Michigan,2008,MAC,12,3,9,0,0.25,8,2,6,0,0.25,Jeff Genyk (3-9)
Eastern Michigan,2007,MAC,12,4,8,0,0.333,7,3,4,0,0.429,Jeff Genyk (4-8)
Eastern Michigan,2006,MAC,12,1,11,0,0.083,8,1,7,0,0.125,Jeff Genyk (1-11)
Eastern Michigan,2005,MAC,11,4,7,0,0.364,8,3,5,0,0.375,Jeff Genyk (4-7)
Eastern Michigan,2004,MAC,11,4,7,0,0.364,8,4,4,0,0.5,Jeff Genyk (4-7)
Eastern Michigan,2003,MAC,12,3,9,0,0.25,8,2,6,0,0.25,Jeff Woodruff (3-9)
Eastern Michigan,2002,MAC,12,3,9,0,0.25,8,1,7,0,0.125,Jeff Woodruff (3-9)
Eastern Michigan,2001,MAC,11,2,9,0,0.182,7,1,6,0,0.143,Jeff Woodruff (2-9)
Eastern Michigan,2000,MAC,11,3,8,0,0.273,7,2,5,0,0.286,Jeff Woodruff (3-8)
Eastern Michigan,1999,MAC,11,4,7,0,0.364,8,4,4,0,0.5,Rick Rasnick (4-7)
Eastern Michigan,1998,MAC,11,3,8,0,0.273,9,3,6,0,0.333,Rick Rasnick (3-8)
Eastern Michigan,1997,MAC,11,4,7,0,0.364,9,4,5,0,0.444,Rick Rasnick (4-7)
Eastern Michigan,1996,MAC,11,3,8,0,0.273,8,3,5,0,0.375,Rick Rasnick (3-8)
Eastern Michigan,1995,MAC,11,6,5,0,0.545,8,5,3,0,0.625,Rick Rasnick (6-5)
Eastern Michigan,1994,MAC,11,5,6,0,0.455,9,5,4,0,0.556,Ron Cooper (5-6)
Eastern Michigan,1993,MAC,11,4,7,0,0.364,8,3,5,0,0.375,Ron Cooper (4-7)
Eastern Michigan,1992,MAC,11,1,10,0,0.091,8,1,7,0,0.125,"Jim Harkema (0-4), Jan Quarless (1-6)"
Eastern Michigan,1991,MAC,11,3,7,1,0.318,8,3,4,1,0.438,Jim Harkema (3-7-1)
Eastern Michigan,1990,MAC,11,2,9,0,0.182,8,2,6,0,0.25,Jim Harkema (2-9)
Eastern Michigan,1989,MAC,11,7,3,1,0.682,8,6,2,0,0.75,Jim Harkema (7-3-1)
Eastern Michigan,1988,MAC,10,6,3,1,0.65,8,5,2,1,0.688,Jim Harkema (6-3-1)
Eastern Michigan,1987,MAC,12,10,2,0,0.833,8,7,1,0,0.875,Jim Harkema (10-2)
Eastern Michigan,1986,MAC,11,6,5,0,0.545,8,4,4,0,0.5,Jim Harkema (6-5)
Eastern Michigan,1985,MAC,11,4,7,0,0.364,9,3,6,0,0.333,Jim Harkema (4-7)
Eastern Michigan,1984,MAC,11,2,7,2,0.273,9,2,5,2,0.333,Jim Harkema (2-7-2)
Eastern Michigan,1983,MAC,11,1,10,0,0.091,9,0,9,0,0,Jim Harkema (1-10)
Eastern Michigan,1982,MAC,11,1,9,1,0.136,9,1,7,1,0.167,"Mike Stock (0-3), Bob LaPointe (1-6-1)"
Eastern Michigan,1981,MAC,11,0,11,0,0,9,0,9,0,0,Mike Stock (0-11)
Eastern Michigan,1980,MAC,10,1,9,0,0.1,8,1,7,0,0.125,Mike Stock (1-9)
Eastern Michigan,1979,MAC,11,2,8,1,0.227,8,1,6,1,0.188,Mike Stock (2-8-1)
Eastern Michigan,1978,MAC,10,3,7,0,0.3,6,1,5,0,0.167,Mike Stock (3-7)
Eastern Michigan,1977,MAC,11,8,3,0,0.727,7,4,3,0,0.571,Ed Chlebek (8-3)
Eastern Michigan,1976,MAC,11,2,9,0,0.182,6,1,5,0,0.167,Ed Chlebek (2-9)
Eastern Michigan,1975,Ind,10,4,6,0,0.4,0,0,0,0,0,George Mans (4-6)
Florida,2021,SEC,13,6,7,0,0.462,8,2,6,0,0.25,"Dan Mullen (5-6), Greg Knox (1-0)"
Florida,2020,SEC,12,8,4,0,0.667,11,8,3,0,0.727,Dan Mullen (8-4)
Florida,2019,SEC,13,11,2,0,0.846,8,6,2,0,0.75,Dan Mullen (11-2)
Florida,2018,SEC,13,10,3,0,0.769,8,5,3,0,0.625,Dan Mullen (10-3)
Florida,2017,SEC,11,4,7,0,0.364,8,3,5,0,0.375,"Jim McElwain (3-4), Randy Shannon (1-3)"
Florida,2016,SEC,13,9,4,0,0.692,8,6,2,0,0.75,Jim McElwain (9-4)
Florida,2015,SEC,14,10,4,0,0.714,8,7,1,0,0.875,Jim McElwain (10-4)
Florida,2014,SEC,12,7,5,0,0.583,8,4,4,0,0.5,"Will Muschamp (6-5), D.J. Durkin (1-0)"
Florida,2013,SEC,12,4,8,0,0.333,8,3,5,0,0.375,Will Muschamp (4-8)
Florida,2012,SEC,13,11,2,0,0.846,8,7,1,0,0.875,Will Muschamp (11-2)
Florida,2011,SEC,13,7,6,0,0.538,8,3,5,0,0.375,Will Muschamp (7-6)
Florida,2010,SEC,13,8,5,0,0.615,8,4,4,0,0.5,Urban Meyer (8-5)
Florida,2009,SEC,14,13,1,0,0.929,8,8,0,0,1,Urban Meyer (13-1)
Florida,2008,SEC,14,13,1,0,0.929,8,7,1,0,0.875,Urban Meyer (13-1)
Florida,2007,SEC,13,9,4,0,0.692,8,5,3,0,0.625,Urban Meyer (9-4)
Florida,2006,SEC,14,13,1,0,0.929,8,7,1,0,0.875,Urban Meyer (13-1)
Florida,2005,SEC,12,9,3,0,0.75,8,5,3,0,0.625,Urban Meyer (9-3)
Florida,2004,SEC,12,7,5,0,0.583,8,4,4,0,0.5,"Ron Zook (7-4), Charlie Strong (0-1)"
Florida,2003,SEC,13,8,5,0,0.615,8,6,2,0,0.75,Ron Zook (8-5)
Florida,2002,SEC,13,8,5,0,0.615,8,6,2,0,0.75,Ron Zook (8-5)
Florida,2001,SEC,12,10,2,0,0.833,8,6,2,0,0.75,Steve Spurrier (10-2)
Florida,2000,SEC,13,10,3,0,0.769,8,7,1,0,0.875,Steve Spurrier (10-3)
Florida,1999,SEC,13,9,4,0,0.692,8,7,1,0,0.875,Steve Spurrier (9-4)
Florida,1998,SEC,12,10,2,0,0.833,8,7,1,0,0.875,Steve Spurrier (10-2)
Florida,1997,SEC,12,10,2,0,0.833,8,6,2,0,0.75,Steve Spurrier (10-2)
Florida,1996,SEC,13,12,1,0,0.923,8,8,0,0,1,Steve Spurrier (12-1)
Florida,1995,SEC,13,12,1,0,0.923,8,8,0,0,1,Steve Spurrier (12-1)
Florida,1994,SEC,13,10,2,1,0.808,8,7,1,0,0.875,Steve Spurrier (10-2-1)
Florida,1993,SEC,13,11,2,0,0.846,8,7,1,0,0.875,Steve Spurrier (11-2)
Florida,1992,SEC,13,9,4,0,0.692,8,6,2,0,0.75,Steve Spurrier (9-4)
Florida,1991,SEC,12,10,2,0,0.833,7,7,0,0,1,Steve Spurrier (10-2)
Florida,1990,SEC,11,9,2,0,0.818,7,6,1,0,0.857,Steve Spurrier (9-2)
Florida,1989,SEC,12,7,5,0,0.583,7,4,3,0,0.571,"Galen Hall (4-1), Gary Darnell (3-4)"
Florida,1988,SEC,12,7,5,0,0.583,7,4,3,0,0.571,Galen Hall (7-5)
Florida,1987,SEC,12,6,6,0,0.5,6,3,3,0,0.5,Galen Hall (6-6)
Florida,1986,SEC,11,6,5,0,0.545,6,2,4,0,0.333,Galen Hall (6-5)
Florida,1985,SEC,11,9,1,1,0.864,6,5,1,0,0.833,Galen Hall (9-1-1)
Florida,1984,SEC,11,9,1,1,0.864,6,5,0,1,0.917,"Charley Pell (1-1-1), Galen Hall (8-0)"
Florida,1983,SEC,12,9,2,1,0.792,6,4,2,0,0.667,Charley Pell (9-2-1)
Florida,1982,SEC,12,8,4,0,0.667,6,3,3,0,0.5,Charley Pell (8-4)
Florida,1981,SEC,12,7,5,0,0.583,6,3,3,0,0.5,Charley Pell (7-5)
Florida,1980,SEC,12,8,4,0,0.667,6,4,2,0,0.667,Charley Pell (8-4)
Florida,1979,SEC,11,0,10,1,0.045,6,0,6,0,0,Charley Pell (0-10-1)
Florida,1978,SEC,11,4,7,0,0.364,6,3,3,0,0.5,Doug Dickey (4-7)
Florida,1977,SEC,11,6,4,1,0.591,6,3,3,0,0.5,Doug Dickey (6-4-1)
Florida,1976,SEC,12,8,4,0,0.667,6,4,2,0,0.667,Doug Dickey (8-4)
Florida,1975,SEC,12,9,3,0,0.75,6,5,1,0,0.833,Doug Dickey (9-3)
Florida,1974,SEC,12,8,4,0,0.667,6,3,3,0,0.5,Doug Dickey (8-4)
Florida,1973,SEC,12,7,5,0,0.583,7,3,4,0,0.429,Doug Dickey (7-5)
Florida,1972,SEC,11,5,5,1,0.5,7,3,3,1,0.5,Doug Dickey (5-5-1)
Florida,1971,SEC,11,4,7,0,0.364,7,1,6,0,0.143,Doug Dickey (4-7)
Florida,1970,SEC,11,7,4,0,0.636,6,3,3,0,0.5,Doug Dickey (7-4)
Florida,1969,SEC,11,9,1,1,0.864,6,4,1,1,0.75,Ray Graves (9-1-1)
Florida,1968,SEC,10,6,3,1,0.65,5,2,2,1,0.5,Ray Graves (6-3-1)
Florida,1967,SEC,10,6,4,0,0.6,6,4,2,0,0.667,Ray Graves (6-4)
Florida,1966,SEC,11,9,2,0,0.818,5,4,1,0,0.8,Ray Graves (9-2)
Florida,1965,SEC,11,7,4,0,0.636,6,4,2,0,0.667,Ray Graves (7-4)
Florida,1964,SEC,10,7,3,0,0.7,6,4,2,0,0.667,Ray Graves (7-3)
Florida,1963,SEC,10,6,3,1,0.65,7,3,3,1,0.5,Ray Graves (6-3-1)
Florida,1962,SEC,11,7,4,0,0.636,6,4,2,0,0.667,Ray Graves (7-4)
Florida,1961,SEC,10,4,5,1,0.45,6,3,3,0,0.5,Ray Graves (4-5-1)
Florida,1960,SEC,11,9,2,0,0.818,6,5,1,0,0.833,Ray Graves (9-2)
Florida,1959,SEC,10,5,4,1,0.55,6,2,4,0,0.333,Bob Woodruff (5-4-1)
Florida,1958,SEC,11,6,4,1,0.591,7,2,4,1,0.357,Bob Woodruff (6-4-1)
Florida,1957,SEC,9,6,2,1,0.722,7,4,2,1,0.643,Bob Woodruff (6-2-1)
Florida,1956,SEC,10,6,3,1,0.65,7,5,2,0,0.714,Bob Woodruff (6-3-1)
Florida,1955,SEC,10,4,6,0,0.4,8,3,5,0,0.375,Bob Woodruff (4-6)
Florida,1954,SEC,10,5,5,0,0.5,7,5,2,0,0.714,Bob Woodruff (5-5)
Florida,1953,SEC,10,3,5,2,0.4,6,1,3,2,0.333,Bob Woodruff (3-5-2)
Florida,1952,SEC,11,8,3,0,0.727,6,3,3,0,0.5,Bob Woodruff (8-3)
Florida,1951,SEC,10,5,5,0,0.5,6,2,4,0,0.333,Bob Woodruff (5-5)
Florida,1950,SEC,10,5,5,0,0.5,6,2,4,0,0.333,Bob Woodruff (5-5)
Florida,1949,SEC,10,4,5,1,0.45,6,1,4,1,0.25,Raymond Wolf (4-5-1)
Florida,1948,SEC,10,5,5,0,0.5,6,1,5,0,0.167,Raymond Wolf (5-5)
Florida,1947,SEC,10,4,5,1,0.45,4,0,3,1,0.125,Raymond Wolf (4-5-1)
Florida,1946,SEC,9,0,9,0,0,5,0,5,0,0,Raymond Wolf (0-9)
Florida,1945,SEC,10,4,5,1,0.45,5,1,3,1,0.3,Tom Lieb (4-5-1)
Florida Atlantic,2021,CUSA,12,5,7,0,0.417,8,3,5,0,0.375,Willie Taggart (5-7)
Florida Atlantic,2020,CUSA,9,5,4,0,0.556,6,4,2,0,0.667,Willie Taggart (5-4)
Florida Atlantic,2019,CUSA,14,11,3,0,0.786,8,7,1,0,0.875,Lane Kiffin (11-3)
Florida Atlantic,2018,CUSA,12,5,7,0,0.417,8,3,5,0,0.375,Lane Kiffin (5-7)
Florida Atlantic,2017,CUSA,14,11,3,0,0.786,8,8,0,0,1,Lane Kiffin (11-3)
Florida Atlantic,2016,CUSA,12,3,9,0,0.25,8,2,6,0,0.25,Charlie Partridge (3-9)
Florida Atlantic,2015,CUSA,12,3,9,0,0.25,8,3,5,0,0.375,Charlie Partridge (3-9)
Florida Atlantic,2014,CUSA,12,3,9,0,0.25,8,2,6,0,0.25,Charlie Partridge (3-9)
Florida Atlantic,2013,CUSA,12,6,6,0,0.5,8,4,4,0,0.5,"Carl Pelini (2-6), Brian Wright (4-0)"
Florida Atlantic,2012,Sun Belt,12,3,9,0,0.25,8,2,6,0,0.25,Carl Pelini (3-9)
Florida Atlantic,2011,Sun Belt,12,1,11,0,0.083,8,0,8,0,0,Howard Schnellenberger (1-11)
Florida Atlantic,2010,Sun Belt,12,4,8,0,0.333,8,3,5,0,0.375,Howard Schnellenberger (4-8)
Florida Atlantic,2009,Sun Belt,12,5,7,0,0.417,8,5,3,0,0.625,Howard Schnellenberger (5-7)
Florida Atlantic,2008,Sun Belt,13,7,6,0,0.538,8,5,3,0,0.625,Howard Schnellenberger (7-6)
Florida Atlantic,2007,Sun Belt,13,8,5,0,0.615,7,6,1,0,0.857,Howard Schnellenberger (8-5)
Florida Atlantic,2006,Sun Belt,12,5,7,0,0.417,7,4,3,0,0.571,Howard Schnellenberger (5-7)
Florida Atlantic,2005,Sun Belt,11,2,9,0,0.182,7,2,5,0,0.286,Howard Schnellenberger (2-9)
Florida Atlantic,2004,Sun Belt,12,9,3,0,0.75,6,3,3,0,0.5,Howard Schnellenberger (9-3)
Florida International,2021,CUSA,12,1,11,0,0.083,8,0,8,0,0,Butch Davis (1-11)
Florida International,2020,CUSA,5,0,5,0,0,3,0,3,0,0,Butch Davis (0-5)
Florida International,2019,CUSA,13,6,7,0,0.462,8,3,5,0,0.375,Butch Davis (6-7)
Florida International,2018,CUSA,13,9,4,0,0.692,8,6,2,0,0.75,Butch Davis (9-4)
Florida International,2017,CUSA,13,8,5,0,0.615,8,5,3,0,0.625,Butch Davis (8-5)
Florida International,2016,CUSA,12,4,8,0,0.333,8,4,4,0,0.5,"Ron Turner (0-4), Ron Cooper (4-4)"
Florida International,2015,CUSA,12,5,7,0,0.417,8,3,5,0,0.375,Ron Turner (5-7)
Florida International,2014,CUSA,12,4,8,0,0.333,8,3,5,0,0.375,Ron Turner (4-8)
Florida International,2013,CUSA,12,1,11,0,0.083,8,1,7,0,0.125,Ron Turner (1-11)
Florida International,2012,Sun Belt,12,3,9,0,0.25,8,2,6,0,0.25,Mario Cristobal (3-9)
Florida International,2011,Sun Belt,13,8,5,0,0.615,8,5,3,0,0.625,Mario Cristobal (8-5)
Florida International,2010,Sun Belt,13,7,6,0,0.538,8,6,2,0,0.75,Mario Cristobal (7-6)
Florida International,2009,Sun Belt,12,3,9,0,0.25,8,3,5,0,0.375,Mario Cristobal (3-9)
Florida International,2008,Sun Belt,12,5,7,0,0.417,8,4,4,0,0.5,Mario Cristobal (5-7)
Florida International,2007,Sun Belt,12,1,11,0,0.083,7,1,6,0,0.143,Mario Cristobal (1-11)
Florida International,2006,Sun Belt,12,0,12,0,0,7,0,7,0,0,Don Strock (0-12)
Florida International,2005,Sun Belt,11,5,6,0,0.455,7,3,4,0,0.429,Don Strock (5-6)
Florida International,2004,Sun Belt,10,3,7,0,0.3,4,0,4,0,0,Don Strock (3-7)
Florida State,2021,ACC,12,5,7,0,0.417,8,4,4,0,0.5,Mike Norvell (5-7)
Florida State,2020,ACC,9,3,6,0,0.333,8,2,6,0,0.25,Mike Norvell (3-6)
Florida State,2019,ACC,13,6,7,0,0.462,8,4,4,0,0.5,"Willie Taggart (4-5), Odell Haggins (2-2)"
Florida State,2018,ACC,12,5,7,0,0.417,8,3,5,0,0.375,Willie Taggart (5-7)
Florida State,2017,ACC,13,7,6,0,0.538,8,3,5,0,0.375,"Jimbo Fisher (5-6), Odell Haggins (2-0)"
Florida State,2016,ACC,13,10,3,0,0.769,8,5,3,0,0.625,Jimbo Fisher (10-3)
Florida State,2015,ACC,13,10,3,0,0.769,8,6,2,0,0.75,Jimbo Fisher (10-3)
Florida State,2014,ACC,14,13,1,0,0.929,8,8,0,0,1,Jimbo Fisher (13-1)
Florida State,2013,ACC,14,14,0,0,1,8,8,0,0,1,Jimbo Fisher (14-0)
Florida State,2012,ACC,14,12,2,0,0.857,8,7,1,0,0.875,Jimbo Fisher (12-2)
Florida State,2011,ACC,13,9,4,0,0.692,8,5,3,0,0.625,Jimbo Fisher (9-4)
Florida State,2010,ACC,14,10,4,0,0.714,8,6,2,0,0.75,Jimbo Fisher (10-4)
Florida State,2009,ACC,13,7,6,0,0.538,8,4,4,0,0.5,Bobby Bowden (7-6)
Florida State,2008,ACC,13,9,4,0,0.692,8,5,3,0,0.625,Bobby Bowden (9-4)
Florida State,2007,ACC,13,7,6,0,0.538,8,4,4,0,0.5,Bobby Bowden (7-6)
Florida State,2006,ACC,13,7,6,0,0.538,8,3,5,0,0.375,Bobby Bowden (7-6)
Florida State,2005,ACC,13,8,5,0,0.615,8,5,3,0,0.625,Bobby Bowden (8-5)
Florida State,2004,ACC,12,9,3,0,0.75,8,6,2,0,0.75,Bobby Bowden (9-3)
Florida State,2003,ACC,13,10,3,0,0.769,8,7,1,0,0.875,Bobby Bowden (10-3)
Florida State,2002,ACC,14,9,5,0,0.643,8,7,1,0,0.875,Bobby Bowden (9-5)
Florida State,2001,ACC,12,8,4,0,0.667,8,6,2,0,0.75,Bobby Bowden (8-4)
Florida State,2000,ACC,13,11,2,0,0.846,8,8,0,0,1,Bobby Bowden (11-2)
Florida State,1999,ACC,12,12,0,0,1,8,8,0,0,1,Bobby Bowden (12-0)
Florida State,1998,ACC,13,11,2,0,0.846,8,7,1,0,0.875,Bobby Bowden (11-2)
Florida State,1997,ACC,12,11,1,0,0.917,8,8,0,0,1,Bobby Bowden (11-1)
Florida State,1996,ACC,12,11,1,0,0.917,8,8,0,0,1,Bobby Bowden (11-1)
Florida State,1995,ACC,12,10,2,0,0.833,8,7,1,0,0.875,Bobby Bowden (10-2)
Florida State,1994,ACC,12,10,1,1,0.875,8,8,0,0,1,Bobby Bowden (10-1-1)
Florida State,1993,ACC,13,12,1,0,0.923,8,8,0,0,1,Bobby Bowden (12-1)
Florida State,1992,ACC,12,11,1,0,0.917,8,8,0,0,1,Bobby Bowden (11-1)
Florida State,1991,Ind,13,11,2,0,0.846,0,0,0,0,0,Bobby Bowden (11-2)
Florida State,1990,Ind,12,10,2,0,0.833,0,0,0,0,0,Bobby Bowden (10-2)
Florida State,1989,Ind,12,10,2,0,0.833,0,0,0,0,0,Bobby Bowden (10-2)
Florida State,1988,Ind,12,11,1,0,0.917,0,0,0,0,0,Bobby Bowden (11-1)
Florida State,1987,Ind,12,11,1,0,0.917,0,0,0,0,0,Bobby Bowden (11-1)
Florida State,1986,Ind,12,7,4,1,0.625,0,0,0,0,0,Bobby Bowden (7-4-1)
Florida State,1985,Ind,12,9,3,0,0.75,0,0,0,0,0,Bobby Bowden (9-3)
Florida State,1984,Ind,12,7,3,2,0.667,0,0,0,0,0,Bobby Bowden (7-3-2)
Florida State,1983,Ind,12,7,5,0,0.583,0,0,0,0,0,Bobby Bowden (7-5)
Florida State,1982,Ind,12,9,3,0,0.75,0,0,0,0,0,Bobby Bowden (9-3)
Florida State,1981,Ind,11,6,5,0,0.545,0,0,0,0,0,Bobby Bowden (6-5)
Florida State,1980,Ind,12,10,2,0,0.833,0,0,0,0,0,Bobby Bowden (10-2)
Florida State,1979,Ind,12,11,1,0,0.917,0,0,0,0,0,Bobby Bowden (11-1)
Florida State,1978,Ind,11,8,3,0,0.727,0,0,0,0,0,Bobby Bowden (8-3)
Florida State,1977,Ind,12,10,2,0,0.833,0,0,0,0,0,Bobby Bowden (10-2)
Florida State,1976,Ind,11,5,6,0,0.455,0,0,0,0,0,Bobby Bowden (5-6)
Florida State,1975,Ind,11,3,8,0,0.273,0,0,0,0,0,Darrell Mudra (3-8)
Florida State,1974,Ind,11,1,10,0,0.091,0,0,0,0,0,Darrell Mudra (1-10)
Florida State,1973,Ind,11,0,11,0,0,0,0,0,0,0,Larry Jones (0-11)
Florida State,1972,Ind,11,7,4,0,0.636,0,0,0,0,0,Larry Jones (7-4)
Florida State,1971,Ind,12,8,4,0,0.667,0,0,0,0,0,Larry Jones (8-4)
Florida State,1970,Ind,11,7,4,0,0.636,0,0,0,0,0,Bill Peterson (7-4)
Florida State,1969,Ind,10,6,3,1,0.65,0,0,0,0,0,Bill Peterson (6-3-1)
Florida State,1968,Ind,11,8,3,0,0.727,0,0,0,0,0,Bill Peterson (8-3)
Florida State,1967,Ind,11,7,2,2,0.727,0,0,0,0,0,Bill Peterson (7-2-2)
Florida State,1966,Ind,11,6,5,0,0.545,0,0,0,0,0,Bill Peterson (6-5)
